question_id,question,options,answer,answer_index,cot_content,category,src,problem,responses,confidences,accuracies
980,"A buyer purchased a gallon of nonfat milk from a market. The milk, which was sold in a plastic container, had been processed and packaged by a dairy. That evening, the buyer was preparing dinner and poured himself a glass of milk from the container purchased at the market. He then sat down to eat his meal and proceeded to take a mouthful of milk. As he did so, the buyer felt something furry lodge in his mouth. He immediately spat out the furry object and saw that it was a dead mouse. The buyer suffered severe emotional distress but did not suffer any physical illness or injury. If the buyer asserts a claim against the dairy based on negligent manufacturing, he will most likely","[""not recover, because the dairy's negligence only caused mental disturbance.""
 'recover, under the doctrine of res ipsa loquitur.'
 'not recover, because the dairy cannot be proven to have been the source of the mouse.'
 'recover, under the theory of strict liability.'
 'recover, because he suffered severe emotional distress.'
 'recover, because the dairy breached its duty of care by failing to properly package the milk.'
 ""not recover, because the buyer's proper cause of action is for intentional infliction of mental distress.""
 'recover, because the dairy failed in its duty of care.']",A,0,,law,ori_mmlu-professional_law,"A buyer purchased a gallon of nonfat milk from a market. The milk, which was sold in a plastic container, had been processed and packaged by a dairy. That evening, the buyer was preparing dinner and poured himself a glass of milk from the container purchased at the market. He then sat down to eat his meal and proceeded to take a mouthful of milk. As he did so, the buyer felt something furry lodge in his mouth. He immediately spat out the furry object and saw that it was a dead mouse. The buyer suffered severe emotional distress but did not suffer any physical illness or injury. If the buyer asserts a claim against the dairy based on negligent manufacturing, he will most likely
A) not recover, because the dairy's negligence only caused mental disturbance.
B) recover, under the doctrine of res ipsa loquitur.
C) not recover, because the dairy cannot be proven to have been the source of the mouse.
D) recover, under the theory of strict liability.
E) recover, because he suffered severe emotional distress.
F) recover, because the dairy breached its duty of care by failing to properly package the milk.
G) not recover, because the buyer's proper cause of action is for intentional infliction of mental distress.
H) recover, because the dairy failed in its duty of care.","A) not recover, because the dairy's negligence only caused mental disturbance.",0.5738259553909302,CORRECT
981,"A state built a racetrack that was specially designed and constructed for thoroughbred horseracing. State bonds were issued to finance the construction of the racetrack. The bond agreement provided that for the first five years the racetrack was in operation, at least $2 from each admission charge would be used to repay the bond debt. The bond agreement further stipulated that if the proceeds from the admission charges during the first five years were not sufficient to repay the bondholders, then at least $1 from each admission charge for the next five years would be applied to make the necessary bond payments. After the racetrack was built and in operation for two years, the state legislature passed a bill requiring the racetrack to admit all senior citizens over the age of 65 for the discounted admission fee of 50 cents. This law is probably","['unconstitutional, because it denies citizens under the age of 65 the equal protection of the law.'
 'constitutional, because it supports social welfare by providing discounts to senior citizens.'
 'unconstitutional, because it discriminates on the basis of age.'
 'constitutional, because the state has the power to change admission prices.'
 'unconstitutional, because it violates the rights of the bondholders.'
 ""unconstitutional, because it goes against the state's responsibility to repay bonds.""
 'constitutional, because the state has the right to regulate commerce within its borders.'
 'unconstitutional, because it is an ex post facto law.'
 ""unconstitutional, because it impairs the obligation of the bondholders' contract.""
 ""constitutional, because it is a justifiable exercise of the state's police power.""]",I,8,,law,ori_mmlu-professional_law,"A state built a racetrack that was specially designed and constructed for thoroughbred horseracing. State bonds were issued to finance the construction of the racetrack. The bond agreement provided that for the first five years the racetrack was in operation, at least $2 from each admission charge would be used to repay the bond debt. The bond agreement further stipulated that if the proceeds from the admission charges during the first five years were not sufficient to repay the bondholders, then at least $1 from each admission charge for the next five years would be applied to make the necessary bond payments. After the racetrack was built and in operation for two years, the state legislature passed a bill requiring the racetrack to admit all senior citizens over the age of 65 for the discounted admission fee of 50 cents. This law is probably
A) unconstitutional, because it denies citizens under the age of 65 the equal protection of the law.
B) constitutional, because it supports social welfare by providing discounts to senior citizens.
C) unconstitutional, because it discriminates on the basis of age.
D) constitutional, because the state has the power to change admission prices.
E) unconstitutional, because it violates the rights of the bondholders.
F) unconstitutional, because it goes against the state's responsibility to repay bonds.
G) constitutional, because the state has the right to regulate commerce within its borders.
H) unconstitutional, because it is an ex post facto law.
I) unconstitutional, because it impairs the obligation of the bondholders' contract.
J) constitutional, because it is a justifiable exercise of the state's police power.","J) constitutional, because it is a justifiable exercise of the state's police power.",0.711247980594635,INCORRECT
982,"In 1993, a farmer had good record title to a farm in fee simple absolute. In 1994, the farmer delivered to his son, for a sum of $1,000, a deed signed by the farmer, naming the son and his heirs as grantee, and appearing valid on its face. The son neglected to record the deed. In 1998, an investor, aware of the existence of the farmer-to-son deed, sought out the farmer and asked to buy for $10,000 a deed of the farm from the farmer to the investor and his heirs. The farmer executed such a deed, and the investor promptly recorded it. The investor's intent was to acquire color of title and obtain ownership of the farm by adverse possession. In 1998, the investor constructed a fence around the farm. In 1999, the son presented his deed of the farm to a rancher and, for $15,000, paid by the rancher, signed and delivered a deed of the farm in favor of the rancher and his heirs. After receiving the deed, the rancher made no effort to search the title, to examine the property, or to record the deed. In 2003, a teacher paid the investor $20,000, and the investor delivered to the teacher a deed of the farm in favor of the teacher and his heirs. The teacher had examined the property, had searched the title, and was aware of the prior farmer-to-son instrument. Although the teacher did not reside on the property,he regularly visited the farm twice a week. The teacher recorded his deed. In 2007, for $25,000, paid by a professor, the rancher signed and delivered a deed of the farm naming the professor and his heirs as grantees. Before the professor had paid the rancher and taken his deed, the professor visited the farm and observed the fence. However, the teacher was not present when the professor visited the property, and nothing suggested who f anyone was using it. In any case, the professor did not attempt to search the title before making his purchase. The professor then recorded the deed. Note: This jurisdiction uses Grantor Grantee Indices and has no Tract IndexThe jurisdiction's recording act provides: ""Every conveyance of real estate which is not recorded is void against a subsequent purchaser in good faith for valuable consideration, whose conveyance shall be first duly recorded. ""In 2008, in an action to quiet title to the farm, which of the following parties would have priority of title?","['The investor.'
 'The professor, only if he had searched the title prior to his purchase.'
 'The teacher.' 'The rancher.'
 'The rancher, if he could prove he paid the highest price.'
 'The farmer, if he could prove the initial sale to his son was invalid.'
 'The professor.' ""The farmer's son.""
 'The teacher, if he could prove he visited the farm regularly.'
 'The investor, if he could prove he was the first to record the deed.']",G,6,,law,ori_mmlu-professional_law,"In 1993, a farmer had good record title to a farm in fee simple absolute. In 1994, the farmer delivered to his son, for a sum of $1,000, a deed signed by the farmer, naming the son and his heirs as grantee, and appearing valid on its face. The son neglected to record the deed. In 1998, an investor, aware of the existence of the farmer-to-son deed, sought out the farmer and asked to buy for $10,000 a deed of the farm from the farmer to the investor and his heirs. The farmer executed such a deed, and the investor promptly recorded it. The investor's intent was to acquire color of title and obtain ownership of the farm by adverse possession. In 1998, the investor constructed a fence around the farm. In 1999, the son presented his deed of the farm to a rancher and, for $15,000, paid by the rancher, signed and delivered a deed of the farm in favor of the rancher and his heirs. After receiving the deed, the rancher made no effort to search the title, to examine the property, or to record the deed. In 2003, a teacher paid the investor $20,000, and the investor delivered to the teacher a deed of the farm in favor of the teacher and his heirs. The teacher had examined the property, had searched the title, and was aware of the prior farmer-to-son instrument. Although the teacher did not reside on the property,he regularly visited the farm twice a week. The teacher recorded his deed. In 2007, for $25,000, paid by a professor, the rancher signed and delivered a deed of the farm naming the professor and his heirs as grantees. Before the professor had paid the rancher and taken his deed, the professor visited the farm and observed the fence. However, the teacher was not present when the professor visited the property, and nothing suggested who f anyone was using it. In any case, the professor did not attempt to search the title before making his purchase. The professor then recorded the deed. Note: This jurisdiction uses Grantor Grantee Indices and has no Tract IndexThe jurisdiction's recording act provides: ""Every conveyance of real estate which is not recorded is void against a subsequent purchaser in good faith for valuable consideration, whose conveyance shall be first duly recorded. ""In 2008, in an action to quiet title to the farm, which of the following parties would have priority of title?
A) The investor.
B) The professor, only if he had searched the title prior to his purchase.
C) The teacher.
D) The rancher.
E) The rancher, if he could prove he paid the highest price.
F) The farmer, if he could prove the initial sale to his son was invalid.
G) The professor.
H) The farmer's son.
I) The teacher, if he could prove he visited the farm regularly.
J) The investor, if he could prove he was the first to record the deed.",A) The investor.,0.7107705473899841,INCORRECT
983,"A resident announced his candidacy for state representative. A law in the state requires new political entrants, regardless of party affiliation, to obtain five times the number of signatures as other candidates who have run for office previously. The resident, however, failed to obtain the necessary number of authenticating signatures to have his name placed on the ballot. On the substantive constitutional issue regarding the validity of the authenticating requirement, the most probable judicial resolution will be to","['dismiss the cause of action because the resident did not exhaust all available state remedies.'
 'dismiss the case as the resident did not meet the set requirements.'
 'uphold the authenticating requirement as it encourages serious candidature.'
 'hold the authenticating requirement unconstitutional as violative of the due process clause of the Fourteenth Amendment.'
 'dismiss the cause of action because state election procedures are a sovereign state function.'
 'require the resident to challenge the authenticating requirement at a federal level.'
 'assign the burden of proving the validity of the authenticating requirement to thestate.'
 'hold the authenticating requirement constitutional as it maintains a fair political competition.'
 'hold the authenticating requirement unconstitutional as violative of the equal protection clause of the Fourteenth Amendment.'
 'hold the authenticating requirement unconstitutional as a violation of the First Amendment.']",G,6,,law,ori_mmlu-professional_law,"A resident announced his candidacy for state representative. A law in the state requires new political entrants, regardless of party affiliation, to obtain five times the number of signatures as other candidates who have run for office previously. The resident, however, failed to obtain the necessary number of authenticating signatures to have his name placed on the ballot. On the substantive constitutional issue regarding the validity of the authenticating requirement, the most probable judicial resolution will be to
A) dismiss the cause of action because the resident did not exhaust all available state remedies.
B) dismiss the case as the resident did not meet the set requirements.
C) uphold the authenticating requirement as it encourages serious candidature.
D) hold the authenticating requirement unconstitutional as violative of the due process clause of the Fourteenth Amendment.
E) dismiss the cause of action because state election procedures are a sovereign state function.
F) require the resident to challenge the authenticating requirement at a federal level.
G) assign the burden of proving the validity of the authenticating requirement to thestate.
H) hold the authenticating requirement constitutional as it maintains a fair political competition.
I) hold the authenticating requirement unconstitutional as violative of the equal protection clause of the Fourteenth Amendment.
J) hold the authenticating requirement unconstitutional as a violation of the First Amendment.",H) hold the authenticating requirement constitutional as it maintains a fair political competition.,0.7218762040138245,INCORRECT
984,"In 2006, an investor purchased a 100-acre tract located in a rural county. Shortly thereafter, the investor prepared a subdivision plan that created 90 one-acre residential building lots on this tract with the remaining 10-acre lot proposed for a public school building. In the investor's sales brochure promoting the subdivision, he stated that ""in addition to the close proximity of the proposed school for subdivision residents, the county school district would not need to expend tax money to acquire this property for school construction. "" In 2007, the subdivision plan was recorded with the county recorder's office. On January 15, 2009, the county school board voted to build a new school on the 10-acre tract. The investor's proposed designation of the 1 0-acre tract for construction of a school building would best be described as a (an)","['equitable servitude.' 'easement for public use.'
 'invalid legal agreement.' 'implied easement.' 'adverse possession.'
 'restrictive covenant.' 'real estate lien.' 'unenforceable restriction.'
 'right of way easement.' 'zoning regulation.']",B,1,,law,ori_mmlu-professional_law,"In 2006, an investor purchased a 100-acre tract located in a rural county. Shortly thereafter, the investor prepared a subdivision plan that created 90 one-acre residential building lots on this tract with the remaining 10-acre lot proposed for a public school building. In the investor's sales brochure promoting the subdivision, he stated that ""in addition to the close proximity of the proposed school for subdivision residents, the county school district would not need to expend tax money to acquire this property for school construction. "" In 2007, the subdivision plan was recorded with the county recorder's office. On January 15, 2009, the county school board voted to build a new school on the 10-acre tract. The investor's proposed designation of the 1 0-acre tract for construction of a school building would best be described as a (an)
A) equitable servitude.
B) easement for public use.
C) invalid legal agreement.
D) implied easement.
E) adverse possession.
F) restrictive covenant.
G) real estate lien.
H) unenforceable restriction.
I) right of way easement.
J) zoning regulation.",B) easement for public use.,0.7216696739196777,CORRECT
985,"In 2006, an investor purchased a 100-acre tract located in a rural county. Shortly thereafter, the investor prepared a subdivision plan that created 90 one-acre residential building lots on this tract with the remaining 10-acre lot proposed for a public school building. In the investor's sales brochure promoting the subdivision, he stated that ""in addition to the close proximity of the proposed school for subdivision residents, the county school district would not need to expend tax money to acquire this property for school construction. "" In 2007, the subdivision plan was recorded with the county recorder's office. On January 15, 2009, the county school board voted to build a new school on the 10-acre tract. The investor's proposed designation of the 1 0-acre tract for construction of a school building would best be described as a (an) ","['unenforceable restriction.' 'invalid legal agreement.'
 'implied easement.' 'restrictive covenant.' 'adverse possession.'
 'right of way easement.' 'easement for public use.'
 'equitable servitude.' 'zoning regulation.' 'real estate lien.']",G,6,,law,ori_mmlu-professional_law,"In 2006, an investor purchased a 100-acre tract located in a rural county. Shortly thereafter, the investor prepared a subdivision plan that created 90 one-acre residential building lots on this tract with the remaining 10-acre lot proposed for a public school building. In the investor's sales brochure promoting the subdivision, he stated that ""in addition to the close proximity of the proposed school for subdivision residents, the county school district would not need to expend tax money to acquire this property for school construction. "" In 2007, the subdivision plan was recorded with the county recorder's office. On January 15, 2009, the county school board voted to build a new school on the 10-acre tract. The investor's proposed designation of the 1 0-acre tract for construction of a school building would best be described as a (an) 
A) unenforceable restriction.
B) invalid legal agreement.
C) implied easement.
D) restrictive covenant.
E) adverse possession.
F) right of way easement.
G) easement for public use.
H) equitable servitude.
I) zoning regulation.
J) real estate lien.",G) easement for public use.,0.6463429927825928,CORRECT
986,A defendant gave a man a gun and instructed him to kill a victim. The man shot and killed the victim with the gun. The man was charged with murder and acquitted. The defendant is now charged with the murder of the victim. He will be able to assert a valid defense if the man's acquittal was based on which of the following?,"['Justification.' 'Self-defense.' 'Mistake of fact.' 'Entrapment.'
 'Insanity.' 'Necessity.' 'Involuntary intoxication.'
 'Diminished capacity.' 'The Wharton Rule.' 'Duress.']",B,1,,law,ori_mmlu-professional_law,"A defendant gave a man a gun and instructed him to kill a victim. The man shot and killed the victim with the gun. The man was charged with murder and acquitted. The defendant is now charged with the murder of the victim. He will be able to assert a valid defense if the man's acquittal was based on which of the following?
A) Justification.
B) Self-defense.
C) Mistake of fact.
D) Entrapment.
E) Insanity.
F) Necessity.
G) Involuntary intoxication.
H) Diminished capacity.
I) The Wharton Rule.
J) Duress.",I) The Wharton Rule.,0.6886081695556641,INCORRECT
988,"An environmentalist was very interested in environmental issues, particularly protection of wetland areas. He decided to dig out the lawn in his back yard and turn the space into a swampy marsh. Eventually, his back yard was filled with tall grasses, reeds, and other marsh plants. A wide variety of frogs, turtles, snakes, birds, and other animals inhabited the yard. The ground was usually covered by several inches of standing water. The environmentalist's neighbors were not pleased with the condition of the environmentalist's yard. They complained that it produced foul odors, and they claimed that the standing water was a breeding ground for mosquitoes and other insects. Several months after the environmentalist converted his yard into a marsh, a real estate investor purchased the house closest to the environmentalist's back yard swamp. The investor lived in a large city several hundred miles away, and he purchased the house next to the environmentalist's for investment purposes. The investor rented the house to a family under a long-term lease. The tenant family complained frequently to the investor about being annoyed by the environmentalist's yard. If the investor asserts a nuisance claim against the environmentalist, the environmentalist's best defense would be","['that the investor failed to conduct a proper inspection of the property and surrounding area before purchasing the house.'
 'that the investor owns the property but has rented it out, so the investor does not have actual possession or the right to immediate possession of the land.'
 ""that the environmentalist's yard is actually beneficial to the community by providing a natural habitat for local wildlife.""
 'that the environmentalist has a right to use his property as he sees fit, as long as it does not harm others.'
 'that the investor has not shown that the marsh has negatively affected the value of his property.'
 'that the swampy condition of his yard attracts a variety of wildlife, which increases biodiversity.'
 ""that when the investor purchased the house, he knew or should have known about the swampy condition of the environmentalist's property.""
 'that he had sound environmental reasons for maintaining the swampy condition of his yard.'
 'that the standing water in his yard is not the source of the mosquito problem.'
 'that turning his yard into a swampy marsh did not violate any zoning ordinance.']",B,1,,law,ori_mmlu-professional_law,"An environmentalist was very interested in environmental issues, particularly protection of wetland areas. He decided to dig out the lawn in his back yard and turn the space into a swampy marsh. Eventually, his back yard was filled with tall grasses, reeds, and other marsh plants. A wide variety of frogs, turtles, snakes, birds, and other animals inhabited the yard. The ground was usually covered by several inches of standing water. The environmentalist's neighbors were not pleased with the condition of the environmentalist's yard. They complained that it produced foul odors, and they claimed that the standing water was a breeding ground for mosquitoes and other insects. Several months after the environmentalist converted his yard into a marsh, a real estate investor purchased the house closest to the environmentalist's back yard swamp. The investor lived in a large city several hundred miles away, and he purchased the house next to the environmentalist's for investment purposes. The investor rented the house to a family under a long-term lease. The tenant family complained frequently to the investor about being annoyed by the environmentalist's yard. If the investor asserts a nuisance claim against the environmentalist, the environmentalist's best defense would be
A) that the investor failed to conduct a proper inspection of the property and surrounding area before purchasing the house.
B) that the investor owns the property but has rented it out, so the investor does not have actual possession or the right to immediate possession of the land.
C) that the environmentalist's yard is actually beneficial to the community by providing a natural habitat for local wildlife.
D) that the environmentalist has a right to use his property as he sees fit, as long as it does not harm others.
E) that the investor has not shown that the marsh has negatively affected the value of his property.
F) that the swampy condition of his yard attracts a variety of wildlife, which increases biodiversity.
G) that when the investor purchased the house, he knew or should have known about the swampy condition of the environmentalist's property.
H) that he had sound environmental reasons for maintaining the swampy condition of his yard.
I) that the standing water in his yard is not the source of the mosquito problem.
J) that turning his yard into a swampy marsh did not violate any zoning ordinance.",I. The standing water in his yard is not the source of the mosquito problem.,0.5472069978713989,INCORRECT
989,"A woman owned land in fee simple absolute. The woman conveyed the land to a friend ""for life,"" and when the friend died the land was to go to the woman's neighbor ""and her heirs."" The neighbor died and in her duly probated will devised her entire estate to a local charity. If she had died intestate, her daughter would have been her only heir. One year after the neighbor died, her daughter executed a quitclaim deed conveying any interest she might have in the land to the woman's friend. The common law Rule Against Perpetuities is unmodified in the jurisdiction. There are no other applicable statutes. Who has what interest in the land?","[""The friend has a life estate and the woman has a reversion, because the neighbor's remainder was void under the Rule Against Perpetuities.""
 'The friend has a fee simple absolute, because his life estate merged with the remainder conveyed to him by the daughter.'
 ""The friend has a life estate and the charity has a contingent remainder, because the neighbor's interest was devisable and her will transferred her entire estate.""
 'The friend has a fee simple absolute, because the quitclaim deed from the daughter transferred any interest she might have had in the land.'
 ""The friend has a life estate and the daughter has a contingent remainder, because the deed from the woman created an interest in the neighbor's heirs.""
 ""The friend has a life estate and the daughter has a vested remainder, because the deed from the woman created an interest in the neighbor's heirs.""
 ""The friend has a life estate and the woman's neighbor has a vested remainder, because the deed from the woman created an interest in the neighbor.""
 ""The friend has a life estate and the charity has a vested remainder, because the neighbor's interest was devisable.""
 ""The friend has a life estate and the local charity has a contingent remainder, because the neighbor's will transferred her entire estate.""
 ""The friend has a life estate and the woman's neighbor has a contingent remainder, because the neighbor's will devised her entire estate to a local charity.""]",H,7,,law,ori_mmlu-professional_law,"A woman owned land in fee simple absolute. The woman conveyed the land to a friend ""for life,"" and when the friend died the land was to go to the woman's neighbor ""and her heirs."" The neighbor died and in her duly probated will devised her entire estate to a local charity. If she had died intestate, her daughter would have been her only heir. One year after the neighbor died, her daughter executed a quitclaim deed conveying any interest she might have in the land to the woman's friend. The common law Rule Against Perpetuities is unmodified in the jurisdiction. There are no other applicable statutes. Who has what interest in the land?
A) The friend has a life estate and the woman has a reversion, because the neighbor's remainder was void under the Rule Against Perpetuities.
B) The friend has a fee simple absolute, because his life estate merged with the remainder conveyed to him by the daughter.
C) The friend has a life estate and the charity has a contingent remainder, because the neighbor's interest was devisable and her will transferred her entire estate.
D) The friend has a fee simple absolute, because the quitclaim deed from the daughter transferred any interest she might have had in the land.
E) The friend has a life estate and the daughter has a contingent remainder, because the deed from the woman created an interest in the neighbor's heirs.
F) The friend has a life estate and the daughter has a vested remainder, because the deed from the woman created an interest in the neighbor's heirs.
G) The friend has a life estate and the woman's neighbor has a vested remainder, because the deed from the woman created an interest in the neighbor.
H) The friend has a life estate and the charity has a vested remainder, because the neighbor's interest was devisable.
I) The friend has a life estate and the local charity has a contingent remainder, because the neighbor's will transferred her entire estate.
J) The friend has a life estate and the woman's neighbor has a contingent remainder, because the neighbor's will devised her entire estate to a local charity.","The friend holds a life estate, and the local charity holds the vested remainder that was devised by the neighbor’s will.",0.6500341296195984,CORRECT
990,"A woman owned land in fee simple absolute. The woman conveyed the land to a friend ""for life,"" and when the friend died the land was to go to the woman's neighbor ""and her heirs."" The neighbor died and in her duly probated will devised her entire estate to a local charity. If she had died intestate, her daughter would have been her only heir. One year after the neighbor died, her daughter executed a quitclaim deed conveying any interest she might have in the land to the woman's friend. The common law Rule Against Perpetuities is unmodified in the jurisdiction. There are no other applicable statutes. Who has what interest in the land? ","[""The friend has a life estate and the daughter has a vested remainder, because the deed from the woman created an interest in the neighbor's heirs.""
 'The friend has a fee simple absolute, because the quitclaim deed from the daughter transferred any interest she might have had in the land.'
 ""The friend has a life estate and the woman's neighbor has a contingent remainder, because the neighbor's will devised her entire estate to a local charity.""
 ""The friend has a life estate and the woman's neighbor has a vested remainder, because the deed from the woman created an interest in the neighbor.""
 ""The friend has a life estate and the woman has a reversion, because the neighbor's remainder was void under the Rule Against Perpetuities.""
 ""The friend has a life estate and the daughter has a contingent remainder, because the deed from the woman created an interest in the neighbor's heirs.""
 ""The friend has a life estate and the charity has a vested remainder, because the neighbor's interest was devisable.""
 ""The friend has a life estate and the charity has a contingent remainder, because the neighbor's interest was devisable and her will transferred her entire estate.""
 'The friend has a fee simple absolute, because his life estate merged with the remainder conveyed to him by the daughter.'
 ""The friend has a life estate and the local charity has a contingent remainder, because the neighbor's will transferred her entire estate.""]",G,6,,law,ori_mmlu-professional_law,"A woman owned land in fee simple absolute. The woman conveyed the land to a friend ""for life,"" and when the friend died the land was to go to the woman's neighbor ""and her heirs."" The neighbor died and in her duly probated will devised her entire estate to a local charity. If she had died intestate, her daughter would have been her only heir. One year after the neighbor died, her daughter executed a quitclaim deed conveying any interest she might have in the land to the woman's friend. The common law Rule Against Perpetuities is unmodified in the jurisdiction. There are no other applicable statutes. Who has what interest in the land? 
A) The friend has a life estate and the daughter has a vested remainder, because the deed from the woman created an interest in the neighbor's heirs.
B) The friend has a fee simple absolute, because the quitclaim deed from the daughter transferred any interest she might have had in the land.
C) The friend has a life estate and the woman's neighbor has a contingent remainder, because the neighbor's will devised her entire estate to a local charity.
D) The friend has a life estate and the woman's neighbor has a vested remainder, because the deed from the woman created an interest in the neighbor.
E) The friend has a life estate and the woman has a reversion, because the neighbor's remainder was void under the Rule Against Perpetuities.
F) The friend has a life estate and the daughter has a contingent remainder, because the deed from the woman created an interest in the neighbor's heirs.
G) The friend has a life estate and the charity has a vested remainder, because the neighbor's interest was devisable.
H) The friend has a life estate and the charity has a contingent remainder, because the neighbor's interest was devisable and her will transferred her entire estate.
I) The friend has a fee simple absolute, because his life estate merged with the remainder conveyed to him by the daughter.
J) The friend has a life estate and the local charity has a contingent remainder, because the neighbor's will transferred her entire estate.","Answer: B) The friend has a fee simple absolute, because the quitclaim deed from the daughter transferred any interest she might have had in the land.",0.627109944820404,INCORRECT
991,"A suspected drug dealer was arrested after selling three grams of cocaine to undercover police agents. He was subsequently convicted in state court of possession with intent to distribute narcotics. Following his conviction, the drug dealer was sentenced to a prison term of 10 years. After being sentenced, the drug dealer's attorney appealed the conviction, citing jury misconduct. While his appeal was pending, the drug dealer was then indicted by both a federal and a state grand jury for conspiracy to distribute the same cocaine. The drug dealer's attorney filed motions to dismiss each of the new indictments on the grounds that they violate double jeopardy. In all likelihood, double jeopardy requires the dismissal of","['both indictments.'
 'the federal indictment, if the state indictment is dismissed.'
 'both indictments, if the appeal is successful.'
 'the state indictment, if the federal court conviction is upheld.'
 'neither of the indictments.'
 'the federal indictment, but not the state indictment.'
 'the state indictment, but not the federal indictment.'
 'the federal indictment, if the state court conviction is upheld.'
 'both indictments, if the appeal is unsuccessful.'
 'the state indictment, if the federal indictment is dismissed.']",E,4,,law,ori_mmlu-professional_law,"A suspected drug dealer was arrested after selling three grams of cocaine to undercover police agents. He was subsequently convicted in state court of possession with intent to distribute narcotics. Following his conviction, the drug dealer was sentenced to a prison term of 10 years. After being sentenced, the drug dealer's attorney appealed the conviction, citing jury misconduct. While his appeal was pending, the drug dealer was then indicted by both a federal and a state grand jury for conspiracy to distribute the same cocaine. The drug dealer's attorney filed motions to dismiss each of the new indictments on the grounds that they violate double jeopardy. In all likelihood, double jeopardy requires the dismissal of
A) both indictments.
B) the federal indictment, if the state indictment is dismissed.
C) both indictments, if the appeal is successful.
D) the state indictment, if the federal court conviction is upheld.
E) neither of the indictments.
F) the federal indictment, but not the state indictment.
G) the state indictment, but not the federal indictment.
H) the federal indictment, if the state court conviction is upheld.
I) both indictments, if the appeal is unsuccessful.
J) the state indictment, if the federal indictment is dismissed.","The state indictment should be dismissed, but the federal indictment may proceed – answer G.",0.5332203507423401,INCORRECT
992,"A suspected drug dealer was arrested after selling three grams of cocaine to undercover police agents. He was subsequently convicted in state court of possession with intent to distribute narcotics. Following his conviction, the drug dealer was sentenced to a prison term of 10 years. After being sentenced, the drug dealer's attorney appealed the conviction, citing jury misconduct. While his appeal was pending, the drug dealer was then indicted by both a federal and a state grand jury for conspiracy to distribute the same cocaine. The drug dealer's attorney filed motions to dismiss each of the new indictments on the grounds that they violate double jeopardy. In all likelihood, double jeopardy requires the dismissal of ","['the state indictment, if the federal court conviction is upheld.'
 'the state indictment, but not the federal indictment.'
 'the federal indictment, if the state indictment is dismissed.'
 'both indictments, if the appeal is unsuccessful.'
 'the federal indictment, but not the state indictment.'
 'the federal indictment, if the state court conviction is upheld.'
 'both indictments, if the appeal is successful.'
 'neither of the indictments.'
 'the state indictment, if the federal indictment is dismissed.'
 'both indictments.']",H,7,,law,ori_mmlu-professional_law,"A suspected drug dealer was arrested after selling three grams of cocaine to undercover police agents. He was subsequently convicted in state court of possession with intent to distribute narcotics. Following his conviction, the drug dealer was sentenced to a prison term of 10 years. After being sentenced, the drug dealer's attorney appealed the conviction, citing jury misconduct. While his appeal was pending, the drug dealer was then indicted by both a federal and a state grand jury for conspiracy to distribute the same cocaine. The drug dealer's attorney filed motions to dismiss each of the new indictments on the grounds that they violate double jeopardy. In all likelihood, double jeopardy requires the dismissal of 
A) the state indictment, if the federal court conviction is upheld.
B) the state indictment, but not the federal indictment.
C) the federal indictment, if the state indictment is dismissed.
D) both indictments, if the appeal is unsuccessful.
E) the federal indictment, but not the state indictment.
F) the federal indictment, if the state court conviction is upheld.
G) both indictments, if the appeal is successful.
H) neither of the indictments.
I) the state indictment, if the federal indictment is dismissed.
J) both indictments.",H) neither of the indictments.,0.6710757613182068,CORRECT
