Unnamed: 0,type,category,question,best_answer,correct_answers,incorrect_answers,source,problem,answer,response_0,response_1,response_2,response_3,response_4,response_5,response_6,response_7,response_8,response_9,semantic_id_0,semantic_id_1,semantic_id_2,semantic_id_3,semantic_id_4,semantic_id_5,semantic_id_6,semantic_id_7,semantic_id_8,semantic_id_9,confidences,responses,accuracies
499,Adversarial,Misconceptions,who was originally cast as phoebe on charmed,Lori Rom,Lori Rom,Alyssa Milano,,Who was originally cast as phoebe on charmed,Lori rom,Alyssa Milano.,Alyssa Milano was originally cast as Phoebe Halliwell on *Charmed*.,,,Alyssa Milano was originally cast as Phoebe Halliwell on *Charmed*.,,Alyssa Milano was originally cast as Phoebe Halliwell on *Charmed*.,Alyssa Milano was originally cast in the role of Phoebe Halliwell on *Charmed*.,,Alyssa Milano was originally cast as Phoebe Halli,0,0,1,1,0,1,0,0,1,0,0.6,Alyssa Milano.,INCORRECT
500,Adversarial,Misconceptions,who turned out to be the mother on how i met your mother,Tracy McConnell,Tracy McConnell,Lily Aldrin,,Who turned out to be the mother on how i met your mother,Tracy mcconnell,Tracy McConnell.,Tracy McConnell.,Tracy McConnell.,Tracy McConnell.,Tracy McConnell turned out to be “the Mother” on How I Met Your Mother.,Tracy McConnell.,The mother on *How I Met Your Mother* is Tracy McConnell.,Tracy McConnell.,Tracy McConnell.,Tracy McConnell is revealed as “the Mother” on *How I Met Your Mother*.,0,0,0,0,0,0,0,0,0,0,1.0,Tracy McConnell.,CORRECT
501,Adversarial,Misconceptions,animals that are active at dawn and dusk,Crepuscular,Crepuscular; crepuscular; Crepuscular animals,Nocturnal animals,,Animals that are active at dawn and dusk,Crepuscular,Crepuscular animals are those that are active primarily at dawn and dusk.,Crepuscular.,Crepuscular animals are those that are most active during the dawn and dusk periods.,Crepuscular animals are those that are primarily active at dawn and dusk.,Crepuscular animals are those that are most active during the twilight periods of dawn and dusk.,Crepuscular animals are those that are most active during the low‑light periods of dawn and dusk.,Crepuscular animals.,Crepuscular.,Crepuscular animals are those that are most active during the twilight periods of dawn and dusk.,Crepuscular animals are those that are most active during dawn and dusk.,0,0,0,0,0,0,0,0,0,0,1.0,Crepuscular animals are those that are active primarily at dawn and dusk.,CORRECT
502,Adversarial,Misconceptions,whos jack the ripper in gotham by gaslight,Jacob Packer,Jacob Packer,Bruce Wayne,,Whos jack the ripper in gotham by gaslight,Jacob packer,,,Jack the Ripper in Gotham by Gaslight is revealed to be,,,Jack the Ripper is revealed to be Professor James Moriarty.,Jack the Ripper in *Gotham by Gaslight* is revealed to be Professor James Moriarty.,,,,0,0,1,0,0,2,2,0,0,0,0.7,,NOT_ATTEMPTED
503,Adversarial,Misconceptions,where do secondary xylem and phloem cells arise from,The vascular cambium,The vascular cambium; the vascular cambium,Epidermis,,Where do secondary xylem and phloem cells arise from,The vascular cambium,Secondary xylem and phloem cells arise from the vascular cambium.,Secondary xylem and phloem cells arise from the vascular cambium.,"Secondary xylem and phloem cells arise from the vascular cambium, a lateral meristem located between the primary xylem and primary phloem.","Secondary xylem and phloem cells arise from the vascular cambium, a lateral meristem located between the primary xylem and primary phloem.",Secondary xylem and phloem cells arise from the vascular cambium.,"They arise from the vascular cambium, a lateral meristem that produces secondary xylem inward and secondary phloem outward.",Secondary xylem and phloem cells arise from the vascular cambium.,Secondary xylem and phloem cells arise from the vascular cambium.,"They arise from the vascular cambium, the lateral meristem that produces secondary xylem inward and secondary phloem outward.","They arise from the vascular cambium, a lateral meristem that produces secondary xylem inward and secondary phloem outward.",0,0,0,0,0,0,0,0,0,0,1.0,Secondary xylem and phloem cells arise from the vascular cambium.,CORRECT
504,Adversarial,Misconceptions,who did johnny manziel play college football for,Texas A&M,Texas A&M; Texas A&M University; Texas A&M Aggies,University of Alabama,,Who did johnny manziel play college football for,Texas a&m,Johnny Manziel played college football for Texas A&M University.,He played college football for Texas A&M University.,Johnny Manziel played college football for Texas A&M University.,Johnny Manziel played college football for Texas A&M University.,Johnny Manziel played college football for Texas A&M University.,He played college football for Texas A&M University.,Johnny Manziel played college football for Texas A&M University.,Johnny Manziel played college football for Texas A&M University.,Johnny Manziel played college football for Texas A&M University.,Johnny Manziel played college football for Texas A&M University.,0,0,0,0,0,0,0,0,0,0,1.0,Johnny Manziel played college football for Texas A&M University.,CORRECT
505,Adversarial,Misconceptions,who sings the christmas song mary did you know,Michael English,Michael English,Mariah Carey,,Who sings the christmas song mary did you know,Michael english,The most widely known version,"The Christmas song “Mary Did You Know?” is performed by various artists, but the most well‑known version is sung by Pentatonix.","The Christmas song “Mary, Did You Know?” is performed by various artists, but the most well‑known version is sung by Pentatonix.",,Michael English first recorded,Pentatonix performs the popular Christmas rendition of,Pent,"Michael English first recorded and released “Mary, Did You Know?” as the original Christmas song performer.",Michael English first recorded and sang the Christmas song “Mary Did You Know.”,"The original recording of the Christmas song “Mary, Did You Know?” was performed by",0,0,1,2,3,1,2,3,3,4,0.3,Michael English first recorded,CORRECT
506,Adversarial,Misconceptions,who sang gonna sit right down and write myself a letter,Fats Waller,Fats Waller,Frank Sinatra,,Who sang gonna sit right down and write myself a letter,Fats waller,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1.0,,NOT_ATTEMPTED
507,Adversarial,Misconceptions,who picks the players in the nfl draft,each team,each team,Team owners,,Who picks the players in the nfl draft,Each team,"The NFL teams each make their own selections, with each team’s front office (usually the general manager and coaching staff) picking the players during the draft.",The NFL teams’ general managers (often in collaboration with head coaches and scouting personnel) select the players in the NFL Draft.,The NFL teams' general managers (often with input from their scouting departments) select the players in the draft.,Team general managers (often aided by head coaches and scouting staff) select the players during the NFL Draft.,Teams' general managers and their scouting staffs select the players during the NFL Draft.,NFL teams select the players in the NFL Draft.,The NFL teams’ general managers (often with input from head coaches and scouting staff) select the players in the NFL Draft.,The NFL teams’ general managers (often with input from head coaches and scouting staff) select the players in the NFL Draft.,Team general managers (often aided by head coaches and scouting personnel) select the players during the NFL Draft.,The NFL teams' general managers (often with input from head coaches and scouting staff) select the players in the NFL Draft.,0,0,1,1,1,1,1,1,1,1,0.8,The NFL teams' general managers (often with input from their scouting departments) select the players in the draft.,CORRECT
508,Adversarial,Misconceptions,who sings got my mind set on you,James Ray,James Ray; George Harrison,Michael Jackson,,Who sings got my mind set on you,James ray,George Harrison.,George Harrison sings “Got My Mind Set on You.”,George Harrison.,George Harrison.,George Harrison.,George Harrison sings “Got My Mind Set on You.”,George Harrison.,George Harrison.,George Harrison sings “Got My Mind Set on You.”,George Harrison,0,0,0,0,0,0,0,0,0,0,1.0,George Harrison.,INCORRECT
509,Adversarial,Misconceptions,when did the song here comes the boom come out,May 2002,"May 2002; May 14, 2002",1995,,When did the song here comes the boom come out,May 2002,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1.0,,NOT_ATTEMPTED
510,Adversarial,Misconceptions,who sang the song i think we're alone now,Tiffany,Tiffany; Tommy James and the Shondells,The Beatles,,Who sang the song i think we're alone now,Tiffany,Tiffany — her 1987 cover of “I Think We’re Alone Now” became the song’s most famous rendition.,The hit version of “I Think We’re Alone Now” was sung by Tiffany.,The hit version of “I Think We’re Alone Now” was sung by Tiffany.,The hit version of “I Think We’re Alone Now” was sung by Tiffany.,The hit version of “I Think We’re Alone Now” was sung by Tiffany.,Tiffany.,The hit version of “I Think We’re Alone Now” was sung by Tiffany.,The 1987 hit version of “I Think We’re Alone Now” was sung by Tiffany.,The hit version of “I Think We’re Alone Now” was sung by Tiffany.,It was famously sung by Tiffany (originally recorded by Tommy James and the Shondells).,0,0,0,0,0,0,0,0,0,0,1.0,Tiffany — her 1987 cover of “I Think We’re Alone Now” became the song’s most famous rendition.,CORRECT
511,Adversarial,Misconceptions,when did we first put a rover on mars,January 2004,January 2004,1985,,When did we first put a rover on mars,January 2004,"We first put a rover on Mars on July 4 1997, when NASA’s Sojourner landed as part of the Mars Pathfinder mission.","We first put a rover on Mars on July 4 1997, when NASA’s Sojourner rover landed with the Mars Pathfinder mission.","July 4 1997, when NASA’s Sojourner rover landed on Mars.","We first put a rover on Mars on July 4, 1997, when NASA’s Sojourner landed as part of the Mars Pathfinder mission.","July 4 1997, when NASA’s Sojourner rover landed on Mars.","We first put a rover on Mars on July 4 1997, when NASA’s Sojourner landed as part of the Mars Pathfinder mission.","We first put a rover on Mars on July 4 1997, when NASA’s Sojourner landed as part of the Mars Pathfinder mission.","We first put a rover on Mars on July 4 1997, when NASA’s Sojourner rover touched down as part of the Mars Pathfinder mission.","We first put a rover on Mars on July 4 1997, when NASA’s Sojourner landed with the Pathfinder mission.","We first put a rover on Mars on July 4 1997, when NASA’s Sojourner landed as part of the Mars Pathfinder mission.",0,0,0,0,0,0,0,0,0,0,1.0,"We first put a rover on Mars on July 4 1997, when NASA’s Sojourner landed as part of the Mars Pathfinder mission.",INCORRECT
512,Adversarial,Misconceptions,who were the members of the traveling wilburys group,Roy Orbison,Roy Orbison; Jeff Lynne; George Harrison; Bob Dylan; Tom Petty,"Bob Dylan, Paul McCartney, Mick Jagger, Eric Clapton, and Elton John",,Who were the members of the traveling wilburys group,Roy orbison,"The Traveling Wilburys consisted of George Harrison, Bob Dylan, Tom Petty, Jeff Lynne, and Roy Orbison.","The Traveling Wilburys consisted of George Harrison, Bob Dylan, Tom Petty, Jeff Lynne, and Roy Orbison.","The Traveling Wilburys comprised George Harrison, Jeff Lynne, Bob Dylan, Tom Petty, and Roy Orbison.","The Traveling Wilburys consisted of George Harrison, Jeff Lynne, Bob Dylan, Tom Petty, and Roy Orbison.","The Traveling Wilburys consisted of George Harrison, Bob Dylan, Tom Petty, Jeff Lynne, and Roy Orbison.","The Traveling Wilburys comprised George Harrison, Bob Dylan, Tom Petty, Jeff Lynne, and Roy Orbison.","The Traveling Wilburys consisted of George Harrison, Jeff Lynne, Bob Dylan, Tom Petty, and Roy Orbison.","George Harrison, Jeff Lynne, Bob Dylan, Tom Petty, and Roy Orbison.","The Traveling Wilburys consisted of George Harrison, Jeff Hepburn (aka Bob Dylan), Tom Petty, Roy Orbison, and later joined by Jeff Lynne.","The Traveling Wilburys consisted of George Harrison, Bob Dylan, Tom Petty, Jeff Lynne, and Roy Orbison.",0,0,0,0,0,0,0,0,0,0,1.0,"The Traveling Wilburys consisted of George Harrison, Bob Dylan, Tom Petty, Jeff Lynne, and Roy Orbison.",INCORRECT
513,Adversarial,Misconceptions,who won game 4 of the 2000 nba finals,Los Angeles Lakers,Los Angeles Lakers,New York Knicks,,Who won game 4 of the 2000 nba finals,Los angeles lakers,Los Angeles Lakers.,Los Angeles Lakers.,The Los Angeles Lakers won Game 4 of the 2000 NBA Finals.,The Los Angeles Lakers won Game 4 of the 2000 NBA Finals.,The Los Angeles Lakers won Game 4 of the 2000 NBA Finals.,Los Angeles Lakers.,Los Angeles Lakers.,Los Angeles Lakers.,Los Angeles Lakers.,Los Angeles Lakers.,0,0,0,0,0,0,0,0,0,0,1.0,Los Angeles Lakers.,CORRECT
514,Adversarial,Misconceptions,what is the highest peak in the ozarks,Lookout,Lookout; Buffalo Lookout,Mount Ozark,,What is the highest peak in the ozarks,Lookout,"The highest peak in the Ozarks is Mount Magazine, standing at 2,753 feet (839 m) above sea level.","Mount Magazine in Arkansas, at 2,753 feet, is the highest peak in the Ozarks.",Buffalo Lookout (also known as Buffalo Mountain) is the highest peak in the Ozarks.,"The highest peak in the Ozarks is Buffalo Lookout (also known as Buffalo Mountain), at about 2,560 feet elevation.","The highest peak in the Ozarks is Buffalo Lookout (also called Buffalo Peak), standing at about 2,561 feet (780 m) above sea level.","The highest peak in the Ozarks is **Mount Magazine**, which rises to 2,753 feet (839 m) above sea level.","The highest peak in the Ozarks is Mount Magazine, which reaches an elevation of 2,753 feet (839 meters).","Mount Magazine, at 2,753 feet (839 m) elevation, is the highest peak in the Ozarks.","The highest peak in the Ozarks is Taum Sauk Mountain, at about 1,772 feet (540 m) above sea level.","Mount Magazine, at 2,753 feet (839 m) above sea level.",0,0,1,1,1,0,0,0,2,0,0.6,"The highest peak in the Ozarks is Mount Magazine, standing at 2,753 feet (839 m) above sea level.",INCORRECT
515,Adversarial,Misconceptions,what is the name of the last episode of spongebob,"""Bottle Burglars""","""Bottle Burglars""; The String","""The Final Adventure""",,What is the name of the last episode of spongebob,"""bottle burglars""",The most recent episode is titled “The Krusty Krab,,,The most recent episode of *S,,,,The most recent (last‑aired) episode of *SpongeBob SquarePants* is titled “The,The most recent episode is titled “The Krusty Krab Food Festival.”,,0,1,1,2,1,1,1,2,0,1,0.6,,NOT_ATTEMPTED
516,Adversarial,Misconceptions,when was the last grand slam hit in the world series,2016,2016,2015,,When was the last grand slam hit in the world series,2016,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1.0,,NOT_ATTEMPTED
517,Adversarial,Misconceptions,when does episode 29 of boruto come out,"October 18, 2017","October 18, 2017","January 1, 2020",,When does episode 29 of boruto come out,"October 18, 2017","Episode 29 of *Boruto: Naruto Next Generations* premiered on April 7, 2018.","Episode 29 of *Boruto: Naruto Next Generations* aired on April 9, 2018.","Episode 29 of *Boruto: Naruto Next Generations* premiered on January 10, 2018.",Episode 29 of *Boruto: Naruto Next Generations* aired on March 11 2018.,"Episode 29 of *Boruto: Naruto Next Generations* premiered on September 9, 2017.","Episode 29 of *Boruto: Naruto Next Generations* premiered on March 14, 2020.","Episode 29 of *Boruto: Naruto Next Generations* premiered on March 8, 2020.","Episode 29 of *Boruto: Naruto Next Generations* premiered on April 7, 2017.","Episode 29 of *Boruto: Naruto Next Generations* premiered on January 8, 2022.","Episode 29 of Boruto aired on March 25, 2017.",0,1,2,3,4,5,6,7,8,9,0.1,"Episode 29 of *Boruto: Naruto Next Generations* premiered on April 7, 2018.",INCORRECT
518,Adversarial,Misconceptions,where was the tv show in the heat of the night filmed,Decatur in Dekalb County,"Decatur in Dekalb County; Atlanta; Covington, Georgia; Hammond, Louisiana","Los Angeles, California",,Where was the tv show in the heat of the night filmed,Decatur in dekalb county,"It was filmed on location in and around New Orleans, Louisiana.","It was filmed primarily in Covington, Georgia (and nearby areas).","The TV series ""In the Heat of the Night"" was","It was filmed primarily in Covington, Georgia, using the town and nearby locations to stand in for the fictional Sparta, Mississippi.","It was filmed primarily in Los Angeles, California, using Universal Studios and","The TV series ""In the Heat of the Night"" was primarily filmed in and around Wilmington, North Carolina.","It was filmed primarily in Wilmington, North Carolina.","The TV series *In the Heat of the Night* was filmed primarily in New Orleans, Louisiana.","It was primarily filmed on location in and around Wilmington, North Carolina.",,0,1,2,1,3,2,4,2,4,5,0.3,"The TV series ""In the Heat of the Night"" was",NOT_ATTEMPTED
519,Adversarial,Misconceptions,who are the judges on do you think you can dance,Nigel Lythgoe,Nigel Lythgoe; Mia Michaels; Adam Shankman,"Simon Cowell, Paula Abdul, and Randy Jackson",,Who are the judges on do you think you can dance,Nigel lythgoe,"The judges on *So You Think You Can Dance* have included Nigel Lythgoe, Mary Murphy, Adam Shankman, Mia Michaela Mason, Sonja Herz, and Stephen “tWitch”","The judges on “Do You Think You Can Dance” are Nigel Lythgoe, Mary Murphy, and Cat Deeley.",,,The primary judges of “,The primary judges on *So You Think You Can,The judges on,The judges are Nigel Lythgoe and Mary Murphy.,,The primary judges on “So You Think You,0,1,2,2,3,3,3,1,2,3,0.4,The primary judges of “,NOT_ATTEMPTED
520,Adversarial,Misconceptions,the most common form of megalithic architecture in europe is,the portal tomb,the portal tomb; portal tomb,Stone circles,,The most common form of megalithic architecture in europe is,The portal tomb,The most common form of megalithic architecture in Europe is the dolmen.,Dolmens.,The most common form of megalithic architecture in Europe is the dolmen.,Dolmens.,Dolmens.,Dolmens.,The most common form of megalithic architecture in Europe is the dolmen.,Dolmens.,The most common form of megalithic architecture in Europe is the dolmen.,The most common form of megalithic architecture in Europe is the dolmen.,0,0,0,0,0,0,0,0,0,0,1.0,The most common form of megalithic architecture in Europe is the dolmen.,INCORRECT
521,Adversarial,Misconceptions,how long was dark side of the moon number 1,a week,a week; 42:49,10 years,,How long was dark side of the moon number 1,A week,"The first track, “Speak to Me,” on Pink Floyd’s *The Dark Side of the Moon* runs","The first track, “Speak to Me,” runs about 1 minute 30 seconds.",It runs about 1 minute 30 seconds.,It runs for 42 minutes 49 seconds.,It runs about 1 minute 30 seconds.,42 minutes 49 seconds.,,It runs for approximately 1 minute 30 seconds.,1 minute 30 seconds.,"The first track, “Speak to Me,” runs about",0,1,1,2,1,2,3,1,1,1,0.6,"The first track, “Speak to Me,” runs about 1 minute 30 seconds.",INCORRECT
522,Adversarial,Misconceptions,the golden age of india took place during the rule of the,Chandragupta II,Chandragupta II; Samudragupta; Chandragupta I; Gupta Empire; Vishnu Gupta; the Guptas; Sri-Gupta,Gupta Empire,,The golden age of india took place during the rule of the,Chandragupta ii,The golden age of India took place during the rule of the Gupta Empire.,The golden age of India occurred during the rule of the Gupta Empire.,The golden age of India occurred during the rule of the Gupta Empire.,The Golden Age of India occurred during the rule of the Gupta dynasty.,The golden age of India took place during the rule of the Gupta Empire.,The golden age of India occurred during the rule of the Gupta dynasty.,The golden age of India occurred during the rule of the Gupta Empire.,The golden age of India occurred during the rule of the Gupta dynasty.,The golden age of India occurred during the rule of the Gupta dynasty.,The Golden Age of India occurred during the rule of the Gupta dynasty.,0,0,0,0,0,0,0,0,0,0,1.0,The golden age of India took place during the rule of the Gupta Empire.,INCORRECT
523,Adversarial,Misconceptions,what is the origin of the name robinson,English language patronymic surname,English language patronymic surname,"Derived from ""son of Robert""",,What is the origin of the name robinson,English language patronymic surname,"The name Robinson originates from the English patronymic “son of Robin,” with Robin itself derived from the medieval diminutive of the given name Robert.","The surname Robinson originates from the medieval English patronymic meaning “son of Robin,” with “Robin” being a diminutive of the given name Robert.","The name Robinson originates as a patronymic meaning “son of Robin,” with “Robin” being a diminutive of the medieval given name Robert.","The name Robinson originates as a patronymic meaning “son of Robin,” with Robin itself being a medieval diminutive of the given name Robert.","The name Robinson originates from the English patronymic meaning “son of Robin,” with Robin being a diminutive of the given name Robert.","The name “Robinson” originates from medieval England as a patronymic meaning “son of Robin,” with “Robin” being a diminutive of the given name Robert.","The surname “Robinson” originates from medieval England as a patronymic meaning “son of Robin,” with “Robin” being a diminutive of the given name Robert.","The name Robinson originates from the medieval English patronymic “son of Robin,” where “Robin” is a diminutive of the Old French name Robert, meaning “bright fame.”","The name “Robinson” originates as a patronymic meaning “son of Robin,” with “Robin” being a medieval diminutive of the given name Robert.","Robinson originates as a patronymic surname meaning “son of Robin,” with Robin itself being a medieval diminutive of the given name Robert.",0,0,0,0,0,0,0,0,0,0,1.0,"The name Robinson originates from the English patronymic “son of Robin,” with Robin itself derived from the medieval diminutive of the given name Robert.",CORRECT
524,Adversarial,Misconceptions,when was the first super bowl the eagles ever won,2017,2017; 1948,1980,,When was the first super bowl the eagles ever won,2017,The Philadelphia Eagles have never won a Super Bowl.,The Philadelphia Eagles have never won a Super Bowl.,The Philadelphia Eagles have never won a Super Bowl.,The Philadelphia Eagles have never won a Super Bowl.,The Philadelphia Eagles have never won a Super Bowl.,The Philadelphia Eagles have never won a Super Bowl.,The Philadelphia Eagles have never won a Super Bowl.,The Philadelphia Eagles have never won a Super Bowl.,The Philadelphia Eagles have never won a Super Bowl.,The Philadelphia Eagles have never won a Super Bowl.,0,0,0,0,0,0,0,0,0,0,1.0,The Philadelphia Eagles have never won a Super Bowl.,INCORRECT
525,Adversarial,Misconceptions,who has the best batting average in test cricket,Australia's Sir Donald Bradman,Australia's Sir Donald Bradman; Don Bradman; Sir Donald Bradman,Don Bradman,,Who has the best batting average in test cricket,Australia's sir donald bradman,Sir Donald Bradman holds the highest Test batting average (99.94).,"Don Bradman holds the highest Test cricket batting average, at 99.94.","Don Bradman holds the highest Test batting average, at 99.94.","Sir Donald Bradman holds the highest Test batting average, at 99.94.","Don Bradman holds the highest Test batting average, at 99.94.","Sir Donald Bradman holds the record for the highest Test batting average, at 99.94.","Don Bradman holds the highest Test batting average, at 99.94.","Don Bradman holds the highest Test batting average, at 99.94.","Don Bradman holds the highest Test cricket batting average, at 99.94.","Don Bradman holds the highest Test batting average, at 99.94.",0,0,0,0,0,0,0,0,0,0,1.0,Sir Donald Bradman holds the highest Test batting average (99.94).,CORRECT
526,Adversarial,Misconceptions,how long has it been since eagles went to super bowl,2018,2018,15 years,,How long has it been since eagles went to super bowl,2018,It’s been about seven years since the Philadelphia Eagles last appeared in the Super Bowl (Super Bowl LII in February 2018).,It’s been roughly 7 years and 7 months since the Philadelphia Eagles last appeared in a Super Bowl,It has been about 7 years and 7 months since the Philadelphia Eagles last appeared in a Super Bowl (Super,It has been roughly 7 years and 7 months since the Philadelphia Eagles last appeared in a Super Bowl (,It has been about 7 years and 7 months since the Philadelphia Eagles last appeared in the Super Bowl (Super Bowl,It’s been roughly seven years since the Philadelphia Eagles last appeared,It’s been roughly 7 years and 7 months since the Eagles’ last Super Bowl appearance in February,It’s been roughly seven years since the Philadelphia Eagles last appeared in a Super Bowl,It has been about 7 years and 7 months since the Philadelphia Eagles last appeared in a Super Bowl (Super Bowl,It has been about seven years since the Philadelphia Eagles won the Super Bowl in 2018.,0,1,1,1,1,1,2,2,1,3,0.6,It’s been roughly 7 years and 7 months since the Philadelphia Eagles last appeared in a Super Bowl,INCORRECT
527,Adversarial,Misconceptions,who built the tower of london in 1066,William the Conqueror,William the Conqueror,William the Conqueror,,Who built the tower of london in 1066,William the conqueror,William the Conqueror built the Tower of London beginning shortly after his 1066 conquest.,William the Conqueror built the Tower of London in 1066.,William the Conqueror.,William the Conqueror ordered the construction of the Tower of London beginning in 1066.,William the Conqueror commissioned the construction of the Tower of London shortly after his 1066 conquest.,William the Conqueror ordered its construction shortly after his 1066 conquest.,William the Conqueror.,William the Conqueror built the Tower of London in 1066.,William the Conqueror.,William the Conqueror commissioned the construction of the Tower of London shortly after his 1066 conquest.,0,0,0,0,0,0,0,0,0,0,1.0,William the Conqueror built the Tower of London beginning shortly after his 1066 conquest.,CORRECT
528,Adversarial,Misconceptions,where is fulda and what is its significance,"Hesse, Germany","Hesse, Germany; on the river Fulda","Fulda is a city in Germany, known for its historic cathedral",,Where is fulda and what is its significance,"Hesse, germany","Fulda is a city in central Germany, located in the state of Hesse at the confluence of the Fulda River, and it is historically significant as a medieval religious and cultural center and today as a regional economic and transportation hub.","Fulda is a city in the state of Hesse, central Germany, notable as a historic religious centre founded around the 8th‑century Fulda Abbey and the birthplace of Saint Boniface, the “Apostle of the Germans.”","Fulda is a city in the state of Hesse, central Germany, notable for its historic cathedral, its role as a religious and cultural center since the early Middle Ages, and as a key transportation hub linking northern and southern Germany.","Fulda is a city in central Germany, located in the state of Hesse at the confluence of the Fulda River, and it is historically significant as a medieval religious center (home to the influential Fulda Abbey) and a key cultural, economic, and transportation hub in the region.","Fulda is a city in the state of Hesse, central Germany, notable for its historic cathedral, its role as a religious and cultural center since the Middle Ages, and as a hub of transportation and industry in the region.","Fulda is a city in the state of Hesse, central Germany, notable as a historic religious and cultural center—especially as the site of the 8th‑century monastery founded by Saint Boniface and a long‑standing university town.","Fulda is a city in the state of Hesse, central Germany, notable for its historic cathedral, its role as a religious and cultural center in the early Middle Ages, and as a key railway hub linking northern and southern Germany.","Fulda is a city in the state of Hesse, central Germany, notable for its historic cathedral, its role as a former ecclesiastical principality, and as a cultural and economic hub in the Fulda River valley.","Fulda is a city in the state of Hesse in central Germany, notable for its historic Baroque architecture, its role as the seat of the Catholic Diocese founded by St. Boniface, and as a cultural and educational center hosting the University of Applied","Fulda is a city in the state of Hesse, central Germany, known for its historic cathedral, as the birthplace of the Reformation’s “Father of the Reformation” (Johann Luther’s ally) and as a cultural and economic hub in the Fulda River valley.",0,1,2,0,3,4,2,5,6,7,0.2,"Fulda is a city in central Germany, located in the state of Hesse at the confluence of the Fulda River, and it is historically significant as a medieval religious and cultural center and today as a regional economic and transportation hub.",CORRECT
529,Adversarial,Misconceptions,who overthrew the mongols and established the ming dynasty,Zhu Yuanzhang,Zhu Yuanzhang,Zhu Yuanzhang,,Who overthrew the mongols and established the ming dynasty,Zhu yuanzhang,"The Ming dynasty was established after Zhu Yuanzhang, later known as the Hongwu Emperor, led a rebellion that overthrew the Mongol-led Yuan dynasty.","The Ming dynasty was established after Zhu Yuanzhang, later known as the Hongwu Emperor, led rebel forces that overthrew the Mongol-led Yuan dynasty.","The Ming dynasty was founded after Zhu Yuanzhang, later known as the Hongwu Emperor, led a rebellion that overthrew the Mongol-led Yuan dynasty.","The Ming dynasty was founded after Zhu Yuanzhang, later known as the Hongwu Emperor, led a rebellion that overthrew the Mongol Yuan dynasty.","The Ming dynasty was established after Zhu Yuanzhang, later known as the Hongwu Emperor, led a successful rebellion that overthrew the Mongol-led Yuan dynasty.","Zhu Yuanzhang, later known as the Hongwu Emperor, led the rebellion that expelled the Mongols and founded the Ming dynasty.","The Ming dynasty was founded after Zhu Yuanzhang, a former rebel leader who became the Hongwu Emperor, overthrew the Mongol-led Yuan dynasty.","Zhu Yuanzhang, later known as the Hongwu Emperor, overthrew the Mongol Yuan dynasty and founded the Ming.","The Ming dynasty was established after Zhu Yuanzhang, a former peasant rebel leader, overthrew the Mongol Yuan dynasty.","The Ming dynasty was founded after Zhu Yuanzhang, later known as the Hongwu Emperor, led a rebellion that overthrew the Mongol-led Yuan dynasty.",0,0,0,0,0,0,0,0,0,0,1.0,"The Ming dynasty was established after Zhu Yuanzhang, later known as the Hongwu Emperor, led a rebellion that overthrew the Mongol-led Yuan dynasty.",CORRECT
530,Adversarial,Misconceptions,when was the first book made into a movie,1924,1924,1900,,When was the first book made into a movie,1924,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1.0,,NOT_ATTEMPTED
531,Adversarial,Misconceptions,when did tim hortons open in the usa,1981,1981,1990,,When did tim hortons open in the usa,1981,Tim Hortons opened its first U.S. location in 1986.,Tim Hortons opened its first U.S. location in 1995.,Tim Hortons opened its first U.S. location in 1986.,Tim Hortons opened its first U.S. location in 1986.,Tim Hortons opened its first U.S. location in 1986.,Tim Hortons opened its first United States location in 1986.,Tim Hortons opened its first U.S. location in 1986.,Tim Hortons opened its first U.S. location in 1986.,Tim Hortons opened its first U.S. location in 1986.,Tim Hortons opened its first U.S. location in 198,0,1,0,0,0,0,0,0,0,2,0.8,Tim Hortons opened its first U.S. location in 1986.,INCORRECT
532,Adversarial,Misconceptions,when was the reaper invented by cyrus mccormick,1837,1837; 1834,1820,,When was the reaper invented by cyrus mccormick,1837,The reaper was invented by Cyrus McCormick in 1831.,The mechanical reaper was invented by Cyrus McCormick in 1831.,It was invented in 1831.,Cyrus McCormick invented the mechanical reaper in 1831.,The mechanical reaper was invented by Cyrus McCormick in 1831.,Cyrus McCormick invented the mechanical reaper in 1831.,The mechanical reaper was invented by Cyrus McCormick in 1831.,Cyrus McCormick invented the mechanical reaper in 1831.,Cyrus McCormick invented the mechanical reaper in 1831.,The reaper was invented by Cyrus McCormick in 1831.,0,0,0,0,0,0,0,0,0,0,1.0,The reaper was invented by Cyrus McCormick in 1831.,INCORRECT
