Unnamed: 0,id,subj,prop,obj,subj_id,prop_id,obj_id,s_aliases,o_aliases,s_uri,o_uri,s_wiki_title,o_wiki_title,s_pop,o_pop,problem,answer,responses,logprobs,confidences,accuracies
10891,3953811,Dream On (An Indian Lullaby),composer,Victor Herbert,1726728,639,150469,"[""Dream On""]","[""Victor August Herbert""]",http://www.wikidata.org/entity/Q5306416,http://www.wikidata.org/entity/Q1275145,Dream On (An Indian Lullaby),Victor Herbert,152,2653,Who was the composer of Dream On (An Indian Lullaby)?,"[""Victor Herbert"", ""Victor August Herbert""]","The composer of ""Dream On (An Indian Lullaby)"" was Victor Herbert.","[-0.00329249887727201, -9.536738616588991e-07, -4.768370445162873e-07, -0.00020823694649152458, -3.933898824470816e-06, -3.576278118089249e-07, -1.1920922133867862e-06, -2.3841855067985307e-07, 0, -1.1324817933200393e-05, -7.950943836476654e-05, -1.5616295058862306e-05, -3.6954811548639555e-06, -8.535020606359467e-05, -0.07405953854322433, -0.00010907054820563644, -2.455681169521995e-05, 0]",0.9956817643680054,CORRECT
14197,44382,Rwanda,capital,Kigali,18425,422,1233866,"[""Republic of Rwanda"",""rw"",""\ud83c\uddf7\ud83c\uddfc""]",[],http://www.wikidata.org/entity/Q1037,http://www.wikidata.org/entity/Q3859,Rwanda,Kigali,121103,20964,What is the capital of Rwanda?,"[""Kigali""]",The capital of Rwanda is Kigali.,"[-0.0015023384476080537, -1.0728830375228426e-06, -9.536738616588991e-07, 0, 0, 0, 0, 0, -4.768370445162873e-07, 0]",0.9998495271380218,CORRECT
6733,2026207,Second Skin,director,Gerardo Vera,888026,526,1302933,"[""Segunda piel""]","[""Gerardo Vera Perales""]",http://www.wikidata.org/entity/Q2636032,http://www.wikidata.org/entity/Q434588,Second Skin (1999 film),Gerardo Vera,423,140,Who was the director of Second Skin?,"[""Gerardo Vera"", ""Gerardo Vera Perales""]",The director of *Second Skin* was Juan Carlos Cremata Malberti.,"[-0.0038080336526036263, -0.00012838016846217215, -8.344646857949556e-07, -0.008648204617202282, -1.7881377516459906e-06, -2.3841855067985307e-07, -9.536738616588991e-07, -0.5788955688476562, -0.34914737939834595, -0.28656551241874695, -0.1305551677942276, -0.1338461935520172, -1.597391747054644e-05, -0.25193071365356445, -0.0009170140838250518, -2.2291887944447808e-05, -2.0265558760002023e-06, -1.1920928244535389e-07]",0.907632324997909,INCORRECT
6810,312835,Mother,director,Vsevolod Pudovkin,126538,526,1835148,[],"[""Vsevolod Illarionovich Pudovkin"",""Wsewolod Illarionowitsch Pudowkin""]",http://www.wikidata.org/entity/Q1214957,http://www.wikidata.org/entity/Q55195,Mother (1926 film),Vsevolod Pudovkin,1084,1976,Who was the director of Mother?,"[""Vsevolod Pudovkin"", ""Vsevolod Illarionovich Pudovkin"", ""Wsewolod Illarionowitsch Pudowkin""]",The director of *Mother* (2009) was Bong Joon-ho.,"[-0.0060426644049584866, -8.34461570775602e-06, -8.344646857949556e-07, -0.02349710650742054, -7.390948667307384e-06, -3.158996332786046e-05, -0.00016091958968900144, -0.038054611533880234, 0, -0.0014105618465691805, -0.0001928620331455022, -9.179073458653875e-06, -0.008614521473646164, -3.2186455882765586e-06, 0, -1.7881377516459906e-06, -5.960462772236497e-07, -2.753696753643453e-05, 0, -5.960462772236497e-07, 0]",0.9962895521061971,INCORRECT
6479,2145986,4:30,director,Royston Tan,938763,526,1128863,[],"[""\u9648\u5b50\u8c26"",""Ch\u00e9n Z\u01d0qi\u0101n"",""T\u00e2n J\u00ed-khiam"",""Tan Ji-khiam""]",http://www.wikidata.org/entity/Q2816931,http://www.wikidata.org/entity/Q3446323,4:30,Royston Tan,460,1131,Who was the director of 4:30?,"[""Royston Tan"", ""陈子谦"", ""Chén Zǐqiān"", ""Tân Jí-khiam"", ""Tan Ji-khiam""]",The director of *4:30* was Royston Tan.,"[-0.00021681819634977728, -2.253030106658116e-05, -3.576278118089249e-07, -0.01815956085920334, -5.960462772236497e-07, -2.145764938177308e-06, -1.764281842042692e-05, 0, -1.311301275563892e-06, -0.0002828436263371259, -0.012184473685920238, -2.753696753643453e-05, -1.1920928244535389e-07, -7.033323527139146e-06, -3.2186455882765586e-06, 0]",0.9980689800493141,CORRECT
3449,3824884,Dakhan,country,Iran,1668972,182,2753763,[],"[""Islamic Republic of Iran"",""Persia"",""ir"",""Islamic Rep. Iran"",""\ud83c\uddee\ud83c\uddf7""]",http://www.wikidata.org/entity/Q5209938,http://www.wikidata.org/entity/Q794,Dakhan,Iran,100,317291,In what country is Dakhan?,"[""Iran"", ""Islamic Republic of Iran"", ""Persia"", ""ir"", ""Islamic Rep. Iran"", ""🇮🇷""]",Dakhan is a region in India.,"[-8.4638240878121e-06, -1.6093124941107817e-05, -3.814689989667386e-06, -0.5140125751495361, -1.1835397481918335, -0.9747493267059326, -0.048605725169181824, -0.011476687155663967, -0.011059650219976902, 0]",0.760068127385102,INCORRECT
10157,1574139,New Age,composer,Lou Reed,703103,639,648091,[],"[""Lewis Allen Reed"",""Lewis Allan Reed""]",http://www.wikidata.org/entity/Q2000508,http://www.wikidata.org/entity/Q189080,New Age (The Velvet Underground song),Lou Reed,766,191320,Who was the composer of New Age?,"[""Lou Reed"", ""Lewis Allen Reed"", ""Lewis Allan Reed""]","There is no single composer of New Age music, as it is a genre developed by multiple artists and composers, including prominent figures like Enya, Vangelis, and Steven Halpern.","[-0.10048919916152954, -0.0009700122172944248, -5.483612312673358e-06, 0, -0.0022878681775182486, -0.005419917870312929, -0.011047860607504845, 0, -4.172316494077677e-06, -0.029750533401966095, 0, -0.0015029336791485548, -0.0001264730526600033, -9.60780744208023e-05, -0.004419440869241953, -0.17412754893302917, -0.28179731965065, -0.20857857167720795, -4.768370445162873e-07, -0.816192090511322, -0.002303805435076356, -0.1507168412208557, -0.04904859885573387, -1.364993929862976, -8.344646857949556e-07, -4.768360213347478e-06, -0.027083799242973328, -2.825220326485578e-05, -5.185469490243122e-05, -0.42708373069763184, 0, 0, 0, -0.00010168035078095272, -1.555795669555664, -2.145764938177308e-06, -4.410734163684538e-06, 0, -0.0002307625545654446, 0]",0.8777822906617818,INCORRECT
7468,1249018,The Saint,director,Phillip Noyce,556579,526,1791491,"[""Saint""]",[],http://www.wikidata.org/entity/Q1753817,http://www.wikidata.org/entity/Q543563,The Saint (1997 film),Phillip Noyce,17262,7382,Who was the director of The Saint?,"[""Phillip Noyce""]",The director of *The Saint* (1997) was Phillip Noyce.,"[-0.0018375907093286514, -0.0006544832140207291, -1.311301275563892e-06, -0.0003195490571670234, 0, -2.3841855067985307e-07, -1.1920928244535389e-07, -0.0011704268399626017, -1.9073468138230965e-06, 0, -1.7881377516459906e-06, -3.576278118089249e-07, -0.004078523721545935, -2.3841855067985307e-07, -0.17931419610977173, 0, 0, 0, 0, 0]",0.9906747161701756,CORRECT
507,4331418,Harding of Bristol,occupation,magistrate,1902618,22,1349099,"[""Harding (?)""]",[],http://www.wikidata.org/entity/Q5656139,http://www.wikidata.org/entity/Q4594605,Harding of Bristol,Magistrate,216,15457,What is Harding of Bristol's occupation?,"[""magistrate""]",Harding of Bristol is a 13th-century English poet known for his religious and didactic writings.,"[-0.0002759314374998212, -2.3841855067985307e-07, -3.3378546504536644e-06, 0, -0.8336502313613892, -0.03063270077109337, -1.37947416305542, -0.00021836756786797196, -0.03187188133597374, -1.7881377516459906e-06, -2.9802276912960224e-06, -0.09843077510595322, -0.339433491230011, -0.48037999868392944, -1.0490362910786644e-05, -0.116453155875206, -0.013499991968274117, -0.47993505001068115, -0.7720523476600647, 0, -0.6279144287109375, -0.004201395437121391, 0]",0.7973559940115258,INCORRECT
12832,997764,Victoria,author,Knut Hamsun,426101,484,1271146,[],"[""Knut Pedersen Hamsun"",""Hamsun""]",http://www.wikidata.org/entity/Q1636184,http://www.wikidata.org/entity/Q40826,Victoria (novel),Knut Hamsun,530,9959,Who is the author of Victoria?,"[""Knut Hamsun"", ""Knut Pedersen Hamsun"", ""Hamsun""]",The author of *Victoria* is Daisy Goodwin.,"[-0.0012867513578385115, -5.245195097813848e-06, -1.1920922133867862e-06, -0.0007695574313402176, -0.00012337400403339416, -9.536738616588991e-07, -1.1920858014491387e-05, -0.2647910416126251, -0.0035525562707334757, -2.3841855067985307e-07, -1.0728830375228426e-06, 0]",0.9777069213134288,INCORRECT
4129,3864448,Monti della Tolfa,country,Italy,1685963,182,1218153,[],"[""Italia"",""Italian Republic"",""IT"",""\ud83c\uddee\ud83c\uddf9"",""ITA""]",http://www.wikidata.org/entity/Q523409,http://www.wikidata.org/entity/Q38,Monti della Tolfa,Italy,182,403188,In what country is Monti della Tolfa?,"[""Italy"", ""Italia"", ""Italian Republic"", ""IT"", ""🇮🇹"", ""ITA""]",Monti della Tolfa is in Italy.,"[-0.00526636466383934, -1.4305104514278355e-06, 0, -3.135155202471651e-05, -3.099436753473128e-06, -0.00015853578224778175, -0.018194561824202538, -1.1920928244535389e-07, -3.576278118089249e-07, 0]",0.9976372137235946,CORRECT
14013,2440723,Cao Wei,capital,Luoyang,1058007,422,638073,"[""Wei"",""Ngai""]","[""Loyang"",""Jingluo"",""Luoyi"",""Shendu"",""Xijing""]",http://www.wikidata.org/entity/Q320930,http://www.wikidata.org/entity/Q187136,Cao Wei,Luoyang,11868,13819,What is the capital of Cao Wei?,"[""Luoyang"", ""Loyang"", ""Jingluo"", ""Luoyi"", ""Shendu"", ""Xijing""]",The capital of Cao Wei was Luoyang.,"[-5.245195097813848e-06, -7.152555099310121e-07, -2.3841855067985307e-07, -9.536738616588991e-07, 0, 0, -5.722029527532868e-06, -0.0006463822210207582, 0, 0, -1.311301275563892e-06, 0]",0.9999449541738401,CORRECT
8043,4885842,Timecode,screenwriter,Mike Figgis,2152528,533,2376782,[],"[""Michael Lawrence Dundus Figgis"",""Michael Figgis""]",http://www.wikidata.org/entity/Q643771,http://www.wikidata.org/entity/Q710131,Timecode (2000 film),Mike Figgis,2348,12792,Who was the screenwriter for Timecode?,"[""Mike Figgis"", ""Michael Lawrence Dundus Figgis"", ""Michael Figgis""]","The screenwriter for *Timecode* was Mike Figgis, who also directed the film.","[-0.12738017737865448, -7.986703712958843e-05, -1.1920928244535389e-07, -0.000805053801741451, -1.3828182090946939e-05, -1.0251946150674485e-05, -2.3841855067985307e-07, 0, -7.545663538621739e-05, -5.745722592109814e-05, 0, -1.1920928244535389e-07, 0, -0.1002080887556076, -1.1920928244535389e-07, -3.576278118089249e-07, -1.1920928244535389e-07, -0.0004435985756572336, -1.0728830375228426e-06, -3.3378546504536644e-06, 0]",0.9891507459846747,CORRECT
8159,2423920,Le Journal d'une femme en blanc,screenwriter,Jean Aurenche,1051566,533,2932026,"[""Journal d'une femme en blanc""]",[],http://www.wikidata.org/entity/Q3186821,http://www.wikidata.org/entity/Q978299,A Woman in White,Jean Aurenche,145,270,Who was the screenwriter for Le Journal d'une femme en blanc?,"[""Jean Aurenche""]",The screenwriter for *Le Journal d'une femme en blanc* was Catherine Breillat.,"[-0.0004817279113922268, -0.0024883756414055824, -4.768370445162873e-07, 0, -9.536738616588991e-07, 0, -2.3841855067985307e-07, 0, -6.198863957251888e-06, -1.4781842764932662e-05, -1.1920928244535389e-07, -4.1483970562694594e-05, 0, -1.2397689715726301e-05, -1.1755626201629639, -0.07366747409105301, 0, 0, -8.487341256113723e-05, 0]",0.9393021377509927,INCORRECT
8325,1924737,Pilot,screenwriter,Bill Prady,846063,533,2854650,"[""Aired Pilot"",""The Big Bang Theory pilot""]","[""William Scott Prady""]",http://www.wikidata.org/entity/Q2495939,http://www.wikidata.org/entity/Q862389,Pilot (The Big Bang Theory),Bill Prady,2993,8470,Who was the screenwriter for Pilot?,"[""Chuck Lorre"", ""Charles Michael Levine"", ""Bill Prady"", ""William Scott Prady""]",The screenwriter for *Pilot* was Vince Gilligan.,"[-0.006180459633469582, -0.0012165057705715299, -0.0011704268399626017, -1.4305104514278355e-06, -0.7306474447250366, -0.00022396916756406426, -2.3841855067985307e-07, -0.0013402060139924288, -1.375720739364624, -1.032884955406189, -9.548207890475169e-05, -1.1920928244535389e-07, -0.000301673193462193, -1.1920928244535389e-07]",0.7985285519637793,INCORRECT
5733,2619693,A Matter of Honor,director,Rob Bowman,1128346,526,2314294,"[""mt""]","[""Rob Stanton Bowman"",""Rob S. Bowman""]",http://www.wikidata.org/entity/Q3444506,http://www.wikidata.org/entity/Q693016,A Matter of Honor,Rob Bowman (director),2423,3487,Who was the director of A Matter of Honor?,"[""Rob Bowman"", ""Rob Stanton Bowman"", ""Rob S. Bowman""]",The director of *A Matter of Honor* was Peter H. Hunt.,"[-0.03729715198278427, -0.0036653971765190363, -2.3841830625315197e-06, -0.0015379278920590878, -1.1920928244535389e-07, -3.576278118089249e-07, -3.576278118089249e-07, -5.221230458118953e-05, -8.344646857949556e-07, -0.04890739172697067, -0.9769792556762695, -1.7959344387054443, -0.001783329644240439, -0.007829217240214348, -1.549708758830093e-05, -2.3841855067985307e-07]",0.8355831773388968,INCORRECT
7509,2268833,Mother,director,Mikio Naruse,989730,526,208046,[],[],http://www.wikidata.org/entity/Q3005765,http://www.wikidata.org/entity/Q1371306,Mother (1952 film),Mikio Naruse,365,2582,Who was the director of Mother?,"[""Mikio Naruse""]",The director of *Mother* (2009) was Bong Joon-ho.,"[-0.0060426644049584866, -8.34461570775602e-06, -8.344646857949556e-07, -0.02349710650742054, -7.390948667307384e-06, -3.158996332786046e-05, -0.00029940891545265913, -0.0380619540810585, 0, -0.0014006814453750849, -0.00010799778101500124, -1.1444026313256472e-05, -0.011047743260860443, -1.4305104514278355e-06, 0, -9.536738616588991e-07, -8.344646857949556e-07, -3.540453326422721e-05, 0, -5.960462772236497e-07, 0]",0.9961713300402507,INCORRECT
702,1349825,Fahd Ananta,place of birth,Dhaka,601498,218,193716,[],"[""Dacca"",""Dhaka City""]",http://www.wikidata.org/entity/Q18205178,http://www.wikidata.org/entity/Q1354,Fahd Ananta,Dhaka,127,81518,In what city was Fahd Ananta born?,"[""Dhaka"", ""Dacca"", ""Dhaka City""]","Fahd Ananta was born in Bandung, Indonesia.","[-0.030713627114892006, -1.823885577323381e-05, -8.046303264563903e-05, -2.4676019165781327e-05, -2.634490556374658e-05, -1.490105023549404e-05, -1.728519782773219e-05, -3.576278118089249e-07, -0.5763781666755676, -7.486063259420916e-05, -0.0009115354623645544, -8.344646857949556e-07, -1.1920928244535389e-07, 0]",0.9574830661285357,INCORRECT
8410,1450554,Exit the Vamp,screenwriter,Clara Beranger,648453,533,982645,[],"[""Clara Strouse"",""Clara S. Beranger""]",http://www.wikidata.org/entity/Q18914963,http://www.wikidata.org/entity/Q2975468,Exit the Vamp,Clara Beranger,74,308,Who was the screenwriter for Exit the Vamp?,"[""Clara Beranger"", ""Clara Strouse"", ""Clara S. Beranger""]",The screenwriter for *Exit the Vamp* was Anita Loos.,"[-0.011497664265334606, -0.0007104733376763761, -1.1920928244535389e-07, -5.960462772236497e-07, -0.010539230890572071, -3.814689989667386e-06, 0, -1.2397689715726301e-05, -5.960462772236497e-07, -1.6689286894688848e-06, -0.0036112351808696985, -1.5691840648651123, -5.6503606174374e-05, -2.3841855067985307e-07, -1.645074735279195e-05, -1.1920928244535389e-07]",0.9050842928755001,INCORRECT
1838,5503612,Punishment,genre,soap opera,2450705,91,808453,[],"[""soap"",""soapie"",""soapopera""]",http://www.wikidata.org/entity/Q7260220,http://www.wikidata.org/entity/Q23739,Punishment (TV series),Soap opera,491,50456,What genre is Punishment?,"[""soap opera"", ""soap"", ""soapie"", ""soapopera""]","""Punishment"" is a crime drama novel.","[-1.1427870988845825, -1.6689286894688848e-06, -8.165503095369786e-05, -1.3947389561508317e-05, -0.048592209815979004, -0.0002797450579237193, -1.3248043060302734, -0.7375209927558899, -1.1547088623046875, -0.1010332852602005, 0]",0.6636608824138048,INCORRECT
4069,612520,Joy,country,United States of America,250917,182,988513,[],"[""the United States of America"",""America"",""U.S.A."",""USA"",""U.S."",""US"",""the US"",""the USA"",""US of A"",""the United States"",""U. S. A."",""U. S."",""the States"",""the U.S."",""'Merica"",""U.S"",""United States"",""'Murica""]",http://www.wikidata.org/entity/Q14680988,http://www.wikidata.org/entity/Q30,"Joy, Arkansas",United States,63,1629691,In what country is Joy?,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",Joy is in the United States.,"[-0.14893542230129242, -5.98412734689191e-05, -0.001644093543291092, -0.3319322466850281, -0.006979963276535273, -0.001068616984412074, -5.054346183896996e-05, 0]",0.940509206882014,CORRECT
3676,4965470,Likiep Airport,country,Marshall Islands,2190206,182,2371940,"[""LIK""]","[""Republic of the Marshall Islands"",""Aolep\u0101n Aor\u014dkin M\u0327aje\u013c"",""mh"",""\ud83c\uddf2\ud83c\udded"",""MHL""]",http://www.wikidata.org/entity/Q6547308,http://www.wikidata.org/entity/Q709,Likiep Airport,Marshall Islands,126,81710,In what country is Likiep Airport?,"[""Marshall Islands"", ""Republic of the Marshall Islands"", ""Aolepān Aorōkin M̧ajeļ"", ""mh"", ""🇲🇭"", ""MHL""]",Likiep Airport is in the Marshall Islands.,"[-1.6927575416048057e-05, -1.1920928244535389e-07, -2.3841855067985307e-07, -4.768370445162873e-07, -1.0371154530730564e-05, -0.6931471824645996, 0, -0.00035768310772255063, 0, -5.960446742392378e-06, 0]",0.9388974700673762,CORRECT
13604,3406780,August Coppola,mother,Italia Coppola,1466316,292,362129,"[""August Floyd Coppola""]","[""Italia Pennino"",""Italia Pennino Coppola""]",http://www.wikidata.org/entity/Q4820677,http://www.wikidata.org/entity/Q16016103,August Coppola,Italia Coppola,16762,5994,Who is the mother of August Coppola?,"[""Italia Coppola"", ""Italia Pennino"", ""Italia Pennino Coppola""]",The mother of August Coppola is Italia Coppola.,"[-0.00025328766787424684, -9.536738616588991e-07, 0, -8.344646857949556e-07, -1.1920928244535389e-07, 0, -0.01603446528315544, -0.6382169723510742, -0.021141881123185158, 0, -0.03805748000741005, 0]",0.9422586191329563,CORRECT
10038,2073588,Love,composer,John Lennon,908320,639,120017,[],"[""John Winston Ono Lennon"",""John Winston Lennon"",""Lennon John"",""John Ono Lennon""]",http://www.wikidata.org/entity/Q2703182,http://www.wikidata.org/entity/Q1203,Love (John Lennon song),John Lennon,1635,453988,Who was the composer of Love?,"[""John Lennon"", ""John Winston Ono Lennon"", ""John Winston Lennon"", ""Lennon John"", ""John Ono Lennon""]","The composer of ""Love"" is John Lennon.","[-0.2593667507171631, -0.013570438139140606, -1.311301275563892e-06, -0.16060253977775574, -5.722029527532868e-06, -1.6689286894688848e-06, -0.10424285382032394, -0.06102665513753891, -0.0007664603181183338, -0.0001754606782924384, 0]",0.9469361384456105,CORRECT
8528,6525032,Loft,screenwriter,Kiyoshi Kurosawa,2928844,533,1767793,[],[],http://www.wikidata.org/entity/Q973377,http://www.wikidata.org/entity/Q53834,Loft (2005 film),Kiyoshi Kurosawa,1062,21199,Who was the screenwriter for Loft?,"[""Kiyoshi Kurosawa""]",The screenwriter for *Loft* (2008) was Bart De Pauw.,"[-0.0199152659624815, -0.0008136299438774586, -1.5497195136049413e-06, -1.1920928244535389e-07, -0.000987756997346878, -5.864924969500862e-05, 0, 0, -0.0019315887475386262, -1.7881377516459906e-06, 0, -0.6326000690460205, -2.2291887944447808e-05, -2.861018856492592e-06, -6.198863957251888e-06, -0.49354425072669983, -0.03220288082957268, -9.775113539944869e-06, -0.0007500219508074224, -2.861018856492592e-06, -0.00016830935783218592, -2.3841855067985307e-07]",0.9476465903793568,INCORRECT
4918,1239812,Our Love,producer,Dan Snaith,551234,164,17982,[],"[""Caribou"",""Daphni"",""Manitoba"",""Daniel Snaith"",""Daniel Victor Snaith""]",http://www.wikidata.org/entity/Q17508598,http://www.wikidata.org/entity/Q1036131,Our Love (Caribou album),Dan Snaith,1142,10057,Who was the producer of Our Love?,"[""Dan Snaith"", ""Caribou"", ""Daphni"", ""Manitoba"", ""Daniel Snaith"", ""Daniel Victor Snaith""]","The producer of ""Our Love"" by Timmy Thomas was Willie Clarke.","[-0.026483310386538506, -0.0008700875914655626, -1.7881377516459906e-06, -0.004655712284147739, -1.1920928244535389e-07, -4.768370445162873e-07, -2.145764938177308e-06, -0.5778472423553467, -1.702608346939087, -0.2606467008590698, -0.2231254279613495, -0.00018082413589581847, -0.38094162940979004, -0.0031396879348903894, -6.329813186312094e-05, 0]",0.8197257672252902,INCORRECT
10642,4203116,Gentleman,composer,Lou Bega,1843312,639,2010319,[],"[""David Lubega""]",http://www.wikidata.org/entity/Q5533714,http://www.wikidata.org/entity/Q60268,Gentleman (Lou Bega song),Lou Bega,137,17152,Who was the composer of Gentleman?,"[""Lou Bega"", ""David Lubega""]","The composer of ""Gentleman"" is Psy.","[-0.09149332344532013, -0.0008550802012905478, -1.2993727978027891e-05, -0.25954994559288025, -1.0967194612021558e-05, -3.3378546504536644e-06, -4.291525328881107e-06, -8.344646857949556e-07, -3.6954811548639555e-06, -0.07893293350934982, -0.017110466957092285, -0.04596279561519623, 0]",0.9627173349030766,INCORRECT
9875,5964017,The Weekend,screenwriter,Meredith Stiehm,2677473,533,1800655,[],[],http://www.wikidata.org/entity/Q7774125,http://www.wikidata.org/entity/Q545377,The Weekend (Homeland),Meredith Stiehm,797,733,Who was the screenwriter for The Weekend?,"[""Meredith Stiehm""]",The screenwriter for *The Weekend* (2018) was Stella Meghie.,"[-0.003237128257751465, -0.00032395837479270995, -8.344646857949556e-07, -2.3841855067985307e-07, -0.0002649671514518559, 0, -7.152555099310121e-07, -1.1920928244535389e-07, -0.0022130541037768126, -2.5748875486897305e-05, 0, -0.00039915222441777587, -0.003207065397873521, -0.0002037079248111695, -0.0004880429187323898, -0.024479269981384277, -0.00046492734691128135, 0, 0, -0.06199461594223976, -1.1920928244535389e-07]",0.9953772102771087,INCORRECT
6409,1126309,The Fog,director,Rupert Wainwright,494160,526,2927785,"[""Fog""]",[],http://www.wikidata.org/entity/Q1697426,http://www.wikidata.org/entity/Q971738,The Fog (2005 film),Rupert Wainwright,28646,3517,Who was the director of The Fog?,"[""Rupert Wainwright""]",John Carpenter directed *The Fog*.,"[-0.8259413838386536, -8.344646857949556e-07, -0.5759735703468323, -0.00864359550178051, 0, -3.099436753473128e-06, -2.1576648578047752e-05, 0]",0.8383471471573649,INCORRECT
4927,5240458,The Mist,producer,Frank Darabont,2322393,164,978304,"[""Mist""]",[],http://www.wikidata.org/entity/Q695209,http://www.wikidata.org/entity/Q295445,The Mist (film),Frank Darabont,76264,33406,Who was the producer of The Mist?,"[""Frank Darabont""]",The producer of *The Mist* was Frank Darabont.,"[-0.03810315206646919, -0.06229608133435249, -4.768370445162873e-07, -0.000580499938223511, 0, -1.2755313036905136e-05, 0, -0.25192931294441223, -0.4281800389289856, -5.245195097813848e-06, -1.3112935448589269e-05, -5.960462772236497e-07, -0.008617594838142395, -1.1920928244535389e-07]",0.9451516127902614,CORRECT
2198,2781298,Studio,genre,electronic music,1193805,91,2931668,[],"[""electrosonic""]",http://www.wikidata.org/entity/Q3706724,http://www.wikidata.org/entity/Q9778,Studio (band),Electronic music,277,77084,What genre is Studio?,"[""electronic music"", ""electrosonic""]","""Studio"" is not a genre; it is typically a term referring to a place where art, music, or film is created.","[-0.6947838068008423, -2.145764938177308e-06, -1.7881377516459906e-06, -0.0015245969407260418, -0.41555437445640564, -4.351044481154531e-05, -0.04243118688464165, -0.0003352795320097357, -2.682172998902388e-05, -0.08011680096387863, -0.20822744071483612, -0.00013064485392533243, -0.012197427451610565, -0.050026293843984604, 0, -1.0251946150674485e-05, -0.20950208604335785, -0.5760027766227722, -0.2000364065170288, 0, -3.790783375734463e-05, 0, -6.544376083184034e-05, -0.08008180558681488, -0.0017376337200403214, -0.0015063855098560452, -0.029754582792520523, -2.3841855067985307e-07]",0.911189021229018,INCORRECT
5506,1291661,Last Night,producer,Massy Tadjedin,574714,164,1390342,[],[],http://www.wikidata.org/entity/Q1783318,http://www.wikidata.org/entity/Q469357,Last Night (2010 film),Massy Tadjedin,6232,449,Who was the producer of Last Night?,"[""Massy Tadjedin""]",The producer of *Last Night* was Richard N. Gladstein.,"[-0.01099975686520338, -0.011532899923622608, -7.152555099310121e-07, -0.0063980743288993835, -2.861018856492592e-06, -1.1920928244535389e-07, -5.8412379075889476e-06, -0.2014177143573761, -1.8689018487930298, -2.493877649307251, -0.0034405342303216457, -9.715084888739511e-05, -0.0008087463211268187, -2.622600959512056e-06, 0]",0.7360191789133806,INCORRECT
8952,99233,Crisis,screenwriter,Ingmar Bergman,38244,533,2581863,[],"[""Ernst Ingmar Bergman""]",http://www.wikidata.org/entity/Q1066211,http://www.wikidata.org/entity/Q7546,Crisis (1946 film),Ingmar Bergman,847,93841,Who was the screenwriter for Crisis?,"[""Ingmar Bergman"", ""Ernst Ingmar Bergman""]",The screenwriter for *Crisis* (2021) was Nicholas Jarecki.,"[-0.014423162676393986, -0.0007304860628210008, -0.00015853578224778175, -1.4305104514278355e-06, -0.009661935269832611, -1.0371154530730564e-05, 0, 0, -0.0004968600696884096, -0.018172087147831917, -0.00041476229671388865, 0, -0.0003620922507252544, -0.0002127659390680492, -0.0009115354623645544, -9.059865078597795e-06, -0.02255116030573845, -2.50339189733495e-06, -0.00535600958392024, -1.1801649634435307e-05, -0.00020346954988781363, 0]",0.9966560567023647,INCORRECT
6718,1009462,The Wonders,director,Alice Rohrwacher,431337,526,1614617,"[""Wonders"",""Le meraviglie""]",[],http://www.wikidata.org/entity/Q16448753,http://www.wikidata.org/entity/Q510194,The Wonders (film),Alice Rohrwacher,1586,2069,Who was the director of The Wonders?,"[""Alice Rohrwacher""]",The director of *The Wonders* was Alice Rohrwacher.,"[-0.012734993360936642, -0.0008581769652664661, -5.960462772236497e-07, -0.1607620269060135, -0.00032908268622122705, -0.002134546637535095, -6.198863957251888e-06, -1.311301275563892e-06, -4.23184028477408e-05, -7.962863310240209e-05, -1.537788011773955e-05, -1.7881377516459906e-06, -9.536738616588991e-07, -2.3841855067985307e-07, 0]",0.9882715054873198,CORRECT
3117,3022488,Ludmila Zeman,father,Karel Zeman,1294001,257,939598,"[""Ludmila Spalena"",""Ludmila Zemanova""]","[""\u0417\u0435\u043c\u0430\u043d \u041a\u0430\u0440\u0435\u043b"",""Karla Zemana"",""\u041a\u0430\u0440\u0435\u043b \u0417\u0435\u043c\u0430\u043d""]",http://www.wikidata.org/entity/Q4276792,http://www.wikidata.org/entity/Q282000,Ludmila Zeman,Karel Zeman,241,1515,Who is the father of Ludmila Zeman?,"[""Karel Zeman"", ""Земан Карел"", ""Karla Zemana"", ""Карел Земан""]","The father of Ludmila Zeman is Zdeněk Zeman, a renowned Czech filmmaker and animator.","[-0.10919391363859177, -9.179073458653875e-06, 0, -3.933898824470816e-06, 0, -5.960462772236497e-07, -2.1934269170742482e-05, -2.3841855067985307e-07, -1.1920858014491387e-05, -0.1506807506084442, -5.936446541454643e-05, -8.344646857949556e-07, 0, -0.001375206047669053, 0, -0.17975372076034546, -0.005272530950605869, -0.04124358296394348, -0.0002233732520835474, -1.2609241008758545, -0.00024625606602057815, -0.0020722122862935066, -0.0015072186943143606, 0]",0.929577556689817,INCORRECT
