Unnamed: 0,id,subj,prop,obj,subj_id,prop_id,obj_id,s_aliases,o_aliases,s_uri,o_uri,s_wiki_title,o_wiki_title,s_pop,o_pop,problem,answer,response_0,response_1,response_2,response_3,response_4,response_5,response_6,response_7,response_8,response_9,semantic_id_0,semantic_id_1,semantic_id_2,semantic_id_3,semantic_id_4,semantic_id_5,semantic_id_6,semantic_id_7,semantic_id_8,semantic_id_9,confidences,responses,accuracies
8043,4885842,Timecode,screenwriter,Mike Figgis,2152528,533,2376782,[],"[""Michael Lawrence Dundus Figgis"",""Michael Figgis""]",http://www.wikidata.org/entity/Q643771,http://www.wikidata.org/entity/Q710131,Timecode (2000 film),Mike Figgis,2348,12792,Who was the screenwriter for Timecode?,"[""Mike Figgis"", ""Michael Lawrence Dundus Figgis"", ""Michael Figgis""]",Mike Figgis.,Mike Figgis.,Mike Figgis.,The screenwriter for *Timecode* was Mike Figgis.,The screenplay for *Timecode* was written by Mike Figgis.,The screenwriter for *Timecode* was Mike Figgis.,Mike Figgis.,Mike Figgis.,Mike Figgis.,Mike Figgis.,0,0,0,0,0,0,0,0,0,0,1.0,Mike Figgis.,CORRECT
8159,2423920,Le Journal d'une femme en blanc,screenwriter,Jean Aurenche,1051566,533,2932026,"[""Journal d'une femme en blanc""]",[],http://www.wikidata.org/entity/Q3186821,http://www.wikidata.org/entity/Q978299,A Woman in White,Jean Aurenche,145,270,Who was the screenwriter for Le Journal d'une femme en blanc?,"[""Jean Aurenche""]",André Cayatte was the screenwriter for Le Journal,The screenplay was written by Jean‑Claude Roy.,The screenwriter for *Le Journal d’une femme en,,,,The screenplay was written by Jean‑Claude Carrière.,,The screenplay was written by **Jean‑Claude Carrière**.,The screenwriter was,0,1,2,3,3,3,4,3,4,4,0.4,,NOT_ATTEMPTED
8325,1924737,Pilot,screenwriter,Bill Prady,846063,533,2854650,"[""Aired Pilot"",""The Big Bang Theory pilot""]","[""William Scott Prady""]",http://www.wikidata.org/entity/Q2495939,http://www.wikidata.org/entity/Q862389,Pilot (The Big Bang Theory),Bill Prady,2993,8470,Who was the screenwriter for Pilot?,"[""Chuck Lorre"", ""Charles Michael Levine"", ""Bill Prady"", ""William Scott Prady""]",,,Vince Gilligan.,,Vince Gilligan.,,,,,,0,0,1,0,1,0,0,0,0,0,0.8,,NOT_ATTEMPTED
5733,2619693,A Matter of Honor,director,Rob Bowman,1128346,526,2314294,"[""mt""]","[""Rob Stanton Bowman"",""Rob S. Bowman""]",http://www.wikidata.org/entity/Q3444506,http://www.wikidata.org/entity/Q693016,A Matter of Honor,Rob Bowman (director),2423,3487,Who was the director of A Matter of Honor?,"[""Rob Bowman"", ""Rob Stanton Bowman"", ""Rob S. Bowman""]",,,,,James L. Conway.,Les Landau.,,The director of *A Matter of Honor* was Michael Pressman.,James L. Conway.,Robert Butler.,0,0,0,0,1,2,0,3,1,4,0.5,,NOT_ATTEMPTED
7509,2268833,Mother,director,Mikio Naruse,989730,526,208046,[],[],http://www.wikidata.org/entity/Q3005765,http://www.wikidata.org/entity/Q1371306,Mother (1952 film),Mikio Naruse,365,2582,Who was the director of Mother?,"[""Mikio Naruse""]",The director of the film *Mother* is Bong Joon‑ho.,The director of the film *Mother* is Bong Joon‑ho.,Bong Joon‑ho.,The film *Mother* (2017) was directed by Darren Aronofsky.,Bong,The director of the film *Mother* is Bong Joon‑ho.,The 2017 South Korean film *Mother* was directed by Bong Joon‑ho.,The director of *Mother* is Bong Joon‑ho.,Bong Joon‑ho.,Darren Aronofsky.,0,0,0,1,2,0,0,0,2,1,0.6,The director of the film *Mother* is Bong Joon‑ho.,INCORRECT
702,1349825,Fahd Ananta,place of birth,Dhaka,601498,218,193716,[],"[""Dacca"",""Dhaka City""]",http://www.wikidata.org/entity/Q18205178,http://www.wikidata.org/entity/Q1354,Fahd Ananta,Dhaka,127,81518,In what city was Fahd Ananta born?,"[""Dhaka"", ""Dacca"", ""Dhaka City""]",Surabaya.,Kuala Lumpur.,Moscow.,Moscow.,Surabaya.,He was born,Kuala Lumpur.,Jakarta.,Riyadh.,Jakarta.,0,1,2,2,0,3,1,4,5,4,0.2,Surabaya.,INCORRECT
8410,1450554,Exit the Vamp,screenwriter,Clara Beranger,648453,533,982645,[],"[""Clara Strouse"",""Clara S. Beranger""]",http://www.wikidata.org/entity/Q18914963,http://www.wikidata.org/entity/Q2975468,Exit the Vamp,Clara Beranger,74,308,Who was the screenwriter for Exit the Vamp?,"[""Clara Beranger"", ""Clara Strouse"", ""Clara S. Beranger""]",,,,,,,The screenplay for *Exit the Vamp* was written by John G.,The screenplay,The screenplay for Exit the Vamp was written by Ralph Spence.,The screenplay for *Exit,0,0,0,0,0,0,1,2,3,3,0.6,,NOT_ATTEMPTED
1838,5503612,Punishment,genre,soap opera,2450705,91,808453,[],"[""soap"",""soapie"",""soapopera""]",http://www.wikidata.org/entity/Q7260220,http://www.wikidata.org/entity/Q23739,Punishment (TV series),Soap opera,491,50456,What genre is Punishment?,"[""soap opera"", ""soap"", ""soapie"", ""soapopera""]",The film *Punishment* belongs to the psychological thriller genre.,Punishment is a drama genre work.,,Punishment is a thriller genre work.,Punishment is a thriller.,,Punishment is a thriller genre work.,Punishment is a thriller.,,,0,1,2,0,0,2,0,0,2,2,0.5,The film *Punishment* belongs to the psychological thriller genre.,INCORRECT
4069,612520,Joy,country,United States of America,250917,182,988513,[],"[""the United States of America"",""America"",""U.S.A."",""USA"",""U.S."",""US"",""the US"",""the USA"",""US of A"",""the United States"",""U. S. A."",""U. S."",""the States"",""the U.S."",""'Merica"",""U.S"",""United States"",""'Murica""]",http://www.wikidata.org/entity/Q14680988,http://www.wikidata.org/entity/Q30,"Joy, Arkansas",United States,63,1629691,In what country is Joy?,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",United States.,United States.,Joy is located in the United States.,,United States.,United States.,Joy is set in the United States.,United States.,Joy is located in the United States.,United States.,0,0,0,1,0,0,0,0,0,0,0.9,United States.,CORRECT
3676,4965470,Likiep Airport,country,Marshall Islands,2190206,182,2371940,"[""LIK""]","[""Republic of the Marshall Islands"",""Aolep\u0101n Aor\u014dkin M\u0327aje\u013c"",""mh"",""\ud83c\uddf2\ud83c\udded"",""MHL""]",http://www.wikidata.org/entity/Q6547308,http://www.wikidata.org/entity/Q709,Likiep Airport,Marshall Islands,126,81710,In what country is Likiep Airport?,"[""Marshall Islands"", ""Republic of the Marshall Islands"", ""Aolepān Aorōkin M̧ajeļ"", ""mh"", ""🇲🇭"", ""MHL""]",Likiep Airport is located in the Marshall Islands.,Likiep Airport is located in the Marshall Islands.,Likiep Airport is located in the Marshall Islands.,Likiep Airport is located in the Marshall Islands.,Likiep Airport is in the Marshall Islands.,Likiep Airport is located in the Marshall Islands.,Likiep Airport is located in the Marshall Islands.,Likiep Airport is located in the Marshall Islands.,Likiep Airport is located in the Marshall Islands.,Likiep Airport is located in the Marshall Islands.,0,0,0,0,0,0,0,0,0,0,1.0,Likiep Airport is located in the Marshall Islands.,CORRECT
13604,3406780,August Coppola,mother,Italia Coppola,1466316,292,362129,"[""August Floyd Coppola""]","[""Italia Pennino"",""Italia Pennino Coppola""]",http://www.wikidata.org/entity/Q4820677,http://www.wikidata.org/entity/Q16016103,August Coppola,Italia Coppola,16762,5994,Who is the mother of August Coppola?,"[""Italia Coppola"", ""Italia Pennino"", ""Italia Pennino Coppola""]",,August Coppola’s mother was Eleanor Coppola (née Neilson).,August Coppola's mother is Italia Coppola (née Pennino).,,Eleanor Coppola (née Neilson).,,Italia Pennino.,,Italia Pennino.,August Coppola’s mother was Joy Vogelsang.,0,1,2,0,1,0,2,0,2,3,0.4,,NOT_ATTEMPTED
10038,2073588,Love,composer,John Lennon,908320,639,120017,[],"[""John Winston Ono Lennon"",""John Winston Lennon"",""Lennon John"",""John Ono Lennon""]",http://www.wikidata.org/entity/Q2703182,http://www.wikidata.org/entity/Q1203,Love (John Lennon song),John Lennon,1635,453988,Who was the composer of Love?,"[""John Lennon"", ""John Winston Ono Lennon"", ""John Winston Lennon"", ""Lennon John"", ""John Ono Lennon""]",The composer of the song “Love” is John Lennon.,The composer of the song “Love” is John Lennon.,The composer of the song “Love” is John Lennon.,The composer of the song “Love” is John Lennon.,John Lennon.,,John Lennon.,The composer of the song “Love” is John Lennon.,John Lennon.,John Lennon.,0,0,0,0,0,1,0,0,0,0,0.9,The composer of the song “Love” is John Lennon.,CORRECT
8528,6525032,Loft,screenwriter,Kiyoshi Kurosawa,2928844,533,1767793,[],[],http://www.wikidata.org/entity/Q973377,http://www.wikidata.org/entity/Q53834,Loft (2005 film),Kiyoshi Kurosawa,1062,21199,Who was the screenwriter for Loft?,"[""Kiyoshi Kurosawa""]",,,The screenplay for The Loft was written by James Vanderbilt.,,,,The screenwriters for The Loft were James,,James Vanderbilt.,,0,0,1,0,0,0,1,0,1,0,0.7,,NOT_ATTEMPTED
4918,1239812,Our Love,producer,Dan Snaith,551234,164,17982,[],"[""Caribou"",""Daphni"",""Manitoba"",""Daniel Snaith"",""Daniel Victor Snaith""]",http://www.wikidata.org/entity/Q17508598,http://www.wikidata.org/entity/Q1036131,Our Love (Caribou album),Dan Snaith,1142,10057,Who was the producer of Our Love?,"[""Dan Snaith"", ""Caribou"", ""Daphni"", ""Manitoba"", ""Daniel Snaith"", ""Daniel Victor Snaith""]",,Giorgio,The producer of “Our Love” was Giorgio Moroder.,The producer of “Our Love” was Giorgio Moroder.,Giorgio Moroder.,The producer of “Our Love” was Giorgio Moroder.,The producer of “Our Love”,,Giorgio Moroder.,,0,0,1,1,1,1,2,0,1,0,0.5,The producer of “Our Love” was Giorgio Moroder.,INCORRECT
10642,4203116,Gentleman,composer,Lou Bega,1843312,639,2010319,[],"[""David Lubega""]",http://www.wikidata.org/entity/Q5533714,http://www.wikidata.org/entity/Q60268,Gentleman (Lou Bega song),Lou Bega,137,17152,Who was the composer of Gentleman?,"[""Lou Bega"", ""David Lubega""]",The song “Gentleman” was composed by Psy (Park Jae‑sang).,"The composer of “Gentleman” is Park Jae‑sang, known professionally as Psy.",The song “Gentleman” was composed,The song “Gentleman” was composed by South Korean artist Psy (Park Jae‑sang).,,The song “Gentleman” was composed by its performer Psy (Park Jae‑sang).,,The composer of “Gentleman” is Park Jae‑sang (PSY).,The composer of “Gentleman” is PSY.,The song “,0,0,0,0,1,0,1,0,0,2,0.7,The song “Gentleman” was composed by Psy (Park Jae‑sang).,INCORRECT
9875,5964017,The Weekend,screenwriter,Meredith Stiehm,2677473,533,1800655,[],[],http://www.wikidata.org/entity/Q7774125,http://www.wikidata.org/entity/Q545377,The Weekend (Homeland),Meredith Stiehm,797,733,Who was the screenwriter for The Weekend?,"[""Meredith Stiehm""]",John Augustus.,,,,The screen,The screenwriter for *The Weekend* is John Morrell.,The screenwriter for *The Weekend* was Jeff,,,,0,1,1,1,2,3,4,1,1,1,0.6,,NOT_ATTEMPTED
6409,1126309,The Fog,director,Rupert Wainwright,494160,526,2927785,"[""Fog""]",[],http://www.wikidata.org/entity/Q1697426,http://www.wikidata.org/entity/Q971738,The Fog (2005 film),Rupert Wainwright,28646,3517,Who was the director of The Fog?,"[""Rupert Wainwright""]",The director of *The Fog* was John Carpenter.,John Carpenter directed *The Fog*.,John Carpenter was the director of *The Fog*.,The director of *The Fog* was John Carpenter.,John Carpenter directed *The Fog*.,John Carpenter.,The director of *The Fog* was John Carpenter.,The director of *The Fog* was John Carpenter.,The director of *The Fog* is John Carpenter.,John Carpenter directed *The Fog*.,0,0,0,0,0,0,0,0,0,0,1.0,The director of *The Fog* was John Carpenter.,INCORRECT
4927,5240458,The Mist,producer,Frank Darabont,2322393,164,978304,"[""Mist""]",[],http://www.wikidata.org/entity/Q695209,http://www.wikidata.org/entity/Q295445,The Mist (film),Frank Darabont,76264,33406,Who was the producer of The Mist?,"[""Frank Darabont""]",Frank Darabont.,Frank Darabont.,The film *The Mist* was produced by Frank Marshall.,,,,"The Mist was produced by Michael Bay, Bradley Fuller, and Andrew Form.",Frank Marshall.,The Mist was produced by Frank,,0,0,1,2,2,2,3,1,1,2,0.4,,NOT_ATTEMPTED
2198,2781298,Studio,genre,electronic music,1193805,91,2931668,[],"[""electrosonic""]",http://www.wikidata.org/entity/Q3706724,http://www.wikidata.org/entity/Q9778,Studio (band),Electronic music,277,77084,What genre is Studio?,"[""electronic music"", ""electrosonic""]",,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1.0,,NOT_ATTEMPTED
5506,1291661,Last Night,producer,Massy Tadjedin,574714,164,1390342,[],[],http://www.wikidata.org/entity/Q1783318,http://www.wikidata.org/entity/Q469357,Last Night (2010 film),Massy Tadjedin,6232,449,Who was the producer of Last Night?,"[""Massy Tadjedin""]",,The producer of “Last Night” (by The Strokes) was Gordon Raphael.,,,The producer of “Last Night” was Gordon Raphael.,,Gordon Raphael.,,The producer of “Last Night” (The Strokes) was Gordon Raphael.,Gordon Raphael,0,1,0,0,1,0,1,0,1,2,0.5,,NOT_ATTEMPTED
8952,99233,Crisis,screenwriter,Ingmar Bergman,38244,533,2581863,[],"[""Ernst Ingmar Bergman""]",http://www.wikidata.org/entity/Q1066211,http://www.wikidata.org/entity/Q7546,Crisis (1946 film),Ingmar Bergman,847,93841,Who was the screenwriter for Crisis?,"[""Ingmar Bergman"", ""Ernst Ingmar Bergman""]",David S. Goyer.,,The screenplay for *,The screenwriter for *Crisis* was David L. Cunningham.,Rand Ravich.,,,Matt Nix.,David S. Goyer.,Rand Ravich.,0,1,2,3,4,1,1,5,0,4,0.3,,NOT_ATTEMPTED
6718,1009462,The Wonders,director,Alice Rohrwacher,431337,526,1614617,"[""Wonders"",""Le meraviglie""]",[],http://www.wikidata.org/entity/Q16448753,http://www.wikidata.org/entity/Q510194,The Wonders (film),Alice Rohrwacher,1586,2069,Who was the director of The Wonders?,"[""Alice Rohrwacher""]",Alice Rohrwacher.,Alice Rohrwacher.,Alice Rohrbacher.,The director of *The Wonders* is Alice Rohrwacher.,Alice Rohrwacher.,The director of *The Wonders* is Alice Rohrwacher.,The director of *The Wonders* is Alice Rohrwacher.,The director of *The Wonders* is Mario Martone.,The director of *The Wonders* is Alice Rohrwacher.,Alice Rohrwacher.,0,0,1,0,0,0,0,2,0,0,0.8,Alice Rohrwacher.,CORRECT
3117,3022488,Ludmila Zeman,father,Karel Zeman,1294001,257,939598,"[""Ludmila Spalena"",""Ludmila Zemanova""]","[""\u0417\u0435\u043c\u0430\u043d \u041a\u0430\u0440\u0435\u043b"",""Karla Zemana"",""\u041a\u0430\u0440\u0435\u043b \u0417\u0435\u043c\u0430\u043d""]",http://www.wikidata.org/entity/Q4276792,http://www.wikidata.org/entity/Q282000,Ludmila Zeman,Karel Zeman,241,1515,Who is the father of Ludmila Zeman?,"[""Karel Zeman"", ""Земан Карел"", ""Karla Zemana"", ""Карел Земан""]",Ludmila Zeman’s father is the Czech painter Zdeněk Zeman.,Her father was Jiří Zeman.,Ludmila Zeman’s father is the renowned Czech filmmaker Karel Zeman.,Karel Zeman.,,Her father is Jan Zeman.,Karel Zeman.,,Ludmila Zeman’s father is Zdeněk Zeman.,,0,1,2,2,3,4,2,3,0,3,0.3,Ludmila Zeman’s father is the renowned Czech filmmaker Karel Zeman.,CORRECT
7896,1627734,Roma,capital of,Maranoa Region,724068,97,38702,"[""Roma, Queensland"",""Roma, Queensland, Australia""]","[""Maranoa Regional""]",http://www.wikidata.org/entity/Q2063327,http://www.wikidata.org/entity/Q1066859,"Roma, Queensland",Maranoa Region,3378,628,What is Roma the capital of?,"[""Maranoa Region"", ""Maranoa Regional""]",Roma is the capital city of Italy.,Roma is the capital of Italy.,Rome is the capital of Italy.,Rome is the capital of Italy.,Roma is the capital of Italy.,Rome is the capital city of Italy.,Rome is the capital of Italy.,Rome is the capital of Italy.,Rome is the capital city of Italy.,Rome is the capital of Italy.,0,0,0,0,0,0,0,0,0,0,1.0,Roma is the capital city of Italy.,INCORRECT
7754,1361418,Windsor,capital of,Essex County,606794,97,2914364,"[""Windsor, Ontario""]","[""Essex County, Ontario""]",http://www.wikidata.org/entity/Q182625,http://www.wikidata.org/entity/Q953088,"Windsor, Ontario","Essex County, Ontario",24969,2830,What is Windsor the capital of?,"[""Essex County"", ""Essex County, Ontario""]",,,,,Windsor is not a capital city;,,,,,,0,0,0,0,1,0,0,0,0,0,0.9,,NOT_ATTEMPTED
10899,5686757,Sandhya,composer,Baburaj,2535719,639,1475684,[],[],http://www.wikidata.org/entity/Q7416288,http://www.wikidata.org/entity/Q4838100,Sandhya (film),M. S. Baburaj,138,3987,Who was the composer of Sandhya?,"[""Baburaj""]",,,,,,Ilaiyaraaja.,,Ilaiy,,,0,0,0,0,0,0,0,0,0,0,1.0,,NOT_ATTEMPTED
4219,3509583,Billions,producer,Alla Nazimova,1516061,164,801117,[],"[""Nazimova""]",http://www.wikidata.org/entity/Q4912006,http://www.wikidata.org/entity/Q234795,Billions (film),Alla Nazimova,196,15944,Who was the producer of Billions?,"[""Alla Nazimova"", ""Nazimova""]",Brian Kavanaugh‑Jones.,The series Billions was produced by Brian Koppelman (alongside co‑creators David Levien and Andrew Ross Sorkin).,The series *Bill,Brian Kavanaugh‑Jones.,The series *Billions* was produced by Brian Koppelman (along with co‑creators David Levien and Andrew Ross).,The primary producer of *Billions* is Brian Kavanaugh‑Jones.,The series Billions was produced by Brian Kavanaugh‑Jones.,Brian Kopp.,The series *Billions* was produced by Brian Kavanaugh‑Jones.,Brian Kavanaugh‑Jones.,0,1,2,0,1,0,2,1,0,0,0.5,Brian Kavanaugh‑Jones.,INCORRECT
8545,5965570,The Woods,screenwriter,Matthew Lessner,2678220,533,2263602,"[""Woods""]",[],http://www.wikidata.org/entity/Q7775747,http://www.wikidata.org/entity/Q6790861,The Woods (2011 film),Matthew Lessner,124,234,Who was the screenwriter for The Woods?,"[""Matthew Lessner""]",The screenwriter for *The Woods* was John R,Stephen Susco,The screenwriters for The Woods were Lucky McKee and Nick Castle.,Lucky McKee.,The screenwriters for *The,,,,,,0,1,2,2,2,3,3,3,3,3,0.5,,NOT_ATTEMPTED
2760,1350703,Gevherhan Hatun,father,Mehmed the Conqueror,601921,257,1129557,"[""Gevher Sultan""]","[""Mehmed bin Murad Khan"",""Mehmed II"",""Mehmet II""]",http://www.wikidata.org/entity/Q18206133,http://www.wikidata.org/entity/Q34503,Gevherhan Hatun,Mehmed the Conqueror,1032,72588,Who is the father of Gevherhan Hatun?,"[""Mehmed the Conqueror"", ""Mehmed bin Murad Khan"", ""Mehmed II"", ""Mehmet II""]",Bayezid II.,Bayezid II.,Bayezid II.,Bayezid II.,Bayezid II.,Gevherhan Hatun’s father was Sultan Mehmed II.,Gevherhan Hatun’s father was Sultan Bayezid II.,Gevherhan Hatun’s father was Sultan Bayezid II.,Bayezid II.,Gevherhan Hatun was the daughter of Sultan Mehmed II.,0,0,0,0,0,1,0,0,0,2,0.8,Bayezid II.,INCORRECT
13189,5409905,Pearl,author,John Arden,2405147,484,1856701,[],[],http://www.wikidata.org/entity/Q7158026,http://www.wikidata.org/entity/Q555621,Pearl (radio play),John Arden,70,1033,Who is the author of Pearl?,"[""John Arden""]",,The author of *The Pearl* is John Steinbeck.,John Steinbeck.,,,,,John Steinbeck.,John Steinbeck.,,0,1,1,0,0,0,0,1,1,0,0.6,,NOT_ATTEMPTED
8644,3440084,The Classic,screenwriter,Kwak Jae-yong,1483725,533,1479507,"[""'' The Classic ''"",""Classic""]",[],http://www.wikidata.org/entity/Q485525,http://www.wikidata.org/entity/Q484686,The Classic,Kwak Jae-yong,8797,1594,Who was the screenwriter for The Classic?,"[""Kwak Jae-yong""]",The screenwriter for The Classic was Lee Yoon‑jung,The screenplay for The Classic was written by Kwak Jae‑yong.,The screenwriter for The Classic was Kwak Jae‑yong.,The screenwriter for The Classic was,The screenwriter for *The Classic,The screenwriter for *,Kwak Jae‑yong.,The screenwriter for The Classic was Kwak Jae,The screenwriter for The Classic was Kwak Jae‑yong.,Kwak Jae‑yong.,0,1,1,1,1,2,1,1,1,1,0.8,The screenplay for The Classic was written by Kwak Jae‑yong.,CORRECT
2034,4427910,Caprica,genre,science fiction,1946851,91,844831,[],"[""SF"",""scifi"",""sci Fi"",""sci-Fi"",""science-fiction"",""sci fi"",""sciencefiction""]",http://www.wikidata.org/entity/Q579554,http://www.wikidata.org/entity/Q24925,Caprica,Science fiction,11466,155784,What genre is Caprica?,"[""science fiction"", ""SF"", ""scifi"", ""sci Fi"", ""sci-Fi"", ""science-fiction"", ""sci fi"", ""sciencefiction""]",Caprica is a science‑fiction television series.,Caprica is a science‑fiction drama television series.,Science fiction.,Caprica is a science‑fiction drama television series.,Caprica is a science‑fiction drama television series.,Caprica is a science‑fiction television series.,Caprica is a science‑fiction drama television series.,Caprica is a science‑fiction drama television series.,Caprica is a science‑fiction drama television series.,Caprica is a science‑fiction drama series.,0,0,0,0,0,0,0,0,0,0,1.0,Caprica is a science‑fiction television series.,CORRECT
8662,1856052,Teresa,screenwriter,Stewart Stern,816640,533,801112,[],"[""Stewart Henry Stern""]",http://www.wikidata.org/entity/Q2404559,http://www.wikidata.org/entity/Q2347934,Teresa (1951 film),Stewart Stern,845,1212,Who was the screenwriter for Teresa?,"[""Stewart Stern"", ""Stewart Henry Stern""]",,Luis Alcoriza.,,,,The screenwriter for *Teresa* was John D. Miller.,,John Paxton.,,The screenwriter for the film *Teresa* was Robert E. Kent.,0,1,0,0,0,2,0,3,0,4,0.6,,NOT_ATTEMPTED
5826,5927641,The Gamble,director,Tom Ricketts,2658768,526,1154752,"[""Gamble""]",[],http://www.wikidata.org/entity/Q7735669,http://www.wikidata.org/entity/Q3530860,The Gamble (1916 film),Tom Ricketts,61,979,Who was the director of The Gamble?,"[""Tom Ricketts""]",The film *The Gamble* was directed by John,,,The Gamble was directed by James,,,,,,,0,1,1,2,1,1,1,1,1,1,0.8,,NOT_ATTEMPTED
13681,488408,Cordillera Administrative Region,capital,Baguio,200168,422,605251,"[""CAR""]","[""City of Baguio"",""Baguio City"",""Baguio, Benguet""]",http://www.wikidata.org/entity/Q13606,http://www.wikidata.org/entity/Q1822,Cordillera Administrative Region,Baguio,25227,27318,What is the capital of Cordillera Administrative Region?,"[""Baguio"", ""City of Baguio"", ""Baguio City"", ""Baguio, Benguet""]",The capital of the Cordillera Administrative Region is Baguio City.,Baguio City is the capital of the Cordillera Administrative Region.,Baguio City.,Baguio.,Baguio City.,Baguio City.,Baguio City.,Baguio.,Baguio City.,Baguio.,0,0,0,0,0,0,0,0,0,0,1.0,The capital of the Cordillera Administrative Region is Baguio City.,CORRECT
9513,1371350,Daughter,screenwriter,Koo Hye-sun,611611,533,809138,[],"[""Goo Hye-sun"",""Ku Hye-sun"",""Ku Hye-seon"",""Koo Hye-sun"",""Goo Hye-seon"",""Gu hye- seon""]",http://www.wikidata.org/entity/Q18350443,http://www.wikidata.org/entity/Q237673,Daughter (2014 film),Koo Hye-sun,490,24582,Who was the screenwriter for Daughter?,"[""Koo Hye-sun"", ""Goo Hye-sun"", ""Ku Hye-sun"", ""Ku Hye-seon"", ""Koo Hye-sun"", ""Goo Hye-seon"", ""Gu hye- seon""]",,Larysa Kondracki.,The screenwriter for *Daughter* was Liza Johnson.,Liza Johnson.,,,,,The film *Daughter* was written by Selma Saleh.,,0,1,2,2,0,0,0,0,3,0,0.6,,NOT_ATTEMPTED
9444,1050467,Fly,screenwriter,Sam Catlin,449721,533,2530522,[],[],http://www.wikidata.org/entity/Q16745119,http://www.wikidata.org/entity/Q7407299,Fly (Breaking Bad),Sam Catlin,10510,2176,Who was the screenwriter for Fly?,"[""Moira Walley-Beckett"", ""Moira Walley"", ""Moira Walley-Becket"", ""Moira Wally"", ""Moria Wally"", ""Sam Catlin""]","The screenwriter for ""The Fly"" was Charles Edward Pogue.",The screenwriter for *The Fly* was Charles Edward Pogue.,Charles Edward Pogue.,The screenwriter for The Fly was Charles Edward Pogue.,Charles Edward Pogue.,Charles Edward Pogue.,The screenwriter for *The Fly* was Charles Edward Pogue.,Charles Edward Pogue.,The screenwriter for The Fly was Charles Edward Pogue.,The screenwriter for *The Fly* was Charles Edward Pogue.,0,0,0,0,0,0,0,0,0,0,1.0,"The screenwriter for ""The Fly"" was Charles Edward Pogue.",INCORRECT
4682,1646720,10 Years,producer,Armin van Buuren,731268,164,2084529,[],"[""AvB"",""Armin Jozef Jacobus Dani\u00ebl van Buuren"",""Amsterdance"",""Perpetuous Dreamer"",""AVB"",""Problem Boy"",""Rising Star"",""The Shoeshine Factory""]",http://www.wikidata.org/entity/Q2083096,http://www.wikidata.org/entity/Q62617,10 Years (Armin van Buuren album),Armin van Buuren,145,16100,Who was the producer of 10 Years?,"[""Armin van Buuren"", ""AvB"", ""Armin Jozef Jacobus Daniël van Buuren"", ""Amsterdance"", ""Perpetuous Dreamer"", ""AVB"", ""Problem Boy"", ""Rising Star"", ""The Shoeshine Factory""]",The film *10 Years* (,,,,The film “10 Years,,,,,,0,1,1,1,0,1,1,1,1,1,0.8,,NOT_ATTEMPTED
13593,2865292,Lincoln Stedman,mother,Myrtle Stedman,1227666,292,720316,[],[],http://www.wikidata.org/entity/Q3832582,http://www.wikidata.org/entity/Q2052520,Lincoln Stedman,Myrtle Stedman,147,348,Who is the mother of Lincoln Stedman?,"[""Myrtle Stedman""]",Myrtle Stedman.,Lincoln Stedman's mother was the actress Myrtle Stedman.,Lincoln Stedman's mother was the actress Myrtle Stedman.,Myrtle Stedman.,Lincoln Stedman's mother was actress Myrtle Stedman.,Lincoln Stedman's mother was the actress Myrtle Stedman.,,Myrtle Stedman.,Lincoln Stedman's mother was actress Myrtle Stedman.,Myrtle Stedman.,0,0,0,0,0,0,1,0,0,0,0.9,Myrtle Stedman.,CORRECT
5607,2378618,Anonymous,producer,John Orloff,1034784,164,1220737,[],[],http://www.wikidata.org/entity/Q313819,http://www.wikidata.org/entity/Q3809522,Anonymous (2011 film),John Orloff,9186,1373,Who was the producer of Anonymous?,"[""John Orloff"", ""Roland Emmerich""]",The film *Anonymous,,The,,The film *Anonymous* (2011) was produced by Michael Bay.,Roland Emmerich.,,Roland Emmerich.,Ridley Scott.,Michael Bay.,0,1,1,1,2,3,1,3,4,2,0.4,,NOT_ATTEMPTED
10892,3374639,Arkansas,composer,Wayland Holyfield,1451058,639,175278,"[""Arkansas (You Run Deep In Me)""]",[],http://www.wikidata.org/entity/Q4791724,http://www.wikidata.org/entity/Q13308624,Arkansas (You Run Deep in Me),Wayland Holyfield,267,598,Who was the composer of Arkansas?,"[""Wayland Holyfield""]",,,The composer of the state song “Arkansas” was Eva,The composer of the song “Arkansas” is Eva Ware Barnett.,,,The composer of the state song “Arkansas” is Eva Ware Barnett.,The composer of the Arkansas state song is Eva Ware Barnett.,Eva L. Barnett.,The state song “Arkansas” was composed by Eva Ware Barnett.,0,0,1,2,0,0,2,2,3,2,0.4,,NOT_ATTEMPTED
