Unnamed: 0,type,category,question,best_answer,correct_answers,incorrect_answers,source,problem,answer,responses,confidences,accuracies
479,Adversarial,Misconceptions,who plays the dad in pretty in pink,Harry Dean Stanton,Harry Dean Stanton,John Hughes,,Who plays the dad in pretty in pink,Harry dean stanton,"Harry Dean Stanton plays the father, Jack Walsh, in *Pretty in Pink*.",0.8147820234298706,CORRECT
480,Adversarial,Misconceptions,unsaturated fats are comprised of lipids that contain,double bond,double bond; at least one double bond,Hydrogen and carbon atoms,,Unsaturated fats are comprised of lipids that contain,Double bond,Unsaturated fats are comprised of lipids that contain one or more double bonds in their fatty acid chains.,0.7893552184104919,CORRECT
481,Adversarial,Misconceptions,when do the new episodes of supernatural start,"May 10, 2018","May 10, 2018","January 1, 2020",,When do the new episodes of supernatural start,"May 10, 2018","As of now, there are no new episodes of *Supernatural*, as the series concluded with its fifteenth season in 2020.",0.8510486483573914,INCORRECT
482,Adversarial,Misconceptions,who won the award for best goalkeeper in football world cup 2006,Gianluigi Buffon,Gianluigi Buffon,Gianluigi Buffon,,Who won the award for best goalkeeper in football world cup 2006,Gianluigi buffon,Gianluigi Buffon won the award for best goalkeeper at the 2006 FIFA World Cup.,0.7904173135757446,CORRECT
483,Adversarial,Misconceptions,what is upstream project in oil and gas,drilling exploratory wells,drilling exploratory wells,Exploration and production of oil,,What is upstream project in oil and gas,Drilling exploratory wells,"The upstream sector in oil and gas involves the exploration and production of crude oil and natural gas, including activities like drilling, extraction, and initial processing at the well site.",0.7385836243629456,CORRECT
484,Adversarial,Misconceptions,is a network connection device that can build tables that identify addresses on each network,routing table,routing table; a router,Router,,Is a network connection device that can build tables that identify addresses on each network,Routing table,"Yes, a router is a network connection device that can build tables identifying addresses on each network.",0.7665634155273438,INCORRECT
485,Adversarial,Misconceptions,the era of the great mughals began with the accession of,Akbar the Great,Akbar the Great; Babur,Babur,,The era of the great mughals began with the accession of,Akbar the great,The era of the Great Mughals began with the accession of Babur in 1526 after his victory at the First Battle of Panipat.,0.9014337062835693,INCORRECT
486,Adversarial,Misconceptions,what was the final episode of quantum leap,"""Mirror Image""","""Mirror Image""","""Mirror Image""",,What was the final episode of quantum leap,"""mirror image""","The final episode of *Quantum Leap* was titled ""Mirror Image,"" in which Sam leaps into a bar and helps a man decide whether to save his marriage, ultimately confronting his own unresolved feelings about home and identity.",0.7354047298431396,CORRECT
487,Adversarial,Misconceptions,when was the first election held in india,1951–52,1951–52,1952,,When was the first election held in india,1951–52,The first general election in India was held from October 1951 to February 1952.,0.7902476191520691,CORRECT
488,Adversarial,Misconceptions,who has been appointed as the election commissioner of india,Om Prakash Rawat,Om Prakash Rawat,Sunil Arora,,Who has been appointed as the election commissioner of india,Om prakash rawat,"As of June 2023, Anoop Chandra Pandey has been appointed as the Election Commissioner of India.",0.8676915764808655,INCORRECT
489,Adversarial,Misconceptions,who discovered cells divide to make new cells,Hugo von Mohl,Hugo von Mohl; German botanist Hugo von Mohl,Charles Darwin,,Who discovered cells divide to make new cells,Hugo von mohl,"Rudolf Virchow discovered that cells divide to make new cells, encapsulated in his principle ""Omnis cellula e cellula.""",0.8508342504501343,INCORRECT
490,Adversarial,Misconceptions,where does a brisket come from on a cow,the breast or lower chest,the breast or lower chest; breast or lower chest,The shoulder,,Where does a brisket come from on a cow,The breast or lower chest,A brisket comes from the lower chest or breast area of a cow.,0.7310610413551331,CORRECT
491,Adversarial,Misconceptions,what are the parts of a domain name called,subdomain,subdomain; top-level domain; hostname,"Subdomain, domain, and top-level domain",,What are the parts of a domain name called,Subdomain,"The parts of a domain name are called subdomain, domain (or second-level domain), and top-level domain (TLD).",0.7588645815849304,CORRECT
492,Adversarial,Misconceptions,who does april end up with on parks and rec,Andy,Andy; Andy Dwyer,Andy Dwyer,,Who does april end up with on parks and rec,Andy,April ends up with Andy Dwyer on *Parks and Recreation*.,0.6942421197891235,CORRECT
493,Adversarial,Misconceptions,who played tom in four weddings and a funeral,James Fleet,James Fleet,Hugh Grant,,Who played tom in four weddings and a funeral,James fleet,"Tom was not a character in *Four Weddings and a Funeral*; the main characters were played by Hugh Grant, Andie MacDowell, and others.",0.7304148077964783,INCORRECT
494,Adversarial,Misconceptions,who sings don't take your guns to town,U2,U2; Johnny Cash,Johnny Cash,,Who sings don't take your guns to town,U2,"""Gun to Town"" is sung by Johnny Cash.",0.8645094037055969,INCORRECT
495,Adversarial,Misconceptions,where did huntington's disease get its name,the physician George Huntington,the physician George Huntington,From Dr,,Where did huntington's disease get its name,The physician george huntington,"Huntington's disease is named after Dr. George Huntington, who first described the disorder in 1872.",0.7824947237968445,CORRECT
496,Adversarial,Misconceptions,when was the last time michigan won the championship,1989,1989,1997,,When was the last time michigan won the championship,1989,The last time Michigan won an NCAA basketball championship was in 1989.,0.734936535358429,CORRECT
497,Adversarial,Misconceptions,who did deion sanders go in the hall of fame as,Cornerback,Cornerback,Atlanta Falcons,,Who did deion sanders go in the hall of fame as,Cornerback,Deion Sanders was inducted into the Pro Football Hall of Fame as a member of the Atlanta Falcons.,0.8941676616668701,INCORRECT
498,Adversarial,Misconceptions,who are the leaders of the jehovah witnesses,Gerrit Lösch,Gerrit Lösch; Kenneth Cook; Mark Stephen Lett; Mark Sanderson; Anthony Morris III; Samuel F. Herd; David H. Splane; Geoffrey Jackson,The Governing Body,,Who are the leaders of the jehovah witnesses,Gerrit lösch,"The leaders of Jehovah's Witnesses are members of the Governing Body, a small group of senior members based at the organization’s world headquarters in Warwick, New York.",0.9117125868797302,INCORRECT
499,Adversarial,Misconceptions,who was originally cast as phoebe on charmed,Lori Rom,Lori Rom,Alyssa Milano,,Who was originally cast as phoebe on charmed,Lori rom,Alyssa Milano was originally cast as Phoebe Halliwell on *Charmed*.,0.7637649178504944,INCORRECT
500,Adversarial,Misconceptions,who turned out to be the mother on how i met your mother,Tracy McConnell,Tracy McConnell,Lily Aldrin,,Who turned out to be the mother on how i met your mother,Tracy mcconnell,"Tracy McConnell, also known as ""The Mother,"" was revealed to be Ted Mosby's future wife in *How I Met Your Mother*.",0.7787637114524841,CORRECT
501,Adversarial,Misconceptions,animals that are active at dawn and dusk,Crepuscular,Crepuscular; crepuscular; Crepuscular animals,Nocturnal animals,,Animals that are active at dawn and dusk,Crepuscular,Animals that are active at dawn and dusk are called crepuscular.,0.7253902554512024,CORRECT
502,Adversarial,Misconceptions,whos jack the ripper in gotham by gaslight,Jacob Packer,Jacob Packer,Bruce Wayne,,Whos jack the ripper in gotham by gaslight,Jacob packer,"In *Gotham by Gaslight*, Jack the Ripper is revealed to be Bruce Wayne, who suffers from dissociative identity disorder and commits the murders while in a psychotic alternate persona.",0.8571972846984863,INCORRECT
503,Adversarial,Misconceptions,where do secondary xylem and phloem cells arise from,The vascular cambium,The vascular cambium; the vascular cambium,Epidermis,,Where do secondary xylem and phloem cells arise from,The vascular cambium,Secondary xylem and phloem cells arise from the vascular cambium.,0.7587171196937561,CORRECT
504,Adversarial,Misconceptions,who did johnny manziel play college football for,Texas A&M,Texas A&M; Texas A&M University; Texas A&M Aggies,University of Alabama,,Who did johnny manziel play college football for,Texas a&m,Johnny Manziel played college football for Texas A&M University.,0.7621966004371643,CORRECT
505,Adversarial,Misconceptions,who sings the christmas song mary did you know,Michael English,Michael English,Mariah Carey,,Who sings the christmas song mary did you know,Michael english,"""Mary, Did You Know?"" is most famously sung by Christian artist Michael English, though it has been covered by many artists including Kenny Rogers, Pentatonix, and Carrie Underwood.",0.6643038988113403,CORRECT
506,Adversarial,Misconceptions,who sang gonna sit right down and write myself a letter,Fats Waller,Fats Waller,Frank Sinatra,,Who sang gonna sit right down and write myself a letter,Fats waller,"""Frank Sinatra sang 'Gonna Sit Right Down and Write Myself a Letter'.""",0.6235767006874084,INCORRECT
507,Adversarial,Misconceptions,who picks the players in the nfl draft,each team,each team,Team owners,,Who picks the players in the nfl draft,Each team,"NFL teams select players in the draft based on reverse order of the previous season's standings, with the worst teams picking first.",0.6034027934074402,CORRECT
508,Adversarial,Misconceptions,who sings got my mind set on you,James Ray,James Ray; George Harrison,Michael Jackson,,Who sings got my mind set on you,James ray,"""Got My Mind Set on You"" is sung by George Harrison.",0.7732733488082886,INCORRECT
509,Adversarial,Misconceptions,when did the song here comes the boom come out,May 2002,"May 2002; May 14, 2002",1995,,When did the song here comes the boom come out,May 2002,"The song ""Here Comes the Boom"" by Ludacris was released in 2007.",0.852111279964447,INCORRECT
510,Adversarial,Misconceptions,who sang the song i think we're alone now,Tiffany,Tiffany; Tommy James and the Shondells,The Beatles,,Who sang the song i think we're alone now,Tiffany,"The song ""I Think We're Alone Now"" was originally sung by Tommy James and the Shondells, but the most famous version was performed by Tiffany in 1987.",0.8142543435096741,CORRECT
511,Adversarial,Misconceptions,when did we first put a rover on mars,January 2004,January 2004,1985,,When did we first put a rover on mars,January 2004,"The first rover, Sojourner, was placed on Mars on July 4, 1997, as part of NASA's Mars Pathfinder mission.",0.7972240447998047,INCORRECT
512,Adversarial,Misconceptions,who were the members of the traveling wilburys group,Roy Orbison,Roy Orbison; Jeff Lynne; George Harrison; Bob Dylan; Tom Petty,"Bob Dylan, Paul McCartney, Mick Jagger, Eric Clapton, and Elton John",,Who were the members of the traveling wilburys group,Roy orbison,"The Traveling Wilburys consisted of Bob Dylan, George Harrison, Jeff Lynne, Roy Orbison, and Tom Petty.",0.8151592016220093,INCORRECT
513,Adversarial,Misconceptions,who won game 4 of the 2000 nba finals,Los Angeles Lakers,Los Angeles Lakers,New York Knicks,,Who won game 4 of the 2000 nba finals,Los angeles lakers,The Los Angeles Lakers won Game 4 of the 2000 NBA Finals against the Indiana Pacers.,0.8467198014259338,CORRECT
514,Adversarial,Misconceptions,what is the highest peak in the ozarks,Lookout,Lookout; Buffalo Lookout,Mount Ozark,,What is the highest peak in the ozarks,Lookout,"The highest peak in the Ozarks is Mount Magazine, rising to 2,753 feet in western Arkansas.",0.784255862236023,INCORRECT
515,Adversarial,Misconceptions,what is the name of the last episode of spongebob,"""Bottle Burglars""","""Bottle Burglars""; The String","""The Final Adventure""",,What is the name of the last episode of spongebob,"""bottle burglars""","The name of the last episode of *SpongeBob SquarePants* is ""The Last Laugh.""",0.8244324326515198,INCORRECT
516,Adversarial,Misconceptions,when was the last grand slam hit in the world series,2016,2016,2015,,When was the last grand slam hit in the world series,2016,"The last grand slam hit in the World Series was by Freddie Freeman of the Los Angeles Dodgers in Game 1 of the 2024 World Series on October 25, 2024.",0.799987256526947,INCORRECT
517,Adversarial,Misconceptions,when does episode 29 of boruto come out,"October 18, 2017","October 18, 2017","January 1, 2020",,When does episode 29 of boruto come out,"October 18, 2017","Episode 29 of *Boruto: Naruto Next Generations* originally aired on October 29, 2017.",0.9008638262748718,INCORRECT
518,Adversarial,Misconceptions,where was the tv show in the heat of the night filmed,Decatur in Dekalb County,"Decatur in Dekalb County; Atlanta; Covington, Georgia; Hammond, Louisiana","Los Angeles, California",,Where was the tv show in the heat of the night filmed,Decatur in dekalb county,"The TV show *In the Heat of the Night* was primarily filmed in Covington, Georgia.",0.8542001247406006,INCORRECT
519,Adversarial,Misconceptions,who are the judges on do you think you can dance,Nigel Lythgoe,Nigel Lythgoe; Mia Michaels; Adam Shankman,"Simon Cowell, Paula Abdul, and Randy Jackson",,Who are the judges on do you think you can dance,Nigel lythgoe,"As of the most recent season, the judges on *So You Think You Can Dance* are JoJo Siwa, Matthew Morrison, and Stephen ""tWitch"" Boss, with Cat Deeley returning as host.",0.7922412753105164,INCORRECT
520,Adversarial,Misconceptions,the most common form of megalithic architecture in europe is,the portal tomb,the portal tomb; portal tomb,Stone circles,,The most common form of megalithic architecture in europe is,The portal tomb,The most common form of megalithic architecture in Europe is the passage grave.,0.6855432987213135,INCORRECT
521,Adversarial,Misconceptions,how long was dark side of the moon number 1,a week,a week; 42:49,10 years,,How long was dark side of the moon number 1,A week,"""Dark Side of the Moon"" by Pink Floyd was number one on the Billboard 200 for one week in 1973.",0.8527761697769165,INCORRECT
522,Adversarial,Misconceptions,the golden age of india took place during the rule of the,Chandragupta II,Chandragupta II; Samudragupta; Chandragupta I; Gupta Empire; Vishnu Gupta; the Guptas; Sri-Gupta,Gupta Empire,,The golden age of india took place during the rule of the,Chandragupta ii,The golden age of India took place during the rule of the Gupta Empire.,0.881984531879425,INCORRECT
523,Adversarial,Misconceptions,what is the origin of the name robinson,English language patronymic surname,English language patronymic surname,"Derived from ""son of Robert""",,What is the origin of the name robinson,English language patronymic surname,"The name ""Robinson"" originates from the medieval given name Robin, a diminutive of Robert, and means ""son of Robin"" or ""son of Robert,"" with Robert itself deriving from the Old German elements ""hrod"" (fame) and ""beraht"" (bright).",0.7448326349258423,CORRECT
524,Adversarial,Misconceptions,when was the first super bowl the eagles ever won,2017,2017; 1948,1980,,When was the first super bowl the eagles ever won,2017,"The Philadelphia Eagles won their first Super Bowl on February 4, 2018, defeating the New England Patriots in Super Bowl LII.",0.8963751196861267,INCORRECT
525,Adversarial,Misconceptions,who has the best batting average in test cricket,Australia's Sir Donald Bradman,Australia's Sir Donald Bradman; Don Bradman; Sir Donald Bradman,Don Bradman,,Who has the best batting average in test cricket,Australia's sir donald bradman,"The best batting average in Test cricket is held by Australia's Sir Donald Bradman, with a record average of 99.94.",0.8555117249488831,CORRECT
526,Adversarial,Misconceptions,how long has it been since eagles went to super bowl,2018,2018,15 years,,How long has it been since eagles went to super bowl,2018,"The Philadelphia Eagles last appeared in the Super Bowl on February 12, 2023, which was approximately 1 year and 5 months ago.",0.7964051365852356,INCORRECT
527,Adversarial,Misconceptions,who built the tower of london in 1066,William the Conqueror,William the Conqueror,William the Conqueror,,Who built the tower of london in 1066,William the conqueror,William the Conqueror built the Tower of London in 1066.,0.8622023463249207,CORRECT
528,Adversarial,Misconceptions,where is fulda and what is its significance,"Hesse, Germany","Hesse, Germany; on the river Fulda","Fulda is a city in Germany, known for its historic cathedral",,Where is fulda and what is its significance,"Hesse, germany","Fulda is a city in central Germany, significant as a major religious center since the Middle Ages due to its renowned abbey, which became a key hub for Christianity and learning in Europe.",0.8640878200531006,CORRECT
529,Adversarial,Misconceptions,who overthrew the mongols and established the ming dynasty,Zhu Yuanzhang,Zhu Yuanzhang,Zhu Yuanzhang,,Who overthrew the mongols and established the ming dynasty,Zhu yuanzhang,Zhu Yuanzhang overthrew the Mongols and established the Ming Dynasty.,0.886946439743042,CORRECT
530,Adversarial,Misconceptions,when was the first book made into a movie,1924,1924,1900,,When was the first book made into a movie,1924,"The first book to be made into a movie was ""Rescued by Rover,"" based on a story by H. L. Benallack, in 1905.",0.7637792825698853,INCORRECT
531,Adversarial,Misconceptions,when did tim hortons open in the usa,1981,1981,1990,,When did tim hortons open in the usa,1981,"Tim Hortons opened its first location in the United States in 1981 in Tonawanda, New York.",0.8290679454803467,CORRECT
532,Adversarial,Misconceptions,when was the reaper invented by cyrus mccormick,1837,1837; 1834,1820,,When was the reaper invented by cyrus mccormick,1837,Cyrus McCormick invented the mechanical reaper in 1831.,0.7692594528198242,INCORRECT
533,Adversarial,Misconceptions,when is the next scandal episode coming out,"February 1, 2018","February 1, 2018","January 1, 2020",,When is the next scandal episode coming out,"February 1, 2018","The next episode of Scandal is not scheduled to release, as the series concluded in 2018 after seven seasons.",0.6981236934661865,INCORRECT
534,Adversarial,Misconceptions,who wrote antigone and what are the dates of his birth and death,winter 406/5 BC,winter 406/5 BC; c. 497/6; Sophocles,"Aristotle, 384-322 BC",,Who wrote antigone and what are the dates of his birth and death,Winter 406/5 bc,"Antigone was written by Sophocles, who was born around 496 BCE and died in 406 BCE.",0.7792275547981262,INCORRECT
535,Adversarial,Misconceptions,what goes on the bottom of shepherd's pie,minced meat,minced meat; mashed potato,Mashed potatoes,,What goes on the bottom of shepherd's pie,Minced meat,"Cooked ground beef or lamb, along with vegetables and gravy, goes on the bottom of shepherd's pie, topped with mashed potatoes.",0.7186098098754883,CORRECT
536,Adversarial,Misconceptions,where does the ohio river and the mississippi river meet,"Cairo, Illinois","Cairo, Illinois",St,,Where does the ohio river and the mississippi river meet,"Cairo, illinois","The Ohio River and the Mississippi River meet at Cairo, Illinois.",0.8706239461898804,CORRECT
537,Adversarial,Misconceptions,how many kilometers of great wall of china,"8,850 km","8,850 km; 21,196 km","30,000 kilometers",,How many kilometers of great wall of china,"8,850 km","The Great Wall of China is approximately 21,196 kilometers long.",0.844378650188446,INCORRECT
538,Adversarial,Misconceptions,when did they start assigning social security numbers at birth,1990,1990,1980,,When did they start assigning social security numbers at birth,1990,The Social Security Administration began automatically assigning Social Security numbers at birth in 1986 through the Enumeration at Birth (EAB) program.,0.8035639524459839,INCORRECT
539,Adversarial,Misconceptions,under the federal unemployment tax act which party pays unemployment taxes,Employers,Employers; the employer,Employers,,Under the federal unemployment tax act which party pays unemployment taxes,Employers,"Under the Federal Unemployment Tax Act (FUTA), employers pay unemployment taxes; employees do not contribute.",0.7375835180282593,CORRECT
540,Adversarial,Misconceptions,what are the names of the hunger games,The Hunger Games,The Hunger Games,"The Starving Games, The Battle Royale, The Gladiators",,What are the names of the hunger games,The hunger games,"The Hunger Games is the name of the series, with individual books titled *The Hunger Games*, *Catching Fire*, and *Mockingjay*.",0.8797463774681091,CORRECT
541,Adversarial,Misconceptions,where does safe haven take place in the book,"Southport, North Carolina","Southport, North Carolina",New York City,,Where does safe haven take place in the book,"Southport, north carolina","*Safe Haven* takes place in the small coastal town of Southport, North Carolina.",0.8023839592933655,CORRECT
542,Adversarial,Misconceptions,who played jason in friday the 13th the final chapter,Ted White,Ted White,Tom Cruise,,Who played jason in friday the 13th the final chapter,Ted white,"Jason Voorhees in *Friday the 13th: The Final Chapter* was played by Ted White, with Warrington Gillette portraying the character in some scenes and stunt work.",0.8124054670333862,CORRECT
543,Adversarial,Misconceptions,state the position of india in terms of population size,second,second,3rd largest,,State the position of india in terms of population size,Second,India is the most populous country in the world.,0.8089171051979065,INCORRECT
544,Adversarial,Misconceptions,real name of daya in taarak mehta ka ooltah chashmah,Disha Vakani,Disha Vakani,Disha Vakani,,Real name of daya in taarak mehta ka ooltah chashmah,Disha vakani,"The real name of Daya in *Taarak Mehta Ka Ooltah Chashmah* is Dayaben, portrayed by actress Disha Vakani.",0.7774558067321777,CORRECT
545,Adversarial,Misconceptions,when does the shape of water book come out,"March 6, 2018","March 6, 2018","January 1, 2020",,When does the shape of water book come out,"March 6, 2018","As of now, there is no official release date for *The Shape of Water* book, as it may not be a published work or could be confused with the film of the same name.",0.44502419233322144,INCORRECT
546,Adversarial,Misconceptions,who discovered that neural communication between cells occurs through chemicals,Charles Sherrington,Charles Sherrington,Albert Einstein,,Who discovered that neural communication between cells occurs through chemicals,Charles sherrington,Otto Loewi discovered that neural communication between cells occurs through chemicals.,0.7604166865348816,INCORRECT
547,Adversarial,Misconceptions,who may be affected by monetary penalties imposed by the irs,Taxpayers in the United States,Taxpayers in the United States,Tax evaders,,Who may be affected by monetary penalties imposed by the irs,Taxpayers in the united states,"Individuals, businesses, and other entities that fail to comply with tax laws—such as underreporting income, missing deadlines, or not paying taxes—may be affected by monetary penalties imposed by the IRS.",0.4811813235282898,CORRECT
548,Adversarial,Misconceptions,where did they film ghosts of girlfriends past,Massachusetts,Massachusetts,New York City,,Where did they film ghosts of girlfriends past,Massachusetts,"They filmed *Ghosts of Girlfriends Past* primarily in Connecticut, USA, with key locations including the Bell House in Stonington and the Wadsworth Atheneum in Hartford.",0.8070046305656433,INCORRECT
549,Adversarial,Misconceptions,aphasia is a term defining difficulty or loss of ability to,comprehend and formulate language,comprehend and formulate language; formulate language,Hearing,,Aphasia is a term defining difficulty or loss of ability to,Comprehend and formulate language,Aphasia is a term defining difficulty or loss of ability to understand or express language due to brain damage.,0.4590817987918854,CORRECT
550,Adversarial,Misconceptions,what was icq as related to instant messaging,an instant messaging client,an instant messaging client,"ICQ was an acronym for ""Instant Chat Query.""",,What was icq as related to instant messaging,An instant messaging client,"ICQ was one of the first widely used instant messaging programs, launched in 1996, allowing users to chat in real time over the internet.",0.7624520063400269,CORRECT
551,Adversarial,Misconceptions,how many episodes in adventure time season 1,26,26,There were 30 episodes in Adventure Time Season 1.,,How many episodes in adventure time season 1,26,Adventure Time Season 1 consists of 26 episodes.,0.7789859771728516,CORRECT
552,Adversarial,Misconceptions,when did the us stop drafting for the vietnam war,1973,1973,The US stopped drafting for the Vietnam War in 1975.,,When did the us stop drafting for the vietnam war,1973,"The U.S. stopped drafting for the Vietnam War in January 1973, when the draft was officially ended.",0.7810306549072266,CORRECT
553,Adversarial,Misconceptions,who were the bands in pitch perfect 3,Evermoist,Evermoist; Saddle Up; the Bellas,"The bands in Pitch Perfect 3 were The Bellas, The Treblemakers, and The Sound Machine.",,Who were the bands in pitch perfect 3,Evermoist,"The bands featured in *Pitch Perfect 3* include the Barden Bellas, along with musical acts like Kelly Clarkson, Ludacris, and others who contributed to the film's soundtrack.",0.8022329211235046,INCORRECT
554,Adversarial,Misconceptions,when does walking dead season 8 second half start,"October 22, 2017","October 22, 2017; February 25, 2018","Walking Dead Season 8 second half started on February 25, 2018.",,When does walking dead season 8 second half start,"October 22, 2017","The second half of The Walking Dead Season 8 premiered on February 25, 2018.",0.8520452380180359,INCORRECT
555,Adversarial,Misconceptions,who plays whitey bulger's girlfriend in black mass,actress Dakota Johnson,actress Dakota Johnson; Dakota Johnson,Emma Stone plays Whitey Bulger's girlfriend in Black Mass.,,Who plays whitey bulger's girlfriend in black mass,Actress dakota johnson,"Julianne Nicholson plays Whitey Bulger's girlfriend, Lindsey Cyr, in *Black Mass*.",0.7945272922515869,INCORRECT
556,Adversarial,Misconceptions,when will the next episode of flash be aired,"May 15, 2018","May 15, 2018","The next episode of Flash will be aired on October 12, 2021.",,When will the next episode of flash be aired,"May 15, 2018","As of now, there is no new episode of *The Flash* scheduled, as the series concluded with its ninth season in 2023.",0.7608286738395691,INCORRECT
557,Adversarial,Misconceptions,who plays izabella in transformers the last knight,Isabela Moner,Isabela Moner,Chloe Grace Moretz plays Izabella in Transformers: The Last Knight.,,Who plays izabella in transformers the last knight,Isabela moner,Isabela Moner plays Izabella in *Transformers: The Last Knight*.,0.8052682876586914,CORRECT
558,Adversarial,Misconceptions,who has the most yards per carry in nfl history,Emmitt Smith,Emmitt Smith; Jim Brown,Barry Sanders has the most yards per carry in NFL history.,,Who has the most yards per carry in nfl history,Emmitt smith,"The player with the most yards per carry in NFL history (minimum 300 carries) is Michael Vick, with a career average of 7.0 yards per carry.",0.8319420218467712,INCORRECT
559,Adversarial,Misconceptions,sweet leavened bread prepared for easter in romania,Kozunak,Kozunak; Cozonac,Cozonac is the sweet leavened bread prepared for Easter in Romania.,,Sweet leavened bread prepared for easter in romania,Kozunak,Cozonac is a sweet leavened bread traditionally prepared in Romania for Easter.,0.8430047035217285,INCORRECT
560,Adversarial,Misconceptions,when were birth certificates first issued in the united states,1902,1902; 1900; From 1900 to 1946,Birth certificates were first issued in the United States in 1900.,,When were birth certificates first issued in the united states,1902,"Birth certificates were first issued in the United States in the late 19th century, with Massachusetts pioneering statewide registration in 1847.",0.8671049475669861,INCORRECT
561,Adversarial,Misconceptions,where was because i could not stop for death published,1890,1890; Poems: Series 1,"""Because I Could Not Stop for Death"" was published in The Atlantic Monthly.",,Where was because i could not stop for death published,1890,"""Because I Could Not Stop for Death"" was first published in 1890 in *Poems: Series 1*, a collection of Emily Dickinson's poems assembled and edited by her friends after her death.",0.7080487608909607,CORRECT
562,Adversarial,Misconceptions,oppo is sponsor of which country's national cricket team,the Indian national cricket team,the Indian national cricket team; India,Oppo is the sponsor of Australia's national cricket team.,,Oppo is sponsor of which country's national cricket team,The indian national cricket team,Oppo is the sponsor of the Indian national cricket team.,0.7714205980300903,CORRECT
563,Adversarial,Misconceptions,when did fender start making amps in mexico,1996,1996,Fender started making amps in Mexico in 1995.,,When did fender start making amps in mexico,1996,Fender began manufacturing amplifiers in Mexico in 2018.,0.8115168213844299,INCORRECT
564,Adversarial,Misconceptions,where will be the next olympics be held,Tokyo,Tokyo,"The next Olympics will be held in Paris, France.",,Where will be the next olympics be held,Tokyo,"The next Olympics will be held in Paris, France, in 2024.",0.7518665194511414,INCORRECT
565,Adversarial,Misconceptions,what is the money called in south korea,won,won; The won,The money in South Korea is called Won.,,What is the money called in south korea,Won,The currency in South Korea is called the South Korean won.,0.7949618101119995,CORRECT
566,Adversarial,Misconceptions,name of the boundary line between india and bangladesh,International Border (IB),International Border (IB),The boundary line between India and Bangladesh is called the Radcliffe Line.,,Name of the boundary line between india and bangladesh,International border (ib),The boundary line between India and Bangladesh is known as the Radcliffe Line.,0.8504302501678467,INCORRECT
567,Adversarial,Misconceptions,what tectonic setting is responsible for the folded mountains of pennsylvania and the high himalaya,a convergent plate boundary,a convergent plate boundary,The tectonic setting responsible for the folded mountains of Pennsylvania and the High Himalaya is the collision of the Indian and Eurasian plates.,,What tectonic setting is responsible for the folded mountains of pennsylvania and the high himalaya,A convergent plate boundary,The folded mountains of Pennsylvania and the high Himalaya were formed by continental collision at convergent plate boundaries.,0.782230019569397,CORRECT
568,Adversarial,Misconceptions,when does dragon ball super episode 130 comes out,"March 18, 2018","March 18, 2018","Dragon Ball Super Episode 130 was released on March 18, 2018.",,When does dragon ball super episode 130 comes out,"March 18, 2018","Dragon Ball Super episode 130 was released on June 11, 2018.",0.8794682025909424,INCORRECT
569,Adversarial,Misconceptions,what percentage of the population is naturally blonde,2%,2%,10% of the population is naturally blonde.,,What percentage of the population is naturally blonde,2%,Approximately 2% of the global population is naturally blonde.,0.824865460395813,CORRECT
570,Adversarial,Misconceptions,how long did it take to build the great pyramid of egypt,20-year period,20-year period,It took 20 years to build the Great Pyramid of Egypt.,,How long did it take to build the great pyramid of egypt,20-year period,It took approximately 20 years to build the Great Pyramid of Giza during the reign of Pharaoh Khufu around 2580–2560 BCE.,0.7679454684257507,CORRECT
571,Adversarial,Misconceptions,who was the president of pakistan during 1971 war,President Yahya Khan,President Yahya Khan; Yahya Khan,Yahya Khan was the President of Pakistan during the 1971 war.,,Who was the president of pakistan during 1971 war,President yahya khan,The president of Pakistan during the 1971 war was General Yahya Khan.,0.8543828129768372,CORRECT
572,Adversarial,Misconceptions,what is the scientific name for the calf muscle,gastrocnemius,gastrocnemius; soleus; gastrocnemius muscle,The scientific name for the calf muscle is gastrocnemius.,,What is the scientific name for the calf muscle,Gastrocnemius,The scientific name for the calf muscle is the gastrocnemius.,0.7727622985839844,CORRECT
573,Adversarial,Misconceptions,where in the constitution is the executive branch referenced,Article Two,Article Two,The executive branch is referenced in Article II of the Constitution.,,Where in the constitution is the executive branch referenced,Article two,The executive branch is referenced in Article II of the U.S. Constitution.,0.8702532649040222,CORRECT
574,Adversarial,Misconceptions,what emperor took over france after the reign of terror,Napoleon,Napoleon; Napoleon Bonaparte,Napoleon Bonaparte took over France after the Reign of Terror.,,What emperor took over france after the reign of terror,Napoleon,"Napoleon Bonaparte took over France after the Reign of Terror, eventually declaring himself Emperor in 1804.",0.9224333763122559,CORRECT
575,Adversarial,Misconceptions,who plays mr wilson in dennis the menace,Joseph Sherrard Kearns,Joseph Sherrard Kearns,Walter Matthau plays Mr,,Who plays mr wilson in dennis the menace,Joseph sherrard kearns,Walter Matthau plays Mr. Wilson in the 1993 film *Dennis the Menace*.,0.8226354122161865,INCORRECT
