Unnamed: 0,id,subj,prop,obj,subj_id,prop_id,obj_id,s_aliases,o_aliases,s_uri,o_uri,s_wiki_title,o_wiki_title,s_pop,o_pop,problem,answer,responses,logprobs,confidences,accuracies
5296,1747485,Faces,producer,John Cassavetes,772837,164,1640334,[],"[""John Nicholas Cassavetes""]",http://www.wikidata.org/entity/Q2241601,http://www.wikidata.org/entity/Q51488,Faces (1968 film),John Cassavetes,3356,53028,Who was the producer of Faces?,"[""John Cassavetes"", ""John Nicholas Cassavetes""]",The producer of the film *Faces* was John Cassavetes.,"[0, 0, 0, -0.019933408126235008, -0.7368478775024414, -0.00016225701256189495, -0.7152827382087708, -0.08090388029813766, -0.08624781668186188, -0.14992234110832214, 0, -0.6575818061828613, -0.23754878342151642, -0.012342492118477821, -0.019033296033740044, -0.5586536526679993, -0.039138734340667725, -0.3544079661369324, -0.6505081653594971, -0.0005916915251873434, -3.576279254957626e-07, -0.009584013372659683, -0.07892487943172455, -0.0010128977010026574, 0, -0.00093748391373083, -0.2751373052597046, -0.008491826243698597, -0.028041478246450424, 0, -0.0010738772107288241, -0.0016911015845835209, -0.2953838109970093, -5.006802894058637e-06, -1.1039628982543945, 0, 0, 0, 0, 0, 0, -0.6931471824645996, -0.00216545513831079, -1.0848104466276709e-05, -0.2154874950647354, -0.013670296408236027, -0.0004318096616771072, 0, 0, -0.0008009899174794555, -5.960466182841628e-07, -0.8882454037666321, 0, 0, 0, 0]",0.8678488212390334,CORRECT
3647,1666876,Asiana Airlines,country,South Korea,739611,182,2866409,"[""OZ"",""ASIANA"",""Seoul Airlines"",""Asiana Cargo"",""Asiana Airlines Inc.""]","[""Republic of Korea"",""ROK"",""kr"",""Rep. Korea"",""S. Korea"",""Korea Republic"",""\ud83c\uddf0\ud83c\uddf7"",""KOR""]",http://www.wikidata.org/entity/Q211165,http://www.wikidata.org/entity/Q884,Asiana Airlines,South Korea,15692,492668,In what country is Asiana Airlines?,"[""South Korea"", ""Republic of Korea"", ""ROK"", ""kr"", ""Rep. Korea"", ""S. Korea"", ""Korea Republic"", ""🇰🇷"", ""KOR""]",South Korea.,"[0, 0, 0, -0.1049521341919899, -0.9668991565704346, -0.01971283368766308, -0.013677668757736683, 0, 0, -0.02219260297715664, 0, 0, 0, 0, 0, -3.182938598911278e-05, -2.3841860752327193e-07, 0, 0]",0.942385982728694,CORRECT
10310,643468,Into the Woods,composer,Stephen Sondheim,270854,639,309398,[],"[""Stephen Joshua Sondheim""]",http://www.wikidata.org/entity/Q14847067,http://www.wikidata.org/entity/Q153579,Into the Woods (film),Stephen Sondheim,39224,57788,Who was the composer of Into the Woods?,"[""Stephen Sondheim"", ""Stephen Joshua Sondheim""]",Stephen Sondheim composed *Into the Woods*.,"[0, 0, 0, -0.05498543754220009, -0.6186131834983826, -1.0848104466276709e-05, -0.00015093035472091287, -0.02772798016667366, -0.0002556770050432533, -0.13629603385925293, -3.576279254957626e-07, -0.00038780338945798576, -2.2649790025752736e-06, 0, 0, 0, 0, 0, 0, 0, -0.03939785808324814, -0.0011310414411127567, 0, -0.0796976238489151, -1.1159454584121704, 0, -2.3126869564293884e-05, -7.152560215217818e-07, -0.00032191688660532236, 0]",0.9331727480874328,CORRECT
3312,3433773,Baker,country,United States of America,1480388,182,988513,"[""Baker, West Virginia""]","[""the United States of America"",""America"",""U.S.A."",""USA"",""U.S."",""US"",""the US"",""the USA"",""US of A"",""the United States"",""U. S. A."",""U. S."",""the States"",""the U.S."",""'Merica"",""U.S"",""United States"",""'Murica""]",http://www.wikidata.org/entity/Q4849099,http://www.wikidata.org/entity/Q30,"Baker, West Virginia",United States,367,1629691,In what country is Baker?,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",The country is the United States.,"[0, 0, 0, -1.3672305345535278, -0.0001667877077125013, -0.04710204526782036, -0.000873291224706918, -0.9977504014968872, -0.035903338342905045, -0.005638791713863611, -0.6148599982261658, -0.02336118184030056, -2.464245080947876, -0.08061368018388748, -0.15840357542037964, -0.08846984803676605, -0.14948800206184387, -0.427722305059433, -0.42665502429008484, -0.0003883996687363833, -0.0012478266144171357, -0.42145010828971863, -0.006972844246774912, -0.01617266610264778, -6.878612475702539e-05, -0.0026517470832914114, -0.9666670560836792, -1.2678114175796509, -2.5521621704101562, -1.5059120655059814, -2.8851821422576904, -0.0007258306723088026, -0.0033063055016100407, 0, -2.1384692192077637, -5.483642325998517e-06, 0, -2.6584024453768507e-05, -1.2559902667999268, -0.009219938889145851, -0.10500708222389221, -0.9375974535942078, -0.0856253057718277, -2.264589309692383, -0.0001328079670201987, -0.0007659745751880109, -0.37825438380241394, -0.00014067685697227716, -2.3841860752327193e-07, -1.2755474926962052e-05, 0, -5.960466182841628e-07, -0.03044191189110279, 0, 0, 0, 0, 0, -1.1149837970733643, -0.05653636157512665, -4.291543518775143e-06, 0, 0, -0.007099618203938007, 0, 0]",0.6856863584445249,CORRECT
11923,3237496,Afternoon,author,Ouida,1388770,484,869791,[],"[""Marie Louise de la Ram\u00e9e"",""Marie Louise Ram\u00e9"",""Marie Louise de la Ramee"",""Marie Louise Rame""]",http://www.wikidata.org/entity/Q4690771,http://www.wikidata.org/entity/Q258001,Afternoon (play),Ouida,52,2612,Who is the author of Afternoon?,"[""Ouida"", ""Marie Louise de la Ramée"", ""Marie Louise Ramé"", ""Marie Louise de la Ramee"", ""Marie Louise Rame""]",Stephen King.,"[0, 0, 0, -0.21700939536094666, -0.033484600484371185, -0.00023850661818869412, -0.375129371881485, 0, -1.0132840543519706e-05, 0, 0, -0.004725337959825993, -0.006024050991982222, 0, -0.1269271820783615, -0.28634560108184814, -4.768372718899627e-07, -0.11114265024662018, -1.8879904747009277, -1.3947584193374496e-05, -0.00014401519729290158, -2.1457903130794875e-05, -2.3841860752327193e-07, 0, 0, -2.217317342001479e-05, -2.4318991563632153e-05, -3.254466719226912e-05, -0.04021063446998596, -1.2517053619376384e-05, -7.152560215217818e-07, -0.5422385931015015, -7.880044722696766e-05, -2.321171283721924, -0.24507738649845123, -0.15522150695323944, -3.3573150634765625, -0.0005294890142977238, -5.4241696489043534e-05, 0, -0.018511833623051643, -0.0005952698993496597, -0.8113374710083008, -0.6793290972709656, -2.458890438079834, -1.6468315124511719, -6.8666908191517e-05, -1.3113030945532955e-06, 0, -7.629423635080457e-06, -0.0007986038108356297, -3.290230597485788e-05, -0.30663377046585083, -1.8358399756834842e-05, -2.861027041944908e-06, -0.5510368943214417, -0.00016666846931912005, -0.6892322897911072, -0.0002953846415039152, -0.017117135226726532, -0.10778813809156418, -0.2191573828458786, -0.5379449129104614, -0.03801262751221657, -0.001614084467291832, -4.769694805145264, -2.2649790025752736e-06, -0.12320058047771454, -9.536747711536009e-07, -0.01411161758005619, 0, -0.03976955637335777, 0, -4.768372718899627e-07, 0, 0, 0, 0, 0, -0.004703299608081579, -0.02025560289621353, 0, -4.410753263073275e-06, 0]",0.762576863880785,INCORRECT
12332,3337761,Ang Singsing ng Dalagang Marmol,author,Isabelo de los Reyes,1433633,484,1160390,[],"[""Isabelo de los Reyes Sr."",""Isabelo de los Reyes, Sr."",""Isabelo de los Reyes y Florentino""]",http://www.wikidata.org/entity/Q4761872,http://www.wikidata.org/entity/Q3550199,Ang Singsing ng Dalagang Marmol,Isabelo de los Reyes,260,4011,Who is the author of Ang Singsing ng Dalagang Marmol?,"[""Isabelo de los Reyes"", ""Isabelo de los Reyes Sr."", ""Isabelo de los Reyes, Sr."", ""Isabelo de los Reyes y Florentino""]",The author of *Ang Singsing ng Dalagang Marm,"[0, 0, 0, -0.09742147475481033, -1.4395853281021118, -1.5497327694902197e-05, -0.00016416466678492725, -0.0005662256153300405, -0.4007817506790161, -0.010766139253973961, -1.416679859161377, -0.015001560561358929, 0, 0, -0.06479872018098831, -1.1920930376163597e-07, 0, -0.013671685941517353, -0.013670055195689201, 0, -1.0013630344474223e-05, 0, -2.5033982637978625e-06, -2.145769485650817e-06, -2.3841860752327193e-07, -2.3841860752327193e-07, -9.298368240706623e-06, 0, 0, -0.00012839664123021066, -0.00395584711804986, -3.0293729305267334, -6.7949526965094265e-06, -0.624025285243988, -0.13931433856487274, 0, 0, -0.05983153358101845, 0, -2.3841860752327193e-07, -4.608524322509766, -3.433286474319175e-05, -0.00027070133364759386, -4.768372718899627e-07, -0.7751383781433105, 0, -0.011819197796285152, -2.2749857902526855, -0.012581365182995796, 0, -1.1920930376163597e-07, -0.08500759303569794, -7.391003236989491e-06, -1.379862666130066, -2.7418175250204513e-06, -1.1920930376163597e-07, -0.0030963027384132147, -0.0006632023141719401, -1.2979563474655151, -1.3589951777248643e-05, -0.18076254427433014, -3.1039092540740967, -3.448273181915283, -0.04921576753258705, -0.003403847338631749, -5.960466182841628e-07, -1.149893879890442, -0.0028569342102855444, -0.04653476923704147, -1.0848104466276709e-05, -0.0010487569961696863, -0.01367343869060278, -0.07040931284427643, -0.008099906146526337, 0, 0, -0.0023096629884094, 0, -0.7076619863510132, -0.009134159423410892, -0.1568261981010437, -2.217317342001479e-05, 0, 0, 0, 0, 0, 0, -0.0005547750624828041, -0.00046717110672034323, 0, -0.04015752300620079, 0, -0.11096108704805374, 0, -1.1920930376163597e-07, -2.622607780722319e-06, -1.1920930376163597e-07, -1.1920930376163597e-07, -0.009715392254292965]",0.7641764723971443,NOT_ATTEMPTED
9636,287873,The Right Stuff,screenwriter,Tom Wolfe,116335,533,752674,"[""Right Stuff""]","[""Thomas Kennerly, Jr. Wolfe"",""Thomas Kennerly \""Tom\"" Wolfe, Jr."",""Thomas Kennerly Wolfe""]",http://www.wikidata.org/entity/Q1197185,http://www.wikidata.org/entity/Q216195,The Right Stuff (film),Tom Wolfe,29298,21482,Who was the screenwriter for The Right Stuff?,"[""Tom Wolfe"", ""Thomas Kennerly, Jr. Wolfe"", ""Thomas Kennerly \""Tom\"" Wolfe, Jr."", ""Thomas Kennerly Wolfe""]",The screenplay for *The Right Stuff* was written by Philip Kaufman.,"[0, 0, 0, -0.027422664687037468, -0.2808932363986969, -0.09748133271932602, -0.0018449745839461684, -1.1920930376163597e-07, -0.007575103081762791, -0.006725045386701822, 0, 0, -0.44103580713272095, -2.254507064819336, -0.01997208036482334, -0.08527693152427673, -0.15502890944480896, -0.04350452870130539, -0.37833043932914734, -2.3841860752327193e-07, -0.5722876787185669, -7.033372639853042e-06, 0, -1.1494755744934082, -0.06399685144424438, 0, -0.669961154460907, 0, -1.0265189409255981, -0.0008249704260379076, -0.01159630436450243, -2.0997822284698486, 0, 0, 0, 0, 0, 0, -0.11093970388174057, -0.11196677386760712, -0.001613606815226376, -0.29483726620674133, 0, -1.0967314665322192e-05, -1.1920935776288388e-06, 0, 0, 0, 0, -0.00010037925676442683, -0.00938454084098339, 0, 0, 0, 0, 0]",0.8376166780547529,INCORRECT
10426,1824126,Lost,composer,Michael Giacchino,803757,639,320332,[],"[""Michael George Giacchino""]",http://www.wikidata.org/entity/Q23567,http://www.wikidata.org/entity/Q155124,Lost (TV series),Michael Giacchino,154447,44355,Who was the composer of Lost?,"[""Michael Giacchino"", ""Michael George Giacchino""]",The composer of *Lost* was Michael Giacchino.,"[0, 0, 0, -0.05955636873841286, -1.323281168937683, -1.0848104466276709e-05, -0.0009414215455763042, -0.2148294448852539, -0.3870622217655182, -2.0265599687263602e-06, -0.0664239302277565, -0.377358615398407, -0.001129251322709024, -0.02935716137290001, -1.2159421203250531e-05, 0, 0, 0, 0, -7.987054232216906e-06, -3.218656047465629e-06, 0, 0, 0, 0, 0, -0.05584470555186272, -1.1920930376163597e-07, 0, -0.07925975322723389, 0, 0, -0.05584382638335228, -7.152560215217818e-07, -0.009675850160419941, 0, 0, 0, 0, 0, 0]",0.9371680139672193,CORRECT
9413,5453541,Pilot,screenwriter,Greg Daniels,2425249,533,315279,"[""Parks and Recreation pilot""]","[""Gregory Martin Daniels""]",http://www.wikidata.org/entity/Q7194366,http://www.wikidata.org/entity/Q1544904,Pilot (Parks and Recreation),Greg Daniels,1368,35388,Who was the screenwriter for Pilot?,"[""Greg Daniels"", ""Gregory Martin Daniels"", ""Michael Schur"", ""Ken Tremendous""]",,"[0, 0, 0, -2.254514694213867, -2.622607780722319e-06, -0.3921924829483032, -0.0010344369802623987, -1.4961446523666382, 0, -0.003293089335784316, 0, 0, 0, -0.039397984743118286, 0, -0.02780182473361492, 0, -0.14407433569431305, -1.3113030945532955e-06, -0.022659284994006157, -0.02773447521030903, -0.02908853441476822, -1.6689314179529902e-06, -0.05596938356757164, -0.002331887371838093, -0.001899913651868701, -0.2838633060455322, 0, -0.2956121563911438, -0.0001044327873387374, -0.006269337143748999, -0.009091632440686226, -0.00151128473225981, -5.960466182841628e-07, -0.09058738499879837, -3.652662992477417, -0.06667403876781464, -0.003965600859373808, -0.5296127200126648, -2.229238634754438e-05, -3.0193653106689453, -1.7917940616607666, -0.5104642510414124, -0.12949495017528534, -0.001630024635232985, -2.622607780722319e-06, 0, 0, -0.8911591172218323, -0.00015963398618623614, 0, 0, 0, -0.015472283586859703, -0.40216514468193054, -0.04060938581824303, -0.002289171563461423, -0.0019368199864402413, -0.005055968649685383, -0.5408287644386292, -0.01887371949851513, -3.695494797284482e-06, -0.9662089347839355, -0.2856549322605133, -0.0005704002687707543, -5.364432581700385e-06, -0.4674925208091736, -0.006332677323371172, -0.0017887846333906054, -0.11590496450662613, -0.00626975717023015, -0.014278477989137173, -7.152560215217818e-07, -0.5633425116539001, -0.4338608980178833, -2.037036180496216, -0.18329845368862152, -0.01560431718826294, -2.277054786682129, -1.2732642889022827, -0.11093471199274063, -5.1022878324147314e-05, -0.0016763544408604503, -2.5205743312835693, -0.20307137072086334, -0.006577739492058754, -0.004099415615200996, -0.30120134353637695, -0.33034420013427734, -0.015652751550078392, -0.9711278676986694, -3.695494797284482e-06, -0.00036532399826683104, -0.0006621287320740521, -0.009591596201062202, -0.3251435160636902, -0.7022764086723328, -1.7530256509780884, -0.02700813114643097, -0.3662470877170563]",0.7181546889038863,NOT_ATTEMPTED
10053,1943070,The Falls,composer,Michael Nyman,854272,639,1034213,"[""Falls""]","[""Michael Laurence Nyman""]",http://www.wikidata.org/entity/Q2525174,http://www.wikidata.org/entity/Q313639,The Falls,Michael Nyman,1550,7305,Who was the composer of The Falls?,"[""Michael Nyman"", ""Michael Laurence Nyman""]",,"[0, 0, 0, -0.22210754454135895, -1.5432759523391724, -0.00028524891240522265, -0.11093224585056305, -0.028840165585279465, -0.00027809434686787426, -0.00044337802683003247, -0.0008111308561637998, -0.12997302412986755, 0, -0.0838569849729538, -1.096529245376587, -0.14635469019412994, -3.576279254957626e-07, -0.003297873307019472, -0.03859373554587364, 0, -2.3841860752327193e-07, 0, -0.02862025424838066, -0.0014077195664867759, -0.03387303277850151, -3.0637256713816896e-05, -0.04170461744070053, -5.364432581700385e-06, -0.03212045505642891, -4.708877895609476e-05, -0.00015462639566976577, -0.00018973958503920585, -0.26162290573120117, -0.15053223073482513, -0.17278896272182465, -0.0407843291759491, -0.7913768887519836, -0.3094216287136078, -0.21546657383441925, -0.0006689878646284342, -0.005930450279265642, -0.005271116737276316, -1.743178367614746, -1.6418942213058472, -0.4724041223526001, 0, 0, -0.1220245361328125, -0.07623828202486038, -1.2366054058074951, -0.009343448095023632, -0.005808860529214144, -0.257203072309494, -0.04022013023495674, -0.01202923059463501, -1.6094868183135986, -0.9177343249320984, -0.00404447503387928, -0.003484591143205762, -1.292771577835083, -1.991060495376587, 0, -1.6004482507705688, -0.005255118478089571, -9.27491273614578e-05, -0.0016134873731061816, -1.4291763305664062, -1.5974172129062936e-05, 0, -0.0010759059805423021, 0, -4.0531240301788785e-06, -0.0067158043384552, -0.3778531849384308, -1.2110416889190674, -1.1734349727630615, -1.9113472700119019, -1.0359745025634766, -0.004431336186826229, -2.107043981552124, -7.152560215217818e-07, -0.00859161838889122, -0.00015701095981057733, -0.00041511328890919685, -0.0007934737368486822, -0.5770699977874756, -0.6977275609970093, -2.256389856338501, -0.10486958920955658, -0.007637925911694765, -0.026125309988856316, -6.290740013122559, -0.02341829240322113, -0.003517728066071868, -5.958147048950195, -4.4796953201293945, -2.3841860752327193e-07, -1.3291211128234863, -2.1493725776672363, -0.25665920972824097]",0.5947042605838453,NOT_ATTEMPTED
7950,1846419,City of Brussels,capital of,Flemish Community,812577,97,2898849,"[""Brussels City"",""Brussels, Belgium"",""Bruxelles"",""Brussel"",""Stad Brussel"",""Ville de Bruxelles"",""02"",""BXL"",""Bru"",""Brussels""]","[""Flanders"",""Vlaamse Gemeenschap""]",http://www.wikidata.org/entity/Q239,http://www.wikidata.org/entity/Q9331,City of Brussels,Flemish Community,26794,7181,What is City of Brussels the capital of?,"[""Flanders"", ""Flemish Region"", ""Vlaanderen"", ""Vlaams Gewest"", ""Brussels Capital Region"", ""Brussels Region"", ""Brussels"", ""BE-BRU"", ""Bruxelles-Capitale"", ""BXL"", ""20e"", ""04000"", ""BHG"", ""Brussel"", ""Brussels Gewest"", ""Bruxelles"", ""Brussel-Hoofdstad"", ""Région Bruxellois"", ""Brussels-Capital Region"", ""Belgium"", ""Kingdom of Belgium"", ""BEL"", ""be"", ""🇧🇪"", ""BE"", ""European Union"", ""EU"", ""E.U."", ""eu"", ""🇪🇺"", ""Europe"", ""Union"", ""French Community of Belgium"", ""Fédération Wallonie-Bruxelles"", ""Wallonia-Brussels Federation"", ""Communauté française"", ""Franse Gemeenschap"", ""Federation Wallonie-Bruxelles"", ""Federation Wallonia-Brussels"", ""Flemish Community"", ""Flanders"", ""Vlaamse Gemeenschap""]",City of Brussels is the capital of Belgium.,"[0, 0, 0, -0.08216632902622223, -0.40979692339897156, -0.00010180991375818849, -0.006775272078812122, 0, 0, 0, -0.006715324241667986, 0, 0, 0, -0.0013519719941541553, -0.00990891084074974, 0, 0, 0, 0, 0, -0.2612987756729126, -1.1920930376163597e-07, -0.0011293706484138966, -4.529963462118758e-06, 0, 0, 0, -8.344653679159819e-07, 0, 0]",0.9751762039573939,CORRECT
8061,4097508,Fears,screenwriter,Steven Levitan,1793710,533,1786203,[],[],http://www.wikidata.org/entity/Q5439508,http://www.wikidata.org/entity/Q542414,Fears (Modern Family),Steven Levitan,675,7404,Who was the screenwriter for Fears?,"[""Steven Levitan""]",,"[0, 0, 0, -0.15766862034797668, -0.06686099618673325, -0.0019353866809979081, -0.12596814334392548, 0, 0, -0.007379633840173483, 0, 0, -0.16077078878879547, -0.07976450026035309, 0, -0.3076276481151581, -0.39853978157043457, -0.0029996875673532486, -0.0007907893741503358, 0, -0.00018985880888067186, -0.09926458448171616, -0.039584681391716, -0.15793496370315552, -0.012093419209122658, -0.00011039389210054651, -2.7957499027252197, -1.561653880344238e-05, -7.152560215217818e-07, -0.013067798689007759, -0.0001895011228043586, 0, -2.217317342001479e-05, -0.18305771052837372, -0.004925260320305824, -0.02848636731505394, -0.2267775982618332, -0.008671339601278305, -4.771027088165283, 0, -0.8884650468826294, -0.1932295709848404, -0.07105838507413864, -0.06697169691324234, -0.0008952451171353459, -0.00038875744212418795, 0, -0.111945241689682, -1.0172977447509766, 0, -0.5282217264175415, -4.537713527679443, -0.7805266380310059, -0.7145829200744629, 0, -0.01428930088877678, -3.576279254957626e-07, -0.003293089335784316, -0.08839574456214905, -2.217317342001479e-05, -0.2540484070777893, -0.09101118892431259, -2.2135729789733887, -0.31200432777404785, -0.0005365260876715183, -0.0002286099479533732, 0, -0.04396824911236763, -0.23612815141677856, -0.9614280462265015, -0.08316192030906677, -0.003288723761215806, -0.0003262098180130124, -1.1920930376163597e-07, -4.410753263073275e-06, -1.6812708377838135, -0.009958936832845211, -0.029158491641283035, -0.05244779214262962, -0.03923512250185013, -0.1226193979382515, -5.364432581700385e-06, -3.9153482913970947, -0.16271646320819855, -2.399122714996338, -9.370288898935542e-05, -11.525918960571289, -0.9026105999946594, -2.3841860752327193e-07, -0.010290760546922684, -0.029590249061584473, -1.2194281816482544, -1.1127549409866333, -0.48582398891448975, -1.2891647815704346, -0.41388627886772156, -0.3229323923587799, -2.2733023166656494, -0.7266348004341125, -1.000291109085083]",0.591004961214168,NOT_ATTEMPTED
14005,1722391,Scotland,capital,Edinburgh,761210,422,799769,"[""Alba"",""Scotland, United Kingdom"",""SCT"",""Caledonia"",""Scot""]","[""Edinburg"",""Edinburgh, Scotland"",""City of Edinburgh"",""Edina"",""Modern Athens""]",http://www.wikidata.org/entity/Q22,http://www.wikidata.org/entity/Q23436,Scotland,Edinburgh,322949,114880,What is the capital of Scotland?,"[""Edinburgh"", ""Edinburg"", ""Edinburgh, Scotland"", ""City of Edinburgh"", ""Edina"", ""Modern Athens""]",The capital of Scotland is Edinburgh.,"[0, 0, 0, -2.460723876953125, -0.2577182948589325, -0.006715444382280111, -0.006326979026198387, -0.21484732627868652, -1.1920930376163597e-07, 0, 0, 0, 0, 0, -0.014244560152292252, 0, 0, 0, 0, -1.1920930376163597e-07, 0, 0]",0.8740902313766128,CORRECT
13106,4089904,Falling,author,Anne Provoost,1789640,484,1372761,"[""Vallen""]",[],http://www.wikidata.org/entity/Q5432294,http://www.wikidata.org/entity/Q466234,Falling (Provoost novel),Anne Provoost,83,201,Who is the author of Falling?,"[""Anne Provoost""]",The novel *,"[0, 0, 0, -0.41796544194221497, -0.4809090197086334, -0.0003798729449044913, -0.014531119726598263, 0, -0.03939947113394737, 0, 0, -0.00021155926515348256, -0.19703032076358795, 0, -0.01144731417298317, -0.15543287992477417, -0.009350788779556751, -0.010025160387158394, -8.344653679159819e-07, -0.00943026877939701, -1.7881409348774469e-06, 0, -2.3841860752327193e-07, -9.310679160989821e-05, -0.7801647186279297, -0.7251243591308594, -0.00019069343397859484, 0, -0.25517427921295166, -6.49711728328839e-05, -0.0008479374228045344, -0.003396909683942795, -4.768372718899627e-07, 0, 0, -0.171724334359169, -0.0001673838560236618, -1.1558438539505005, -0.46857205033302307, -3.576279254957626e-07, -2.3841860752327193e-07, -0.11869794130325317, -7.74863383412594e-06, -1.3507740497589111, -5.602852525044e-06, -0.003903966164216399, -0.006732185836881399, -2.3841860752327193e-07, 0, -1.1920930376163597e-07, -0.0018205515807494521, -6.527200222015381, -0.07860004901885986, -4.768372718899627e-07, -0.0701618418097496, -0.15508508682250977, -1.4543638826580718e-05, -4.768372718899627e-07, -7.987054232216906e-06, -1.0728893357736524e-05, -7.909302711486816, -0.8923444747924805, -0.17917120456695557, -8.344653679159819e-07, -0.0019907488021999598, 0, -0.000947387597989291, -0.34103772044181824, -1.9898015260696411, -0.12246888130903244, -0.023625770583748817, -0.21569350361824036, 0, 0, -0.2951277196407318, -0.10055077075958252, -0.1507275104522705, 0, -0.2548218369483948, -0.0397920086979866, -0.006052954588085413, -0.0007956211920827627, -0.008807709440588951, -0.023247092962265015, 0, 0, -5.960466182841628e-07, -0.5496297478675842, -0.0670061782002449, -7.629423635080457e-06, -0.0037534255534410477, 0, 0, 0, 0, 0, 0, -1.1920930376163597e-07, -0.004703299608081579, -0.21615855395793915]",0.7663006206740992,NOT_ATTEMPTED
6631,2999897,From Time to Time,director,Julian Fellowes,1284649,526,1102868,[],"[""Julian Fellowes, Baron Fellowes of West Stafford"",""The Lord Fellowes of West Stafford"",""Baron Fellowes of West Stafford"",""Julian Kitchener-Fellowes"",""Julian Kitchener-Fellowes, Baron Fellowes of West Stafford"",""Julian Alexander Kitchener-Fellowes, Baron Fellowes of West Stafford""]",http://www.wikidata.org/entity/Q4198249,http://www.wikidata.org/entity/Q336018,From Time to Time (film),Julian Fellowes,1996,33676,Who was the director of From Time to Time?,"[""Julian Fellowes"", ""Julian Fellowes, Baron Fellowes of West Stafford"", ""The Lord Fellowes of West Stafford"", ""Baron Fellowes of West Stafford"", ""Julian Kitchener-Fellowes"", ""Julian Kitchener-Fellowes, Baron Fellowes of West Stafford"", ""Julian Alexander Kitchener-Fellowes, Baron Fellowes of West Stafford""]",The director of *From Time to Time* was Julian Fellowes.,"[0, 0, 0, -0.02032008022069931, -0.1689133495092392, -0.004716354887932539, -0.07955414056777954, -1.0728841743912199e-06, -0.010098312050104141, 0, -1.1920930376163597e-07, 0, 0, -0.11093271523714066, -2.0821616649627686, -0.39847585558891296, -0.01595667377114296, -0.21623899042606354, -0.002071975963190198, -0.8980519771575928, -0.46869099140167236, 0, -0.004260483663529158, -0.025365957990288734, 0, -9.27491273614578e-05, -1.6546859741210938, -0.0008105343440547585, -1.1920930376163597e-07, -3.695494797284482e-06, 0, 0, 0, 0, 0, 0, -0.00018544725026004016, -0.05659268796443939, 0, -0.0004536346241366118, 0, -1.7404707250534557e-05, 0, -9.536747711536009e-07, 0, -0.15502320230007172, -4.768372718899627e-07, -0.0001895011228043586, 0, 0, 0]",0.8825165064108303,CORRECT
3169,1448737,Madame de Pompadour,father,Charles François Paul Le Normant de Tournehem,647720,257,1965271,"[""Jeanne-Antoinette Poisson"",""Jeanne Antoinette Poisson d' Etoilles"",""Marquise Jeanne Antoinette Poisson"",""Jeanne Antoinette d'Etioles, Marquise de Poisson"",""Jeanne Antoinette Poisson d'Etioles"",""Jeanne Antoinette Poisson Pompadour"",""Reinette Poisson"",""Jeanne Antoinette Poisson, Marquise de Pompadour"",""Jeanne Antoinette d'Etioles, Marquise de Pompadour"",""Jeanne Antoinette Poisson"",""Jeanne Antoinette Lenormand d'Etioles"",""Jeanne Antoinette Poisson Lenormand d'Etioles"",""Jeanne Antoinette Poisson Lenormand d' Etioles"",""Marquise de Pompadour"",""Marquise de Pompadour Jeanne Antoinette Poisson"",""Jeanne Antoinette d'Etoiles Pompadour"",""Madame De Pompadour"",""Marquise De Pompadour"",""Jeanne Antoinette D'Etioles, Marquise De Pompadour"",""M.e Pompadour"",""M.e De Pompadour"",""Mad.e De Pompadour"",""Jeanne Antoinette d'Etioles Pompadour Marquise de""]",[],http://www.wikidata.org/entity/Q188965,http://www.wikidata.org/entity/Q584267,Madame de Pompadour,Charles François Paul Le Normant de Tournehem,28082,250,Who is the father of Madame de Pompadour?,"[""Charles François Paul Le Normant de Tournehem""]",François Poisson.,"[0, 0, 0, -0.018381236121058464, -1.2269575595855713, -0.0002327832335140556, -0.1827061027288437, -0.6977025270462036, 0, 0, -0.001038733054883778, -0.023382658138871193, -0.49233147501945496, -1.1920930376163597e-07, -0.02003629505634308, -0.019170965999364853, -0.1975153088569641, -0.003679779125377536, -0.048087768256664276, -0.0005545365274883807, 0, 0, 0, 0, 0, -0.11998949944972992, 0, -0.001635636668652296, 0, 0, -0.0023053614422678947, 0]",0.9089266457574109,INCORRECT
