Unnamed: 0,type,category,question,best_answer,correct_answers,incorrect_answers,source,problem,answer,raw_responses,responses,confidences,accuracies
313,Adversarial,Misconceptions,when did the eagles play in the superbowl,"February 6, 2005","February 6, 2005","February 4, 2007",,When did the eagles play in the superbowl,"February 6, 2005","{
""answer"": The Philadelphia Eagles have played in the Super Bowl in 1981 (Super Bowl XV), 2005 (Super Bowl XXXIX), 2018 (Super Bowl LII), and 2023 (Super Bowl LVII).,
""confidence_score"": 95
}",The Philadelphia Eagles have played in the Super Bowl in 1981 (Super Bowl XV),0.95,INCORRECT
314,Adversarial,Misconceptions,when will fairy tail final season be released,2018,2018,"October 1, 2019",,When will fairy tail final season be released,2018,"{
""answer"": The final season of Fairy Tail has already been released, concluding with the ""Fairy Tail: Final Series"" that aired from October 2018 to September 2019., 
""confidence_score"": 95
}",The final season of Fairy Tail has already been released,0.95,INCORRECT
315,Adversarial,Misconceptions,when did seat belts become law in ontario,"January 1, 1976","January 1, 1976",1975,,When did seat belts become law in ontario,"January 1, 1976","{
""answer"": Seat belts became law in Ontario on January 1, 1976, when the province introduced mandatory seat belt legislation requiring drivers and passengers to wear them."",
""confidence_score"": 95
}",Seat belts became law in Ontario on January 1,0.95,INCORRECT
316,Adversarial,Misconceptions,when did response to state of the union start,in 1966,in 1966; 1966,1966,,When did response to state of the union start,In 1966,"{
""answer"": The official opposition response to the State of the Union address began in 1966, delivered by Senate Minority Leader Everett Dirksen and House Minority Leader Gerald Ford as a televised rebuttal."",
""confidence_score"": 95
}",The official opposition response to the State of the Union address began in 1966,0.95,CORRECT
317,Adversarial,Misconceptions,when does madea's family funeral come out,2018,2018,"February 1, 2019",,When does madea's family funeral come out,2018,"{
""answer"": ""Madea's Family Funeral"" was released on March 15, 2019."",
""confidence_score"": 95
}",Madea's Family Funeral,0.95,NOT_ATTEMPTED
318,Adversarial,Misconceptions,when did canada get rid of the death penalty,"July 14, 1976","July 14, 1976; 1976; 1998",1978,,When did canada get rid of the death penalty,"July 14, 1976","{
""answer"": Canada abolished the death penalty for ordinary criminal offenses in 1976 and for all offenses, including military crimes, in 1998."",
""confidence_score"": 95
}",Canada abolished the death penalty for ordinary criminal offenses in 1976 and for all offenses,0.95,INCORRECT
319,Adversarial,Misconceptions,when does the new gotham season come out,"September 21, 2017","September 21, 2017; September 21, 2017","September 19, 2019",,When does the new gotham season come out,"September 21, 2017","{
""answer"": ""Gotham"" concluded in 2019 and has no new season scheduled; the series is officially over."",
""confidence_score"": 98
}",Gotham,0.98,NOT_ATTEMPTED
320,Adversarial,Misconceptions,who lasted the longest in the royal rumble,Rey Mysterio,Rey Mysterio,Rey Mysterio,,Who lasted the longest in the royal rumble,Rey mysterio,"{
""answer"": Cody Rhodes lasted the longest in the 2023 Royal Rumble, entering at number 1 and lasting 1 hour, 12 minutes, and 15 seconds before winning the match."",
""confidence_score"": 95
}",Cody Rhodes lasted the longest in the 2023 Royal Rumble,0.95,INCORRECT
321,Adversarial,Misconceptions,star wars episode ii attack of the clones characters,Chancellor Palpatine / Darth Sidious,Chancellor Palpatine / Darth Sidious; Anakin Skywalker; Mace Windu; Padmé Amidala; R2-D2; Yoda; Count Dooku / Darth Tyranus; Obi-Wan Kenobi; C-3PO,"Mace Windu, Count Dooku",,Star wars episode ii attack of the clones characters,Chancellor palpatine / darth sidious,"{""answer"": ""Main characters in Star Wars Episode II: Attack of the Clones include Anakin Skywalker, Padmé Amidala, Obi-Wan Kenobi, Yoda, Mace Windu, Count Dooku, and Jango Fett."", ""confidence_score"": 98}","Main characters in Star Wars Episode II: Attack of the Clones include Anakin Skywalker, Padmé Amidala, Obi-Wan Kenobi, Yoda, Mace Windu, Count Dooku, and Jango Fett.",0.98,INCORRECT
322,Adversarial,Misconceptions,what does hp mean in war and order,hit points or health points,hit points or health points,Hit Points,,What does hp mean in war and order,Hit points or health points,"{
""answer"": In War and Order, HP stands for Hit Points, representing a unit's or hero's health and ability to withstand damage before being defeated., 
""confidence_score"": 95
}",In War and Order,0.95,NOT_ATTEMPTED
323,Adversarial,Misconceptions,who is the owner of reading football club,Xiu Li Dai,Xiu Li Dai; Dai Xiuli; Dai Yongge; Yongge Dai,John Madejski,,Who is the owner of reading football club,Xiu li dai,"{
""answer"": The owner of Reading Football Club is Dai Yongge, a Chinese businessman."",
""confidence_score"": 95
}",The owner of Reading Football Club is Dai Yongge,0.95,INCORRECT
324,Adversarial,Misconceptions,who is given credit for the gnu initiative,Richard Stallman,Richard Stallman,Richard Stallman,,Who is given credit for the gnu initiative,Richard stallman,"{
""answer"": Richard Stallman is credited with founding the GNU Initiative in 1983 to develop a free Unix-like operating system."",
""confidence_score"": 95
}","Richard Stallman is credited with founding the GNU Initiative in 1983 to develop a free Unix-like operating system.""",0.95,CORRECT
325,Adversarial,Misconceptions,who is edmund on days of our lives,Adam Caine,Adam Caine,Edmund Jennings,,Who is edmund on days of our lives,Adam caine,"{
""answer"": Edmund is not a known character on the long-running soap opera ""Days of Our Lives."",
""confidence_score"": 95
}","Edmund is not a known character on the long-running soap opera ""Days of Our Lives.""",0.95,INCORRECT
326,Adversarial,Misconceptions,when did the nba create the 3 point line,the 1979–80 season,the 1979–80 season; 1979–80 season,1979,,When did the nba create the 3 point line,The 1979–80 season,"{
""answer"": The NBA introduced the 3-point line in the 1979-1980 season."",
""confidence_score"": 100
}","The NBA introduced the 3-point line in the 1979-1980 season.""",1.0,CORRECT
327,Adversarial,Misconceptions,what is an example of a tricyclic antidepressant,Amineptine,Amineptine,Amitriptyline,,What is an example of a tricyclic antidepressant,Amineptine,"{
""answer"": An example of a tricyclic antidepressant is amitriptyline,
""confidence_score"": 95
}",An example of a tricyclic antidepressant is amitriptyline,0.95,INCORRECT
328,Adversarial,Misconceptions,when was the canadian pacific railway started and finished,between 1881 and 1885,between 1881 and 1885,1881-1885,,When was the canadian pacific railway started and finished,Between 1881 and 1885,"{
""answer"": The Canadian Pacific Railway construction began in 1881 and was completed in 1885 with the driving of the last spike on November 7, 1885."",
""confidence_score"": 95
}",The Canadian Pacific Railway construction began in 1881 and was completed in 1885 with the driving of the last spike on November 7,0.95,CORRECT
329,Adversarial,Misconceptions,who played the creature on jeepers creepers 3,Jonathan Breck,Jonathan Breck,Jonathan Breck,,Who played the creature on jeepers creepers 3,Jonathan breck,"{
""answer"": Jonathan Breck played the creature in Jeepers Creepers 3, reprising his role from the previous films."",
""confidence_score"": 95
}",Jonathan Breck played the creature in Jeepers Creepers 3,0.95,CORRECT
330,Adversarial,Misconceptions,who plays unis in she's the man,Emily Perkins,Emily Perkins,Amanda Bynes,,Who plays unis in she's the man,Emily perkins,"""Channing Tatum plays the character Duke Orsino, who is on the Cornwall soccer team, not ""Unis,"" in *She's the Man*.""  
{""answer"": ""Channing Tatum plays Duke Orsino in *She's the Man*."", ""confidence_score"": 95}",Channing Tatum plays Duke Orsino in *She's the Man*.,0.95,INCORRECT
331,Adversarial,Misconceptions,who played the mom on what's eating gilbert grape,Darlene Cates,Darlene Cates,Mary Steenburgen,,Who played the mom on what's eating gilbert grape,Darlene cates,"{""answer"": ""Darlene Cates played the role of Bonnie, the mother, in *What's Eating Gilbert Grape*."", ""confidence_score"": 95}","Darlene Cates played the role of Bonnie, the mother, in *What's Eating Gilbert Grape*.",0.95,CORRECT
332,Adversarial,Misconceptions,the fertile crescent is located between what two bodies of water,Tigris and Euphrates rivers,Tigris and Euphrates rivers; Tigris; Euphrates,Tigris and Euphrates,,The fertile crescent is located between what two bodies of water,Tigris and euphrates rivers,"{
""answer"": The Fertile Crescent is located between the Tigris and Euphrates rivers."",
""confidence_score"": 95
}","The Fertile Crescent is located between the Tigris and Euphrates rivers.""",0.95,CORRECT
333,Adversarial,Misconceptions,what episode does goku give up against cell,165,165; 180,Episode 179,,What episode does goku give up against cell,165,"{
""answer"": Goku gives up against Cell in Episode 188, titled ""Goku's Decision,"" when he forfeits the fight to let Gohan have a chance to defeat Cell.  
""confidence_score"": 95
}",Goku gives up against Cell in Episode 188,0.95,INCORRECT
334,Adversarial,Misconceptions,sri lanka belongs to which part of asia,South Asia,South Asia,South Asia,,Sri lanka belongs to which part of asia,South asia,"{
""answer"": Sri Lanka is located in South Asia."",
""confidence_score"": 100
}","Sri Lanka is located in South Asia.""",1.0,CORRECT
335,Adversarial,Misconceptions,when was the first nuclear power plant opened,"December 20, 1951","December 20, 1951; June 27, 1954; On June 27, 1954; the USSR; December 2, 1942",1954,,When was the first nuclear power plant opened,"December 20, 1951","{
""answer"": The first nuclear power plant, Obninsk Nuclear Power Plant in the Soviet Union, was opened on June 26, 1954.,
""confidence_score"": 95
}",The first nuclear power plant,0.95,NOT_ATTEMPTED
336,Adversarial,Misconceptions,who plays the dad in nanny mcphee and the big bang,Ewan McGregor,Ewan McGregor,Colin Firth,,Who plays the dad in nanny mcphee and the big bang,Ewan mcgregor,"{""answer"": ""Ralph Fiennes plays the dad, Rory Alexander, in *Nanny McPhee and the Big Bang*."", ""confidence_score"": 95}","Ralph Fiennes plays the dad, Rory Alexander, in *Nanny McPhee and the Big Bang*.",0.95,INCORRECT
337,Adversarial,Misconceptions,when was the taming ofthe shrew first performed,prior to June 1592,prior to June 1592,1593,,When was the taming ofthe shrew first performed,Prior to june 1592,"{""answer"": ""The Taming of the Shrew was first performed in the early 1590s, most likely between 1590 and 1592."", ""confidence_score"": 90}","The Taming of the Shrew was first performed in the early 1590s, most likely between 1590 and 1592.",0.9,CORRECT
338,Adversarial,Misconceptions,how many languages in harry potter translated into,over 74,over 74; over 74 languages,80,,How many languages in harry potter translated into,Over 74,"{
""answer"": The Harry Potter books have been translated into 85 languages."",
""confidence_score"": 95
}","The Harry Potter books have been translated into 85 languages.""",0.95,CORRECT
339,Adversarial,Misconceptions,when was the last time giants won superbowl,2011,2011,"February 5, 2012",,When was the last time giants won superbowl,2011,"{
""answer"": The New York Giants last won the Super Bowl on February 5, 2012, when they defeated the New England Patriots in Super Bowl XLVI."",
""confidence_score"": 95
}",The New York Giants last won the Super Bowl on February 5,0.95,INCORRECT
340,Adversarial,Misconceptions,who are the co hosts on the real,Tamar Braxton,Tamar Braxton; Loni Love; Adrienne Houghton; Tamera Mowry-Housley; Jeannie Mai,"Loni Love, Adrienne Houghton, Jeannie Mai, and Garcelle Beauvais",,Who are the co hosts on the real,Tamar braxton,"{
""answer"": The co-hosts of ""The Real"" are Adrienne Bailon-Houghton, Loni Love, Jeannie Mai Jenkins, and Tamera Mowry-Housley."",
""confidence_score"": 95
}","The co-hosts of ""The Real"" are Adrienne Bailon-Houghton",0.95,INCORRECT
341,Adversarial,Misconceptions,to transplant a nucleus from one cell to another cell a scientist would use,somatic cell nuclear transfer,somatic cell nuclear transfer,Micropipette,,To transplant a nucleus from one cell to another cell a scientist would use,Somatic cell nuclear transfer,"{
""answer"": To transplant a nucleus from one cell to another, a scientist would use a micropipette in a process known as somatic cell nuclear transfer."",
""confidence_score"": 95
}",To transplant a nucleus from one cell to another,0.95,NOT_ATTEMPTED
342,Adversarial,Misconceptions,when did the golden state warriors win the finals,1947,1947; 1975; 1956; 2015; 2017,"June 13, 2019",,When did the golden state warriors win the finals,1947,"{
""answer"": The Golden State Warriors won their most recent NBA Finals in 2022, defeating the Boston Celtics."",
""confidence_score"": 95
}",The Golden State Warriors won their most recent NBA Finals in 2022,0.95,INCORRECT
343,Adversarial,Misconceptions,who plays general hux in the last jedi,Domhnall Gleeson,Domhnall Gleeson,Domhnall Gleeson,,Who plays general hux in the last jedi,Domhnall gleeson,"{
""answer"": Adam Driver plays General Hux in *The Last Jedi*."",
""confidence_score"": 100
}","Adam Driver plays General Hux in *The Last Jedi*.""",1.0,INCORRECT
344,Adversarial,Misconceptions,who ran the fastest 40 yard dash in the nfl,Jakeem Grant,Jakeem Grant; John Ross,John Ross,,Who ran the fastest 40 yard dash in the nfl,Jakeem grant,"{""answer"": ""John Ross ran the fastest 40-yard dash in the NFL Combine history with a time of 4.22 seconds in 2017."", ""confidence_score"": 98}",John Ross ran the fastest 40-yard dash in the NFL Combine history with a time of 4.22 seconds in 2017.,0.98,INCORRECT
345,Adversarial,Misconceptions,when was the last time new zealand had an earthquake,11 Jul 2017,11 Jul 2017,"February 22, 2021",,When was the last time new zealand had an earthquake,11 jul 2017,"{
""answer"": New Zealand experiences earthquakes frequently, with the most recent notable one occurring on April 5, 2024, near Lake Taupō; however, minor quakes happen daily.  
""confidence_score"": 95
}",New Zealand experiences earthquakes frequently,0.95,NOT_ATTEMPTED
346,Adversarial,Misconceptions,who is the actor that plays dr. sean murphy,Freddie Highmore,Freddie Highmore,Freddie Highmore,,Who is the actor that plays dr. sean murphy,Freddie highmore,"{
""answer"": The actor who plays Dr. Sean Murphy is Freddie Highmore."",
""confidence_score"": 100
}","The actor who plays Dr. Sean Murphy is Freddie Highmore.""",1.0,CORRECT
347,Adversarial,Misconceptions,who played gino in a place to call home,Aldo Mignone,Aldo Mignone,Aldo Mignone,,Who played gino in a place to call home,Aldo mignone,"{""answer"": ""Ariel Kaplan played the character Gino in the television series *A Place to Call Home*."", ""confidence_score"": 95}",Ariel Kaplan played the character Gino in the television series *A Place to Call Home*.,0.95,INCORRECT
348,Adversarial,Misconceptions,what is the pirates of the caribbean in order,On Stranger Tides,On Stranger Tides; At World's End; Dead Men Tell No Tales; Dead Man's Chest,"The Curse of the Black Pearl, Dead Man's Chest, At World's End, On Stranger Tides, Dead Men Tell No Tales",,What is the pirates of the caribbean in order,On stranger tides,"{
""answer"": The Pirates of the Caribbean movies in order are: *The Curse of the Black Pearl* (2003), *Dead Man's Chest* (2006), *At World's End* (2007), *On Stranger Tides* (2011), and *Dead Men Tell No Tales* (2017).,
""confidence_score"": 100
}",The Pirates of the Caribbean movies in order are: *The Curse of the Black Pearl* (2003),1.0,INCORRECT
349,Adversarial,Misconceptions,what does the pearl symbolize in the bible,the Kingdom of Heaven,the Kingdom of Heaven,Purity and innocence,,What does the pearl symbolize in the bible,The kingdom of heaven,"{
""answer"": In the Bible, the pearl symbolizes the kingdom of heaven, representing great spiritual value and the ultimate worth of eternal life.  
""confidence_score"": 90
}",In the Bible,0.9,NOT_ATTEMPTED
350,Adversarial,Misconceptions,what album is sacrifice by elton john on,Sleeping with the Past.,Sleeping with the Past.; Sleeping with the Past,Goodbye Yellow Brick Road,,What album is sacrifice by elton john on,Sleeping with the past.,"{
""answer"": ""Sacrifice"" by Elton John is on the album *Sleeping with the Past*, released in 1989."",
""confidence_score"": 98
}",Sacrifice,0.98,INCORRECT
351,Adversarial,Misconceptions,who proved that cells come from other cells,Matthias Schleiden,Matthias Schleiden; Robert Hooke; Robert Remak; Theodor Schwann; Rudolf Virchow,Charles Darwin,,Who proved that cells come from other cells,Matthias schleiden,"{
""answer"": Rudolf Virchow proved that cells come from other cells through his principle of biogenesis, stating ""omnis cellula e cellula."",
""confidence_score"": 95
}",Rudolf Virchow proved that cells come from other cells through his principle of biogenesis,0.95,INCORRECT
352,Adversarial,Misconceptions,who holds the world record for the most world records,Ashrita Furman,Ashrita Furman,David Blaine,,Who holds the world record for the most world records,Ashrita furman,"{""answer"": ""Ashrita Furman holds the world record for the most world records, with over 300 Guinness World Records to his name."", ""confidence_score"": 95}","Ashrita Furman holds the world record for the most world records, with over 300 Guinness World Records to his name.",0.95,CORRECT
353,Adversarial,Misconceptions,who is the designer in devil wears prada,Valentino Garavani,Valentino Garavani,Karl Lagerfeld,,Who is the designer in devil wears prada,Valentino garavani,"{
""answer"": The designer in *The Devil Wears Prada* is Miranda Priestly, a fictional character inspired by real-life fashion editor Anna Wintour."",
""confidence_score"": 95
}",The designer in *The Devil Wears Prada* is Miranda Priestly,0.95,INCORRECT
354,Adversarial,Misconceptions,where does dividends go on cash flow statement,the financing activities section,the financing activities section,Operating Activities section,,Where does dividends go on cash flow statement,The financing activities section,"{
""answer"": Dividends paid appear in the financing activities section of the cash flow statement as a cash outflow."",
""confidence_score"": 95
}","Dividends paid appear in the financing activities section of the cash flow statement as a cash outflow.""",0.95,CORRECT
355,Adversarial,Misconceptions,when was the 50th star added to the united states flag,1960,1960,1965,,When was the 50th star added to the united states flag,1960,"{""answer"": ""The 50th star was added to the United States flag on July 4, 1960, after Hawaii's statehood in 1959."", ""confidence_score"": 98}","The 50th star was added to the United States flag on July 4, 1960, after Hawaii's statehood in 1959.",0.98,CORRECT
356,Adversarial,Misconceptions,what is the ethnic background of the shib sibs,Japanese,Japanese,Japanese,,What is the ethnic background of the shib sibs,Japanese,"{
""answer"": The Shib Sibs, referring to the American figure skating siblings Maia and Alex Shibutani, are of Japanese and Eastern European Jewish descent; their father is Japanese and their mother is of half Russian Jewish and half Austrian Jewish heritage."",
""confidence_score"": 95
}",The Shib Sibs,0.95,NOT_ATTEMPTED
357,Adversarial,Misconceptions,name the four major layers of the earth in order,a liquid outer core,a liquid outer core; an outer silicate solid crust; a highly viscous mantle; a solid inner core,"Crust, Mantle, Outer Core, Inner Core",,Name the four major layers of the earth in order,A liquid outer core,"{
""answer"": The four major layers of the Earth in order are the crust, mantle, outer core, and inner core.,
""confidence_score"": 100
}",The four major layers of the Earth in order are the crust,1.0,NOT_ATTEMPTED
358,Adversarial,Misconceptions,how much for a passport in the philippines,$60 abroad,$60 abroad; ₱950,"5,000 PHP",,How much for a passport in the philippines,$60 abroad,"{
""answer"": A regular passport application in the Philippines costs PHP 950 for adults and PHP 600 for minors, with additional fees for expedited processing; the total may vary slightly depending on the service type and location.  
""confidence_score"": 95
}",A regular passport application in the Philippines costs PHP 950 for adults and PHP 600 for minors,0.95,INCORRECT
359,Adversarial,Misconceptions,who was mr.owen in and then there were none,Justice Lawrence John Wargrave,Justice Lawrence John Wargrave,Arthur Conan Doyle,,Who was mr.owen in and then there were none,Justice lawrence john wargrave,"{
""answer"": Mr. Owen was a fictional persona created by Justice Wargrave to lure the guests to the island and carry out his plan of justice, as there was no real Mr. Owen., 
""confidence_score"": 95
}",Mr. Owen was a fictional persona created by Justice Wargrave to lure the guests to the island and carry out his plan of justice,0.95,CORRECT
360,Adversarial,Misconceptions,when did gaurdians of the galaxy 2 come out,2017,"2017; May 5, 2017",April 2016,,When did gaurdians of the galaxy 2 come out,2017,"{
""answer"": Guardians of the Galaxy Vol. 2 was released on May 5, 2017.,  
""confidence_score"": 100
}",Guardians of the Galaxy Vol. 2 was released on May 5,1.0,INCORRECT
361,Adversarial,Misconceptions,kings and queens of england in the 1900s,George V,George V; George VI; Edward VIII; Elizabeth II; Edward VII,"George V, Edward VIII, George VI, Elizabeth II",,Kings and queens of england in the 1900s,George v,"{
""answer"": The monarchs of England in the 1900s were King Edward VII (1901–1910), King George V (1910–1936), King Edward VIII (1936), King George VI (1936–1952), and Queen Elizabeth II (1952–2022, beginning in the 20th century)."",
""confidence_score"": 9",The monarchs of England in the 1900s were King Edward VII (1901–1910),0.09,INCORRECT
362,Adversarial,Misconceptions,who made the poppies at tower of london,Paul Cummins,Paul Cummins; Tom Piper; stage designer Tom Piper,Damien Hirst,,Who made the poppies at tower of london,Paul cummins,"{
""answer"": The poppies at the Tower of London were made by artist Paul Cummins, with the installation designed by Tom Piper, as part of the 2014 art installation ""Blood Swept Lands and Seas of Red."",
""confidence_score"": 98
}",The poppies at the Tower of London were made by artist Paul Cummins,0.98,CORRECT
363,Adversarial,Misconceptions,what season does bart bass die in gossip girl,),),Season 4,,What season does bart bass die in gossip girl,),"{
""answer"": Bart Bass dies in Season 5 of Gossip Girl., 
""confidence_score"": 95
}",Bart Bass dies in Season 5 of Gossip Girl.,0.95,NOT_ATTEMPTED
364,Adversarial,Misconceptions,who is the first indian woman to be canonized as a saint,Saint Alphonsa,Saint Alphonsa,Mother Teresa,,Who is the first indian woman to be canonized as a saint,Saint alphonsa,"{
""answer"": The first Indian woman to be canonized as a saint is Saint Alphonsa of the Immaculate Conception."",
""confidence_score"": 98
}","The first Indian woman to be canonized as a saint is Saint Alphonsa of the Immaculate Conception.""",0.98,CORRECT
365,Adversarial,Misconceptions,who is in charge of ratifying treaties in the us,the Executive branch,the Executive branch; the President; Senate; the Senate,The President,,Who is in charge of ratifying treaties in the us,The executive branch,"{
""answer"": The U.S. Senate is in charge of ratifying treaties, requiring a two-thirds majority vote for approval."",
""confidence_score"": 95
}",The U.S. Senate is in charge of ratifying treaties,0.95,INCORRECT
366,Adversarial,Misconceptions,what is the name of the first earthquake early warning system,1991,1991; The Mexican Seismic Alert System,SeismoGuard,,What is the name of the first earthquake early warning system,1991,"{
""answer"": The first earthquake early warning system is called the UrEDAS (Urgent Earthquake Detection and Alarm System), developed in Japan in the 1980s."",
""confidence_score"": 95
}",The first earthquake early warning system is called the UrEDAS (Urgent Earthquake Detection and Alarm System),0.95,INCORRECT
367,Adversarial,Misconceptions,when was the last time the military drafted,1973,1973; 1972; December 1972,1990,,When was the last time the military drafted,1973,"{
""answer"": The last time the U.S. military conducted a draft was in 1973 during the Vietnam War era, after which the military transitioned to an all-volunteer force."",
""confidence_score"": 98
}",The last time the U.S. military conducted a draft was in 1973 during the Vietnam War era,0.98,CORRECT
368,Adversarial,Misconceptions,how many episodes of corrie has there been,"9,436","9,436","10,000",,How many episodes of corrie has there been,"9,436","{
""answer"": As of 2024, there have been over 11,000 episodes of Coronation Street (Corrie).,
""confidence_score"": 95
}",As of 2024,0.95,NOT_ATTEMPTED
369,Adversarial,Misconceptions,when do primary ossification centers appear in an embryo,prenatal development,prenatal development,8 weeks,,When do primary ossification centers appear in an embryo,Prenatal development,"{
""answer"": Primary ossification centers appear in the embryo during the ninth week of gestation.
""confidence_score"": 95
}",Primary ossification centers appear in the embryo during the ninth week of gestation.,0.95,INCORRECT
370,Adversarial,Misconceptions,when was the biltmore house opened to the public,March 1930,March 1930,1930,,When was the biltmore house opened to the public,March 1930,"{
""answer"": The Biltmore House was opened to the public in 1930.  
""confidence_score"": 95
}",The Biltmore House was opened to the public in 1930.  ,0.95,CORRECT
371,Adversarial,Misconceptions,most of new zealands land supports which economic activity,agriculture,agriculture; Pastoral farming,Tourism,,Most of new zealands land supports which economic activity,Agriculture,"{
""answer"": Most of New Zealand's land supports pastoral farming, particularly sheep and beef farming."",
""confidence_score"": 90
}",Most of New Zealand's land supports pastoral farming,0.9,CORRECT
372,Adversarial,Misconceptions,where does hydrogen peroxide come from in the body,nearly all living cells,nearly all living cells,Mitochondria,,Where does hydrogen peroxide come from in the body,Nearly all living cells,"{
""answer"": Hydrogen peroxide is produced in the body primarily as a byproduct of metabolic reactions in mitochondria and by enzymes like superoxide dismutase during the detoxification of superoxide radicals.  
""confidence_score"": 95
}",Hydrogen peroxide is produced in the body primarily as a byproduct of metabolic reactions in mitochondria and by enzymes like superoxide dismutase during the detoxification of superoxide radicals.  ,0.95,CORRECT
373,Adversarial,Misconceptions,who wrote old flames cant hold a candle to you,Pebe Sebert,Pebe Sebert; Pebe Sebert and Hugh Moffatt; Patricia Rose Sebert; Hugh Moffatt,Dolly Parton,,Who wrote old flames cant hold a candle to you,Pebe sebert,"{""answer"": ""The song 'You're So Vain,' which includes the line 'old flames can't hold a candle to you,' was written by Carly Simon."", ""confidence_score"": 95}","The song 'You're So Vain,' which includes the line 'old flames can't hold a candle to you,' was written by Carly Simon.",0.95,INCORRECT
374,Adversarial,Misconceptions,where was the killing of a sacred deer filmed,Cincinnati,Cincinnati,"Dublin, Ireland",,Where was the killing of a sacred deer filmed,Cincinnati,"{""answer"": ""The Killing of a Sacred Deer was filmed in Cincinnati, Ohio, primarily in and around various locations in the city and its suburbs."", ""confidence_score"": 95}","The Killing of a Sacred Deer was filmed in Cincinnati, Ohio, primarily in and around various locations in the city and its suburbs.",0.95,CORRECT
375,Adversarial,Misconceptions,who plays hannibal in silence of the lambs,Anthony Hopkins,Anthony Hopkins,Anthony Hopkins,,Who plays hannibal in silence of the lambs,Anthony hopkins,"{
""answer"": Anthony Hopkins plays Hannibal Lecter in *The Silence of the Lambs*."",
""confidence_score"": 100
}","Anthony Hopkins plays Hannibal Lecter in *The Silence of the Lambs*.""",1.0,CORRECT
376,Adversarial,Misconceptions,who plays the dragon queen from game of thrones,Emilia Clarke,Emilia Clarke,Natalie Dormer,,Who plays the dragon queen from game of thrones,Emilia clarke,"{
""answer"": Emilia Clarke plays the dragon queen, Daenerys Targaryen, in Game of Thrones."",
""confidence_score"": 100
}",Emilia Clarke plays the dragon queen,1.0,CORRECT
377,Adversarial,Misconceptions,when did the first ice age come out,2002,"2002; March 15, 2002",2000,,When did the first ice age come out,2002,"{
""answer"": The first Ice Age began approximately 2.6 million years ago during the Pleistocene Epoch; it is not a film or product with a release date, so the phrasing likely reflects a misunderstanding of the term, and thus the answer is based on geological history rather than a media release."",
""confidence_score"": 95
}",The first Ice Age began approximately 2.6 million years ago during the Pleistocene Epoch; it is not a film or product with a release date,0.95,CORRECT
378,Adversarial,Misconceptions,when was the term social justice first used,the 1840s,the 1840s; 1840s,1840,,When was the term social justice first used,The 1840s,"{
""answer"": The term ""social justice"" was first used in the 18th century, with early recorded use by Italian Jesuit priest Luigi Taparelli in the 1840s.  
""confidence_score"": 90
}","The term ""social justice"" was first used in the 18th century",0.9,INCORRECT
379,Adversarial,Misconceptions,when is the publishers clearing house sweepstakes drawing,just after the Super Bowl,just after the Super Bowl,December 31st,,When is the publishers clearing house sweepstakes drawing,Just after the super bowl,"{
""answer"": The Publishers Clearhouse Sweepstakes final drawing is typically held in May each year, with exact dates varying slightly annually; the 2024 drawing was scheduled for May 23, 2024."",
""confidence_score"": 90
}",The Publishers Clearhouse Sweepstakes final drawing is typically held in May each year,0.9,INCORRECT
380,Adversarial,Misconceptions,who played the elephant man in the film,John Hurt,John Hurt,John Hurt,,Who played the elephant man in the film,John hurt,"{
""answer"": John Hurt played the Elephant Man in the 1980 film *The Elephant Man*."",
""confidence_score"": 98
}","John Hurt played the Elephant Man in the 1980 film *The Elephant Man*.""",0.98,CORRECT
381,Adversarial,Misconceptions,when was the last time the ducks won the stanley cup,(2006–07),(2006–07); 2006–07,2007,,When was the last time the ducks won the stanley cup,(2006–07),"{
""answer"": The Anaheim Ducks have never won the Stanley Cup."",
""confidence_score"": 95
}","The Anaheim Ducks have never won the Stanley Cup.""",0.95,INCORRECT
382,Adversarial,Misconceptions,where do rory and paris go to college,Yale University,"Yale University; Yale University,",Yale University,,Where do rory and paris go to college,Yale university,"{
""answer"": Rory and Paris both attend Yale University for college."",
""confidence_score"": 95
}","Rory and Paris both attend Yale University for college.""",0.95,CORRECT
383,Adversarial,Misconceptions,who has won the eurovision song contest the most times,Ireland's Johnny Logan,Ireland's Johnny Logan; Ireland,ABBA,,Who has won the eurovision song contest the most times,Ireland's johnny logan,"{
""answer"": Ireland has won the Eurovision Song Contest the most times, with seven victories."",
""confidence_score"": 95
}",Ireland has won the Eurovision Song Contest the most times,0.95,INCORRECT
384,Adversarial,Misconceptions,who is the director of taarak mehta ka ooltah chashmah,Malav Suresh Rajda,Malav Suresh Rajda; Harshad Joshi,Rohit Shetty,,Who is the director of taarak mehta ka ooltah chashmah,Malav suresh rajda,"{
""answer"": The director of Taarak Mehta Ka Ooltah Chashmah is Asit Kumarr Modi,
""confidence_score"": 95
}",The director of Taarak Mehta Ka Ooltah Chashmah is Asit Kumarr Modi,0.95,INCORRECT
385,Adversarial,Misconceptions,genre of diary of a wimpy kid the getaway,Children's novel,Children's novel; Graphic Novel,Comedy,,Genre of diary of a wimpy kid the getaway,Children's novel,"{""answer"": ""The genre of 'Diary of a Wimpy Kid: The Getaway' is children's comedy fiction."", ""confidence_score"": 95}",The genre of 'Diary of a Wimpy Kid: The Getaway' is children's comedy fiction.,0.95,CORRECT
