question_id,question,options,answer,answer_index,cot_content,category,src,problem,responses,confidences,accuracies
1408,"A husband and his passenger were killed in an auto collision involving a defendant. The husband's wife now brings an action to recover damages for loss of society and companionship. The wife testified that she and her husband had a close relationship and that they were happily married for over 15 years. Then on cross-examination, defendant's counsel asked her if she ""was aware of the affair that her husband was having with his passenger?""The wife's attorney immediately objected to this question. The judge should rule that the question is","['objectionable, because it is irrelevant to the case at hand.'
 ""unobjectionable, because it could potentially influence the jury's perception of the wife's claim.""
 'objectionable, because it could be seen as an attempt to tarnish the reputation of the deceased.'
 'objectionable, because it was highly prejudicial.'
 'unobjectionable, because it was relevant on the issue of negligence.'
 ""unobjectionable, because plaintiff's knowledge of such an affair was probative of the value to be placed on her loss.""
 'objectionable, because the question is beyond the scope of direct examination.'
 'objectionable, because it infringes on the privacy of the deceased.'
 'unobjectionable, because it provides a potential motive for the accident.']",F,5,,law,ori_mmlu-professional_law,"A husband and his passenger were killed in an auto collision involving a defendant. The husband's wife now brings an action to recover damages for loss of society and companionship. The wife testified that she and her husband had a close relationship and that they were happily married for over 15 years. Then on cross-examination, defendant's counsel asked her if she ""was aware of the affair that her husband was having with his passenger?""The wife's attorney immediately objected to this question. The judge should rule that the question is
A) objectionable, because it is irrelevant to the case at hand.
B) unobjectionable, because it could potentially influence the jury's perception of the wife's claim.
C) objectionable, because it could be seen as an attempt to tarnish the reputation of the deceased.
D) objectionable, because it was highly prejudicial.
E) unobjectionable, because it was relevant on the issue of negligence.
F) unobjectionable, because plaintiff's knowledge of such an affair was probative of the value to be placed on her loss.
G) objectionable, because the question is beyond the scope of direct examination.
H) objectionable, because it infringes on the privacy of the deceased.
I) unobjectionable, because it provides a potential motive for the accident.","The correct answer is D) objectionable, because it was highly prejudicial, as the question seeks to introduce inflammatory and emotionally charged information that is not directly relevant to the damages claim and could unfairly bias the jury against the plaintiff.",0.25119978189468384,INCORRECT
1409,"For the past 20 years a city by the beach has been a popular location for surfboarding. City residents have recently complained that the surfers are creating a public nuisance by littering the beaches, harassing sunbathers, and injuring swimmers with their surfboards. As a consequence, the city adopted an ordinance prohibiting all surfing on its beaches. The newly enacted ordinance further prohibited the sale of surfboards within the city's limits. An out of state surfboard manufacturer had planned to sell a new line of fiberglass surfboards in the city in the upcoming year. This is now precluded by the recently adopted measure. If the manufacturer seeks to enjoin application of the city ordinance, which of the following is the WEAKEST defense for the city?","['There is no case or controversy.' ""The manufacturer's case is moot.""
 'The manufacturer lacks standing.' 'The case is not ripe.']",B,1,,law,ori_mmlu-professional_law,"For the past 20 years a city by the beach has been a popular location for surfboarding. City residents have recently complained that the surfers are creating a public nuisance by littering the beaches, harassing sunbathers, and injuring swimmers with their surfboards. As a consequence, the city adopted an ordinance prohibiting all surfing on its beaches. The newly enacted ordinance further prohibited the sale of surfboards within the city's limits. An out of state surfboard manufacturer had planned to sell a new line of fiberglass surfboards in the city in the upcoming year. This is now precluded by the recently adopted measure. If the manufacturer seeks to enjoin application of the city ordinance, which of the following is the WEAKEST defense for the city?
A) There is no case or controversy.
B) The manufacturer's case is moot.
C) The manufacturer lacks standing.
D) The case is not ripe.","The weakest defense for the city is D) The case is not ripe, as the ordinance directly impacts the manufacturer's business plans and creates an actual controversy, making ripeness less persuasive compared to the other potential defenses.",0.45556747913360596,INCORRECT
1410,"For the past 20 years a city by the beach has been a popular location for surfboarding. City residents have recently complained that the surfers are creating a public nuisance by littering the beaches, harassing sunbathers, and injuring swimmers with their surfboards. As a consequence, the city adopted an ordinance prohibiting all surfing on its beaches. The newly enacted ordinance further prohibited the sale of surfboards within the city's limits. An out of state surfboard manufacturer had planned to sell a new line of fiberglass surfboards in the city in the upcoming year. This is now precluded by the recently adopted measure. If the manufacturer seeks to enjoin application of the city ordinance, which of the following is the WEAKEST defense for the city?","['The case falls under the political question doctrine.'
 'The case is not ripe.' 'The city has sovereign immunity.'
 'The city ordinance is narrowly tailored to serve a significant government interest.'
 'The city has a compelling interest in protecting beachgoers.'
 'The manufacturer has failed to exhaust administrative remedies.'
 'The manufacturer lacks standing.' ""The manufacturer's case is moot.""
 'The manufacturer has not suffered any injury in fact.'
 'There is no case or controversy.']",H,7,,law,ori_mmlu-professional_law,"For the past 20 years a city by the beach has been a popular location for surfboarding. City residents have recently complained that the surfers are creating a public nuisance by littering the beaches, harassing sunbathers, and injuring swimmers with their surfboards. As a consequence, the city adopted an ordinance prohibiting all surfing on its beaches. The newly enacted ordinance further prohibited the sale of surfboards within the city's limits. An out of state surfboard manufacturer had planned to sell a new line of fiberglass surfboards in the city in the upcoming year. This is now precluded by the recently adopted measure. If the manufacturer seeks to enjoin application of the city ordinance, which of the following is the WEAKEST defense for the city?
A) The case falls under the political question doctrine.
B) The case is not ripe.
C) The city has sovereign immunity.
D) The city ordinance is narrowly tailored to serve a significant government interest.
E) The city has a compelling interest in protecting beachgoers.
F) The manufacturer has failed to exhaust administrative remedies.
G) The manufacturer lacks standing.
H) The manufacturer's case is moot.
I) The manufacturer has not suffered any injury in fact.
J) There is no case or controversy.","D) The city ordinance is narrowly tailored to serve a significant government interest is the weakest defense because the ordinance appears overly broad by completely prohibiting surfing and surfboard sales, rather than addressing specific nuisance behaviors in a narrowly focused manner.",0.5898422002792358,INCORRECT
1411,"In the absence of a provision to the contrary in the articles of incorporation, the directors of a corporation elected for a specified term","['can be removed from office at a meeting of the shareholders, but only with a two-thirds majority vote.'
 'can be removed from office at a meeting of the shareholders, but only if they fail to attend three consecutive meetings without a reasonable excuse.'
 'cannot be removed from office prior to the expiration of their term.'
 'can only be removed from office by the board of directors, not the shareholders.'
 'can be removed from office at a meeting of the shareholders, with or without cause.'
 'can be removed from office prior to the expiration of their term only by a decree of the circuit court in an action by the shareholders.'
 'can be removed from office only by a unanimous vote of the shareholders, with or without cause.'
 'can be removed from office at a meeting of the shareholders, but only for cause and after an opportunity to be heard has been given to the directors.'
 'can be removed from office at a meeting of the shareholders, but only for cause.'
 'can be removed from office at a meeting of the shareholders, but only if a replacement director has been identified.']",E,4,,law,ori_mmlu-professional_law,"In the absence of a provision to the contrary in the articles of incorporation, the directors of a corporation elected for a specified term
A) can be removed from office at a meeting of the shareholders, but only with a two-thirds majority vote.
B) can be removed from office at a meeting of the shareholders, but only if they fail to attend three consecutive meetings without a reasonable excuse.
C) cannot be removed from office prior to the expiration of their term.
D) can only be removed from office by the board of directors, not the shareholders.
E) can be removed from office at a meeting of the shareholders, with or without cause.
F) can be removed from office prior to the expiration of their term only by a decree of the circuit court in an action by the shareholders.
G) can be removed from office only by a unanimous vote of the shareholders, with or without cause.
H) can be removed from office at a meeting of the shareholders, but only for cause and after an opportunity to be heard has been given to the directors.
I) can be removed from office at a meeting of the shareholders, but only for cause.
J) can be removed from office at a meeting of the shareholders, but only if a replacement director has been identified.","E) Directors can be removed from office at a meeting of the shareholders, with or without cause.",0.7786744236946106,CORRECT
1412,"In the absence of a provision to the contrary in the articles of incorporation, the directors of a corporation elected for a specified term ","['can be removed from office at a meeting of the shareholders, but only for cause and after an opportunity to be heard has been given to the directors.'
 'can be removed from office at a meeting of the shareholders, but only with a two-thirds majority vote.'
 'can be removed from office only by a unanimous vote of the shareholders, with or without cause.'
 'cannot be removed from office prior to the expiration of their term.'
 'can be removed from office at a meeting of the shareholders, but only if they fail to attend three consecutive meetings without a reasonable excuse.'
 'can be removed from office at a meeting of the shareholders, but only if a replacement director has been identified.'
 'can be removed from office at a meeting of the shareholders, with or without cause.'
 'can be removed from office at a meeting of the shareholders, but only for cause.'
 'can only be removed from office by the board of directors, not the shareholders.'
 'can be removed from office prior to the expiration of their term only by a decree of the circuit court in an action by the shareholders.']",G,6,,law,ori_mmlu-professional_law,"In the absence of a provision to the contrary in the articles of incorporation, the directors of a corporation elected for a specified term 
A) can be removed from office at a meeting of the shareholders, but only for cause and after an opportunity to be heard has been given to the directors.
B) can be removed from office at a meeting of the shareholders, but only with a two-thirds majority vote.
C) can be removed from office only by a unanimous vote of the shareholders, with or without cause.
D) cannot be removed from office prior to the expiration of their term.
E) can be removed from office at a meeting of the shareholders, but only if they fail to attend three consecutive meetings without a reasonable excuse.
F) can be removed from office at a meeting of the shareholders, but only if a replacement director has been identified.
G) can be removed from office at a meeting of the shareholders, with or without cause.
H) can be removed from office at a meeting of the shareholders, but only for cause.
I) can only be removed from office by the board of directors, not the shareholders.
J) can be removed from office prior to the expiration of their term only by a decree of the circuit court in an action by the shareholders.","G) Directors can be removed from office at a meeting of the shareholders, with or without cause.",0.7413144707679749,CORRECT
1413,"A farmer owns a large farm on which he allows his friends to hunt during quail-hunting season. He does not provide his friends with any instructions about gun safety. The neighbor who owns property adjacent to the farm knows of the friends' use of the property during the hunting season. One day during the hunting season, without the farmer's knowledge or permission, the neighbor took a shortcut across the farm to visit an acquaintance. The neighbor was wounded by a shot fired by one of the farmer's friends, who was shooting at quail and carelessly failed to see the neighbor. Traditional rules of landowners' and occupiers' liability apply. In an action by the neighbor against the farmer to recover for the injuries, will the neighbor be likely to prevail?","['No, because the neighbor should have known of the danger due to the hunting season.'
 'Yes, because the use of firearms is an abnormally dangerous activity.'
 'Yes, because the careless friend was permitted to hunt without safety training.'
 ""No, because the farmer is not responsible for his friends' conduct.""
 'Yes, because the farmer should have posted warning signs about hunting activities.'
 'No, because the neighbor was trespassing.'
 ""No, because the farmer's friends were the ones responsible for the shooting.""
 'No, because the farmer was not present at the time of the accident.'
 'Yes, because the farmer had a duty to ensure the safety of his property.'
 'Yes, because the farmer allowed unsafe hunting practices on his property.']",F,5,,law,ori_mmlu-professional_law,"A farmer owns a large farm on which he allows his friends to hunt during quail-hunting season. He does not provide his friends with any instructions about gun safety. The neighbor who owns property adjacent to the farm knows of the friends' use of the property during the hunting season. One day during the hunting season, without the farmer's knowledge or permission, the neighbor took a shortcut across the farm to visit an acquaintance. The neighbor was wounded by a shot fired by one of the farmer's friends, who was shooting at quail and carelessly failed to see the neighbor. Traditional rules of landowners' and occupiers' liability apply. In an action by the neighbor against the farmer to recover for the injuries, will the neighbor be likely to prevail?
A) No, because the neighbor should have known of the danger due to the hunting season.
B) Yes, because the use of firearms is an abnormally dangerous activity.
C) Yes, because the careless friend was permitted to hunt without safety training.
D) No, because the farmer is not responsible for his friends' conduct.
E) Yes, because the farmer should have posted warning signs about hunting activities.
F) No, because the neighbor was trespassing.
G) No, because the farmer's friends were the ones responsible for the shooting.
H) No, because the farmer was not present at the time of the accident.
I) Yes, because the farmer had a duty to ensure the safety of his property.
J) Yes, because the farmer allowed unsafe hunting practices on his property.","The neighbor will likely prevail because the farmer had a duty to ensure the safety of his property by providing reasonable safety instructions or warnings to his friends during hunting season, making option I the most appropriate answer.",0.5299886465072632,INCORRECT
1414,"A farmer owns a large farm on which he allows his friends to hunt during quail-hunting season. He does not provide his friends with any instructions about gun safety. The neighbor who owns property adjacent to the farm knows of the friends' use of the property during the hunting season. One day during the hunting season, without the farmer's knowledge or permission, the neighbor took a shortcut across the farm to visit an acquaintance. The neighbor was wounded by a shot fired by one of the farmer's friends, who was shooting at quail and carelessly failed to see the neighbor. Traditional rules of landowners' and occupiers' liability apply. In an action by the neighbor against the farmer to recover for the injuries, will the neighbor be likely to prevail? ","[""No, because the farmer's friends were the ones responsible for the shooting.""
 'Yes, because the farmer had a duty to ensure the safety of his property.'
 ""No, because the farmer is not responsible for his friends' conduct.""
 'No, because the neighbor was trespassing.'
 'Yes, because the careless friend was permitted to hunt without safety training.'
 'No, because the farmer was not present at the time of the accident.'
 'Yes, because the use of firearms is an abnormally dangerous activity.'
 'Yes, because the farmer should have posted warning signs about hunting activities.'
 'No, because the neighbor should have known of the danger due to the hunting season.'
 'Yes, because the farmer allowed unsafe hunting practices on his property.']",D,3,,law,ori_mmlu-professional_law,"A farmer owns a large farm on which he allows his friends to hunt during quail-hunting season. He does not provide his friends with any instructions about gun safety. The neighbor who owns property adjacent to the farm knows of the friends' use of the property during the hunting season. One day during the hunting season, without the farmer's knowledge or permission, the neighbor took a shortcut across the farm to visit an acquaintance. The neighbor was wounded by a shot fired by one of the farmer's friends, who was shooting at quail and carelessly failed to see the neighbor. Traditional rules of landowners' and occupiers' liability apply. In an action by the neighbor against the farmer to recover for the injuries, will the neighbor be likely to prevail? 
A) No, because the farmer's friends were the ones responsible for the shooting.
B) Yes, because the farmer had a duty to ensure the safety of his property.
C) No, because the farmer is not responsible for his friends' conduct.
D) No, because the neighbor was trespassing.
E) Yes, because the careless friend was permitted to hunt without safety training.
F) No, because the farmer was not present at the time of the accident.
G) Yes, because the use of firearms is an abnormally dangerous activity.
H) Yes, because the farmer should have posted warning signs about hunting activities.
I) No, because the neighbor should have known of the danger due to the hunting season.
J) Yes, because the farmer allowed unsafe hunting practices on his property.","The neighbor will likely prevail because the farmer owed a duty of care to ensure reasonable safety on his property, even for licensees like his hunting friends, and the farmer breached this duty by allowing hunting without providing basic safety instructions.",0.7275362610816956,INCORRECT
1415,"A woman was employed as a state trooper. Although the state provides both sexes with equal pay and benefits, the state has adopted a policy that prohibits the assignment of female officers to its special undercover narcotics division. This is a moderate risk position that sometimes involves violent encounters with drug dealers. Since the special narcotics division was first established, five undercover agents have been killed in the line of duty. It is because of the state's concern with the safety and well-being of its female officers that it has adopted such a policy. The woman, who desired to be a member of the narcotics division, filed an application for assignment as a special drug agent. After she was rejected for the position, the woman sued the state in federal court to enjoin enforcement of its stated policy on the grounds that it is unconstitutional. As a matter of constitutional law, which of the following results in this suit is most appropriate?","['Judgment for the state, because the state has articulated a rational basis for this classification and, therefore, a court may not substitute its judgment for that of responsible state officials.'
 'Judgment for the woman, because gender-based discrimination in state employment violates the Equal Protection Clause.'
 ""Judgment for the state, because it is within a state's police power to insulate the terms and conditions of governmental employment.""
 'Judgment for the state, because the dangerous nature of the work in the narcotics division provides a valid basis for the policy.'
 'Judgment for the woman, because the facts asserted do not demonstrate that the particular classification contained in this policy is substantially related to the advancement of an important state interest.'
 'Judgment for the woman, because the terms and conditions of state government employment are privileges or immunities of state citizenship that may not be abridged by the state on the basis of gender.'
 ""Judgment for the woman, because the state's policy is not narrowly tailored to serve a compelling state interest.""
 'Judgment for the state, because the nature of the position justifies a gender-based classification.'
 'Judgment for the state, because the state has a compelling interest in protecting the safety of its employees.'
 ""Judgment for the woman, because the state's policy constitutes unjustified sex discrimination.""]",E,4,,law,ori_mmlu-professional_law,"A woman was employed as a state trooper. Although the state provides both sexes with equal pay and benefits, the state has adopted a policy that prohibits the assignment of female officers to its special undercover narcotics division. This is a moderate risk position that sometimes involves violent encounters with drug dealers. Since the special narcotics division was first established, five undercover agents have been killed in the line of duty. It is because of the state's concern with the safety and well-being of its female officers that it has adopted such a policy. The woman, who desired to be a member of the narcotics division, filed an application for assignment as a special drug agent. After she was rejected for the position, the woman sued the state in federal court to enjoin enforcement of its stated policy on the grounds that it is unconstitutional. As a matter of constitutional law, which of the following results in this suit is most appropriate?
A) Judgment for the state, because the state has articulated a rational basis for this classification and, therefore, a court may not substitute its judgment for that of responsible state officials.
B) Judgment for the woman, because gender-based discrimination in state employment violates the Equal Protection Clause.
C) Judgment for the state, because it is within a state's police power to insulate the terms and conditions of governmental employment.
D) Judgment for the state, because the dangerous nature of the work in the narcotics division provides a valid basis for the policy.
E) Judgment for the woman, because the facts asserted do not demonstrate that the particular classification contained in this policy is substantially related to the advancement of an important state interest.
F) Judgment for the woman, because the terms and conditions of state government employment are privileges or immunities of state citizenship that may not be abridged by the state on the basis of gender.
G) Judgment for the woman, because the state's policy is not narrowly tailored to serve a compelling state interest.
H) Judgment for the state, because the nature of the position justifies a gender-based classification.
I) Judgment for the state, because the state has a compelling interest in protecting the safety of its employees.
J) Judgment for the woman, because the state's policy constitutes unjustified sex discrimination.","The correct answer is E: Judgment for the woman, because the facts asserted do not demonstrate that the particular gender-based policy is substantially related to the advancement of an important state interest (applying the intermediate scrutiny standard for gender-based classifications under the Equal Protection Clause).",0.6274964213371277,CORRECT
1416,"The police arrested a man for the murder of his live-in fiancÃ©e after the woman's dead body was found in the basement of their apartment building. At trial, the prosecution attempted to present the testimony of the victim's out-of-state sister regarding a telephone conversation she had with the defendant. She had called their landline number to talk with her sister on the same day when he had first reported to the police that his fiancÃ© had been missing for five days. The sister had not met the man but had spoken with him briefly a few other times. He told her that her sister ""went out all night last night and did not return yet."" The prosecution attempted at trial to have the sister testify to the conversation to show the significant discrepancy between his stories to the police and to her. The defense objected, arguing that she couldn't authenticate the conversation because she couldn't identify the speaker as the defendant nor had she ever met him. The prosecution told the court that she felt it was ""probably"" his voice, which she recollected from the prior talks at the same number. Will the court likely grant the defendant's objection to the testimony?","['Yes, because the conversation is hearsay and there are no exceptions that would allow it into evidence.'
 ""Yes, because the sister does not have sufficient experience and knowledge to be able to identify the man's voice and to say that the voice and the defendant were the same person.""
 'Yes, because the conversation is irrelevant to the case.'
 ""Yes, because the sister's testimony could be considered as prejudicial against the defendant.""
 ""No, because the court can consider the sister's past interactions with the defendant over the phone to authenticate the conversation.""
 ""No, because the sister's testimony could aid in establishing a timeline of events.""
 'No, because telephone conversations do not need to be authenticated, because there is a presumption that the person talking is the same person who owns the phone number.'
 'Yes, because the sister cannot provide a reliable account due to her emotional state.'
 ""No, because there was sufficient circumstantial evidence to make a reasonable conclusion that the man she talked to was her sister's fiancÃ©.""
 'No, because the defendant did not deny having the conversation with the sister.']",I,8,,law,ori_mmlu-professional_law,"The police arrested a man for the murder of his live-in fiancÃ©e after the woman's dead body was found in the basement of their apartment building. At trial, the prosecution attempted to present the testimony of the victim's out-of-state sister regarding a telephone conversation she had with the defendant. She had called their landline number to talk with her sister on the same day when he had first reported to the police that his fiancÃ© had been missing for five days. The sister had not met the man but had spoken with him briefly a few other times. He told her that her sister ""went out all night last night and did not return yet."" The prosecution attempted at trial to have the sister testify to the conversation to show the significant discrepancy between his stories to the police and to her. The defense objected, arguing that she couldn't authenticate the conversation because she couldn't identify the speaker as the defendant nor had she ever met him. The prosecution told the court that she felt it was ""probably"" his voice, which she recollected from the prior talks at the same number. Will the court likely grant the defendant's objection to the testimony?
A) Yes, because the conversation is hearsay and there are no exceptions that would allow it into evidence.
B) Yes, because the sister does not have sufficient experience and knowledge to be able to identify the man's voice and to say that the voice and the defendant were the same person.
C) Yes, because the conversation is irrelevant to the case.
D) Yes, because the sister's testimony could be considered as prejudicial against the defendant.
E) No, because the court can consider the sister's past interactions with the defendant over the phone to authenticate the conversation.
F) No, because the sister's testimony could aid in establishing a timeline of events.
G) No, because telephone conversations do not need to be authenticated, because there is a presumption that the person talking is the same person who owns the phone number.
H) Yes, because the sister cannot provide a reliable account due to her emotional state.
I) No, because there was sufficient circumstantial evidence to make a reasonable conclusion that the man she talked to was her sister's fiancÃ©.
J) No, because the defendant did not deny having the conversation with the sister.","E) No, because the court can consider the sister's past interactions with the defendant over the phone to authenticate the conversation.

The sister's prior brief phone conversations with the defendant and her familiarity with his voice provide sufficient basis for authenticating the telephone conversation, allowing her testimony to potentially be admitted as evidence.",0.49263277649879456,INCORRECT
1418,"A defendant was charged with vehicular battery after driving through a red light and crashing into a woman's small convertible. The woman suffered massive internal injuries and lapsed into a coma for several hours after she reached the hospital. The woman's best friend, who was a passenger in the car, miraculously received only a few minor bruises. After the collision, the passenger stayed with the woman trying to comfort her until the ambulance arrived. At trial, the passenger is called to testify. While on the witness stand, she gazes with sorrow at the woman, who is still wearing a cast on her leg. The passenger testifies that the first thing she remembered seeing after the accident was the woman's bloodied body trapped in the mangled wreckage. The state's attorney then asked the passenger if the woman said anything to her before being taken to the hospital. The passenger answered, ""Yes, she told me: I know I'm dying. Why did he have to run that red light?""Upon objection by the defendant's attorney, the court should rule the passenger's testimony","[""inadmissible, because the woman's statement could be considered prejudicial against the defendant.""
 'admissible, because it is irrelevant that this is not a homicide case.'
 'inadmissible, because it is hearsay not within any recognized exception.'
 'inadmissible, because of the close relationship between the woman and the passenger.'
 ""admissible, because the woman's statement was made as part of her medical history.""
 ""inadmissible, because the woman's statement is speculative and not a fact.""
 'admissible, because the woman believed her death was imminent when she made the declaration.'
 ""inadmissible, because the passenger's emotional state might affect her memory of the event.""
 'admissible, because the passenger is a direct witness to the accident.'
 ""admissible, because the woman's statement is a spontaneous utterance made under stress.""]",B,1,,law,ori_mmlu-professional_law,"A defendant was charged with vehicular battery after driving through a red light and crashing into a woman's small convertible. The woman suffered massive internal injuries and lapsed into a coma for several hours after she reached the hospital. The woman's best friend, who was a passenger in the car, miraculously received only a few minor bruises. After the collision, the passenger stayed with the woman trying to comfort her until the ambulance arrived. At trial, the passenger is called to testify. While on the witness stand, she gazes with sorrow at the woman, who is still wearing a cast on her leg. The passenger testifies that the first thing she remembered seeing after the accident was the woman's bloodied body trapped in the mangled wreckage. The state's attorney then asked the passenger if the woman said anything to her before being taken to the hospital. The passenger answered, ""Yes, she told me: I know I'm dying. Why did he have to run that red light?""Upon objection by the defendant's attorney, the court should rule the passenger's testimony
A) inadmissible, because the woman's statement could be considered prejudicial against the defendant.
B) admissible, because it is irrelevant that this is not a homicide case.
C) inadmissible, because it is hearsay not within any recognized exception.
D) inadmissible, because of the close relationship between the woman and the passenger.
E) admissible, because the woman's statement was made as part of her medical history.
F) inadmissible, because the woman's statement is speculative and not a fact.
G) admissible, because the woman believed her death was imminent when she made the declaration.
H) inadmissible, because the passenger's emotional state might affect her memory of the event.
I) admissible, because the passenger is a direct witness to the accident.
J) admissible, because the woman's statement is a spontaneous utterance made under stress.","J) The passenger's testimony is admissible because the woman's statement is a spontaneous utterance made under extreme stress at the scene of a serious accident, which falls under an exception to the hearsay rule known as the ""excited utterance"" exception.",0.6683436632156372,INCORRECT
1419,"A college student initiated a criminal case against his former roommate, claiming the former roommate snuck in and removed his state-of-the-art home theater equipment from his house. The college student took the complaint papers that were approved by the prosecution and filed them with a magistrate court. An ongoing police investigation later determined, however, that the college student was a vengeful person not averse to creating stories, and that he and the former roommate had been arguing over several related issues. They also determined that he never had any quality sound or video equipment. The police dropped the prosecution, and the criminal case was dismissed at the preliminary hearing. When the former roommate filed a civil case against the college student alleging the tort of malicious prosecution, will evidence of the student's reputation for dishonesty be admissible and why?","[""Yes, because the student's reputation for dishonesty directly relates to the tort of malicious prosecution.""
 'No, because reputation evidence is considered too prejudicial to be admissible.'
 'Yes, because dishonesty at any time in the past is always relevant to a malicious prosecution complaint.'
 ""Yes, because the student's dishonesty directly affects the credibility of his initial criminal complaint.""
 'Yes, because reputation evidence, just like most character evidence, is virtually always admissible.'
 'Yes, because even though character evidence is too collateral to be admitted for circumstantial evidence, it is admissible if it is directly at issue in the case.'
 'No, because character evidence is only admissible if it is directly related to the act in question.'
 'No, because the past reputation of a person is not considered as evidence in court.'
 'Yes, because while most character evidence is not admissible, some is, and reputation evidence is always admissible.'
 'No, because character evidence is never admissible in any case.']",F,5,,law,ori_mmlu-professional_law,"A college student initiated a criminal case against his former roommate, claiming the former roommate snuck in and removed his state-of-the-art home theater equipment from his house. The college student took the complaint papers that were approved by the prosecution and filed them with a magistrate court. An ongoing police investigation later determined, however, that the college student was a vengeful person not averse to creating stories, and that he and the former roommate had been arguing over several related issues. They also determined that he never had any quality sound or video equipment. The police dropped the prosecution, and the criminal case was dismissed at the preliminary hearing. When the former roommate filed a civil case against the college student alleging the tort of malicious prosecution, will evidence of the student's reputation for dishonesty be admissible and why?
A) Yes, because the student's reputation for dishonesty directly relates to the tort of malicious prosecution.
B) No, because reputation evidence is considered too prejudicial to be admissible.
C) Yes, because dishonesty at any time in the past is always relevant to a malicious prosecution complaint.
D) Yes, because the student's dishonesty directly affects the credibility of his initial criminal complaint.
E) Yes, because reputation evidence, just like most character evidence, is virtually always admissible.
F) Yes, because even though character evidence is too collateral to be admitted for circumstantial evidence, it is admissible if it is directly at issue in the case.
G) No, because character evidence is only admissible if it is directly related to the act in question.
H) No, because the past reputation of a person is not considered as evidence in court.
I) Yes, because while most character evidence is not admissible, some is, and reputation evidence is always admissible.
J) No, because character evidence is never admissible in any case.","D) Yes, because the student's dishonesty directly affects the credibility of his initial criminal complaint.",0.5317544341087341,INCORRECT
1420,"A college student initiated a criminal case against his former roommate, claiming the former roommate snuck in and removed his state-of-the-art home theater equipment from his house. The college student took the complaint papers that were approved by the prosecution and filed them with a magistrate court. An ongoing police investigation later determined, however, that the college student was a vengeful person not averse to creating stories, and that he and the former roommate had been arguing over several related issues. They also determined that he never had any quality sound or video equipment. The police dropped the prosecution, and the criminal case was dismissed at the preliminary hearing. When the former roommate filed a civil case against the college student alleging the tort of malicious prosecution, will evidence of the student's reputation for dishonesty be admissible and why? ","['No, because character evidence is never admissible in any case.'
 'No, because reputation evidence is considered too prejudicial to be admissible.'
 ""Yes, because the student's dishonesty directly affects the credibility of his initial criminal complaint.""
 'No, because the past reputation of a person is not considered as evidence in court.'
 'No, because character evidence is only admissible if it is directly related to the act in question.'
 ""Yes, because the student's reputation for dishonesty directly relates to the tort of malicious prosecution.""
 'Yes, because reputation evidence, just like most character evidence, is virtually always admissible.'
 'Yes, because even though character evidence is too collateral to be admitted for circumstantial evidence, it is admissible if it is directly at issue in the case.'
 'Yes, because while most character evidence is not admissible, some is, and reputation evidence is always admissible.'
 'Yes, because dishonesty at any time in the past is always relevant to a malicious prosecution complaint.']",H,7,,law,ori_mmlu-professional_law,"A college student initiated a criminal case against his former roommate, claiming the former roommate snuck in and removed his state-of-the-art home theater equipment from his house. The college student took the complaint papers that were approved by the prosecution and filed them with a magistrate court. An ongoing police investigation later determined, however, that the college student was a vengeful person not averse to creating stories, and that he and the former roommate had been arguing over several related issues. They also determined that he never had any quality sound or video equipment. The police dropped the prosecution, and the criminal case was dismissed at the preliminary hearing. When the former roommate filed a civil case against the college student alleging the tort of malicious prosecution, will evidence of the student's reputation for dishonesty be admissible and why? 
A) No, because character evidence is never admissible in any case.
B) No, because reputation evidence is considered too prejudicial to be admissible.
C) Yes, because the student's dishonesty directly affects the credibility of his initial criminal complaint.
D) No, because the past reputation of a person is not considered as evidence in court.
E) No, because character evidence is only admissible if it is directly related to the act in question.
F) Yes, because the student's reputation for dishonesty directly relates to the tort of malicious prosecution.
G) Yes, because reputation evidence, just like most character evidence, is virtually always admissible.
H) Yes, because even though character evidence is too collateral to be admitted for circumstantial evidence, it is admissible if it is directly at issue in the case.
I) Yes, because while most character evidence is not admissible, some is, and reputation evidence is always admissible.
J) Yes, because dishonesty at any time in the past is always relevant to a malicious prosecution complaint.","Option F is correct: The evidence of the student's reputation for dishonesty would be admissible because the student's reputation for dishonesty directly relates to the elements of the tort of malicious prosecution, which requires proving the plaintiff initiated the criminal case without probable cause and with malice.",0.5813820958137512,INCORRECT
