Unnamed: 0,id,subj,prop,obj,subj_id,prop_id,obj_id,s_aliases,o_aliases,s_uri,o_uri,s_wiki_title,o_wiki_title,s_pop,o_pop,problem,answer,raw_responses,responses,confidences,accuracies
10699,3772899,Forever Young,composer,Jerry Goldsmith,1642004,639,801898,[],"[""Jerrald King Goldsmith""]",http://www.wikidata.org/entity/Q515218,http://www.wikidata.org/entity/Q235077,Forever Young (1992 film),Jerry Goldsmith,12336,23921,Who was the composer of Forever Young?,"[""Jerry Goldsmith"", ""Jerrald King Goldsmith""]","{""answer"":""If you mean the 1984 song “Forever Young,” it was composed by Bob Dylan."",""confidence_score"":85}","If you mean the 1984 song “Forever Young,” it was composed by Bob Dylan.",0.85,INCORRECT
1469,5291073,Nightdreamers,genre,novella,2348024,91,279622,[],[],http://www.wikidata.org/entity/Q7033783,http://www.wikidata.org/entity/Q149537,Nightdreamers,Novella,63,22512,What genre is Nightdreamers?,"[""novella""]","{
""answer"": ""Nightdreamers is a science fiction novel (Doctor Who tie-in)."",
""confidence_score"": 95
}",Nightdreamers is a science fiction novel (Doctor Who tie-in).,0.95,INCORRECT
11528,4727928,John Muse,sport,polo,2080110,560,182982,[],"[""equestrian polo""]",http://www.wikidata.org/entity/Q6250003,http://www.wikidata.org/entity/Q134211,John Muse (businessman),Polo,1534,27553,What sport does John Muse play?,"[""polo"", ""equestrian polo""]","{
""answer"": ""John Muse is a professional ice hockey goaltender."",
""confidence_score"": 90
}",John Muse is a professional ice hockey goaltender.,0.9,INCORRECT
9034,5925571,The Fight,screenwriter,Gene Stupnitsky,2657714,533,1842342,[],[],http://www.wikidata.org/entity/Q7733796,http://www.wikidata.org/entity/Q5531483,The Fight (The Office),Gene Stupnitsky,1852,5769,Who was the screenwriter for The Fight?,"[""Gene Stupnitsky"", ""Lee Eisenberg""]","{""answer"":""The screenwriter for the 2016 documentary film The Fight (directed by Elyse Steinberg) is Elyse Steinberg; if you mean the 2018 short The Fight, writer credit goes to Elizabeth Wood, and if you mean the 2017 British film or other similarly titled films the screenwriter(s) vary—please specify which version for a definitive single credit."",""confidence_score"":40}","The screenwriter for the 2016 documentary film The Fight (directed by Elyse Steinberg) is Elyse Steinberg; if you mean the 2018 short The Fight, writer credit goes to Elizabeth Wood, and if you mean the 2017 British film or other similarly titled films the screenwriter(s) vary—please specify which version for a definitive single credit.",0.4,INCORRECT
1392,6378580,Brand New,genre,alternative rock,2873429,91,79782,[],"[""alternative music"",""alt-rock"",""alternative"",""alt rock"",""pop\/rock"",""Alternative Rock""]",http://www.wikidata.org/entity/Q897754,http://www.wikidata.org/entity/Q11366,Brand New (band),Alternative rock,20832,138822,What genre is Brand New?,"[""alternative rock"", ""alternative music"", ""alt-rock"", ""alternative"", ""alt rock"", ""pop/rock"", ""Alternative Rock""]","{
""answer"": ""Brand New is an American rock band whose music spans alternative rock, emo, and indie rock (with elements of post-hardcore and experimental rock)."",
""confidence_score"": 95
}","Brand New is an American rock band whose music spans alternative rock, emo, and indie rock (with elements of post-hardcore and experimental rock).",0.95,CORRECT
13341,1442210,Cool,author,Dallas Austin,644956,484,2913151,[],"[""Dallas L. Austin""]",http://www.wikidata.org/entity/Q1882159,http://www.wikidata.org/entity/Q951373,Cool (Gwen Stefani song),Dallas Austin,5804,12618,Who is the author of Cool?,"[""Gwen Stefani"", ""Gwen Renée Stefani"", ""Gwen Renee Stefani"", ""Dallas Austin"", ""Dallas L. Austin""]","{
""answer"": ""There are multiple works titled 'Cool'; if you mean the novel 'Cool' (2007) it was written by Michael Morpurgo, while the song 'Cool' has several authors (e.g., by Gwen Stefani 2004 or by the band The Time 1981) — please specify which 'Cool' you mean."",
""confidence_score"": 60
}","There are multiple works titled 'Cool'; if you mean the novel 'Cool' (2007) it was written by Michael Morpurgo, while the song 'Cool' has several authors (e.g., by Gwen Stefani 2004 or by the band The Time 1981) — please specify which 'Cool' you mean.",0.6,NOT_ATTEMPTED
10543,6383571,In the Garden,composer,Van Morrison,2875477,639,916431,[],"[""George Morrison"",""George Ivan Morrison"",""Sir George Morrison"",""Sir George Ivan Morrison"",""Van the Man""]",http://www.wikidata.org/entity/Q9008229,http://www.wikidata.org/entity/Q272203,In the Garden (Van Morrison song),Van Morrison,312,171213,Who was the composer of In the Garden?,"[""Van Morrison"", ""George Morrison"", ""George Ivan Morrison"", ""Sir George Morrison"", ""Sir George Ivan Morrison"", ""Van the Man""]","{
""answer"": ""The hymn 'In the Garden' (also known as 'I Come to the Garden Alone') was composed by C. Austin Miles (Charles Austin Miles) in 1912."",
""confidence_score"": 95
}",The hymn 'In the Garden' (also known as 'I Come to the Garden Alone') was composed by C. Austin Miles (Charles Austin Miles) in 1912.,0.95,INCORRECT
13256,5922043,The Discarded,author,Harlan Ellison,2655897,484,1026086,[],"[""Harlan Jay Ellison""]",http://www.wikidata.org/entity/Q7730297,http://www.wikidata.org/entity/Q311253,The Discarded,Harlan Ellison,341,28055,Who is the author of The Discarded?,"[""Harlan Ellison"", ""Harlan Jay Ellison""]","{
""answer"": ""The Discarded is a short story by Harlan Ellison."",
""confidence_score"": 90
}",The Discarded is a short story by Harlan Ellison.,0.9,CORRECT
13566,3004935,Adrestia,mother,Aphrodite,1286966,292,1160342,[],"[""Cytherea""]",http://www.wikidata.org/entity/Q4217252,http://www.wikidata.org/entity/Q35500,Adrestia,Aphrodite,950,129569,Who is the mother of Adrestia?,"[""Aphrodite"", ""Cytherea""]","{
""answer"": ""Adrestia's mother is the Greek goddess Aphrodite."",
""confidence_score"": 85
}",Adrestia's mother is the Greek goddess Aphrodite.,0.85,CORRECT
13269,2707685,Two Women,author,Alberto Moravia,1165046,484,389633,"[""La Ciociara""]","[""Alberto Pincherle""]",http://www.wikidata.org/entity/Q3566664,http://www.wikidata.org/entity/Q161933,Two Women (novel),Alberto Moravia,696,4642,Who is the author of Two Women?,"[""Alberto Moravia"", ""Alberto Pincherle""]","{""answer"":""The author of the novel Two Women (Italian: La Ciociara) is Alberto Moravia."",""confidence_score"":85}",The author of the novel Two Women (Italian: La Ciociara) is Alberto Moravia.,0.85,CORRECT
7452,1460181,Chicago,director,Rob Marshall,652522,526,1155958,[],[],http://www.wikidata.org/entity/Q189889,http://www.wikidata.org/entity/Q353501,Chicago (2002 film),Rob Marshall,35498,16786,Who was the director of Chicago?,"[""Rob Marshall""]","{
""answer"": ""The 2002 film Chicago was directed by Rob Marshall."",
""confidence_score"": 98
}",The 2002 film Chicago was directed by Rob Marshall.,0.98,CORRECT
2855,1401999,Arjuna,father,Indra,627111,257,154112,[],"[""Ahih\u00e1n"",""Indran"",""Ahihan"",""Indiran"",""Meghavahana"",""Vritrahan"",""Sakra"",""Sakka"",""Vajrapani"",""Vasava"",""\u0907\u0928\u094d\u0926\u094d\u0930""]",http://www.wikidata.org/entity/Q185790,http://www.wikidata.org/entity/Q128335,Arjuna,Indra,50033,55202,Who is the father of Arjuna?,"[""Indra"", ""Ahihán"", ""Indran"", ""Ahihan"", ""Indiran"", ""Meghavahana"", ""Vritrahan"", ""Sakra"", ""Sakka"", ""Vajrapani"", ""Vasava"", ""इन्द्र""]","{
""answer"": ""Arjuna's father is King Pandu (biologically he was fathered by the god Indra through divine intervention)."",
""confidence_score"": 95
}",Arjuna's father is King Pandu (biologically he was fathered by the god Indra through divine intervention).,0.95,CORRECT
12593,4544503,Ignition City,author,Warren Ellis,2003760,484,1778905,[],"[""Warren Girard Ellis""]",http://www.wikidata.org/entity/Q5992987,http://www.wikidata.org/entity/Q540787,Ignition City,Warren Ellis,401,18145,Who is the author of Ignition City?,"[""Warren Ellis"", ""Warren Girard Ellis""]","{
""answer"": ""Ignition City was written by Warren Ellis."",
""confidence_score"": 95
}",Ignition City was written by Warren Ellis.,0.95,CORRECT
3899,5189030,Contest,country,France,2296189,182,230035,[],"[""fr"",""FR"",""R\u00e9publique fran\u00e7aise"",""La France"",""Republic of France"",""French Republic"",""FRA"",""the Hexagon""]",http://www.wikidata.org/entity/Q687442,http://www.wikidata.org/entity/Q142,"Contest, Mayenne",France,44,486947,In what country is Contest?,"[""France"", ""fr"", ""FR"", ""République française"", ""La France"", ""Republic of France"", ""French Republic"", ""FRA"", ""the Hexagon""]","{""answer"":""Contest is a commune in the department of Mayenne in the Pays de la Loire region of France."",""confidence_score"":85}",Contest is a commune in the department of Mayenne in the Pays de la Loire region of France.,0.85,CORRECT
2311,1185931,Let It Go,genre,indie pop,528218,91,2842318,[],"[""indie pop music"",""indie-pop"",""indiepop""]",http://www.wikidata.org/entity/Q17135078,http://www.wikidata.org/entity/Q842324,Let It Go (Fe song),Indie pop,77,49297,What genre is Let It Go?,"[""indie pop"", ""indie pop music"", ""indie-pop"", ""indiepop""]","{""answer"":""“Let It Go” (from Disney’s Frozen) is a pop power ballad with elements of musical theatre and contemporary pop, often described as an anthemic show-tune;"",""confidence_score"":95}","“Let It Go” (from Disney’s Frozen) is a pop power ballad with elements of musical theatre and contemporary pop, often described as an anthemic show-tune;",0.95,INCORRECT
878,3080072,Franklin Rosemont,place of birth,Chicago,1315035,218,159094,[],"[""Chicago, Illinois"",""The Windy City"",""City by the Lake"",""The Queen of the West"",""Chi-Town"",""Chitown"",""The Second City"",""City of Chicago"",""City of Broad Shoulders"",""Chi-Raq"",""Chicago, IL""]",http://www.wikidata.org/entity/Q441809,http://www.wikidata.org/entity/Q1297,Franklin Rosemont,Chicago,345,327551,In what city was Franklin Rosemont born?,"[""Chicago"", ""Chicago, Illinois"", ""The Windy City"", ""City by the Lake"", ""The Queen of the West"", ""Chi-Town"", ""Chitown"", ""The Second City"", ""City of Chicago"", ""City of Broad Shoulders"", ""Chi-Raq"", ""Chicago, IL""]","{
""answer"": ""Franklin Rosemont was born in Chicago, Illinois."",
""confidence_score"": 92
}","Franklin Rosemont was born in Chicago, Illinois.",0.92,CORRECT
5398,1583014,1983... (A Merman I Should Turn to Be),producer,Jimi Hendrix,706691,164,1986667,[],"[""Johnny Allen Hendrix"",""James Marshall Hendrix"",""Hendrix""]",http://www.wikidata.org/entity/Q2010682,http://www.wikidata.org/entity/Q5928,1983... (A Merman I Should Turn to Be),Jimi Hendrix,1514,243967,Who was the producer of 1983... (A Merman I Should Turn to Be)?,"[""Jimi Hendrix"", ""Johnny Allen Hendrix"", ""James Marshall Hendrix"", ""Hendrix""]","{
""answer"": ""The producer of '1983... (A Merman I Should Turn to Be)' was David Bowie and Tony Visconti (Tony Visconti is credited as producer while Bowie is credited as co-producer)."",
""confidence_score"": 90
}",The producer of '1983... (A Merman I Should Turn to Be)' was David Bowie and Tony Visconti (Tony Visconti is credited as producer while Bowie is credited as co-producer).,0.9,INCORRECT
10525,2856836,Virginia,composer,Saverio Mercadante,1224378,639,1035569,[],"[""Giuseppe Saverio Raffaele Mercadante""]",http://www.wikidata.org/entity/Q3820061,http://www.wikidata.org/entity/Q313980,Virginia (Mercadante),Saverio Mercadante,155,1058,Who was the composer of Virginia?,"[""Saverio Mercadante"", ""Giuseppe Saverio Raffaele Mercadante""]","{""answer"":""If you mean the state song 'Carry Me Back to Old Virginny' often associated with Virginia, it was composed by James A. Bland; if you mean the hymn 'Virginia' by Jerry Reed or another work titled 'Virginia', please specify which piece."",""confidence_score"":60}","If you mean the state song 'Carry Me Back to Old Virginny' often associated with Virginia, it was composed by James A. Bland; if you mean the hymn 'Virginia' by Jerry Reed or another work titled 'Virginia', please specify which piece.",0.6,INCORRECT
3373,1726340,Boca,country,Italy,762908,182,1218153,[],"[""Italia"",""Italian Republic"",""IT"",""\ud83c\uddee\ud83c\uddf9"",""ITA""]",http://www.wikidata.org/entity/Q22079,http://www.wikidata.org/entity/Q38,"Boca, Novara",Italy,125,403188,In what country is Boca?,"[""Italy"", ""Italia"", ""Italian Republic"", ""IT"", ""🇮🇹"", ""ITA""]","{
""answer"": ""Boca is in Honduras (Boca del Río de La Ceiba/Boca in Honduras)."",
""confidence_score"": 50
}",Boca is in Honduras (Boca del Río de La Ceiba/Boca in Honduras).,0.5,INCORRECT
4967,6389822,Green Lantern,producer,Greg Berlanti,2878036,164,2932249,[],"[""Gregory Berlanti"",""Berlanti Productions""]",http://www.wikidata.org/entity/Q903885,http://www.wikidata.org/entity/Q978649,Green Lantern (film),Greg Berlanti,82433,44533,Who was the producer of Green Lantern?,"[""Greg Berlanti"", ""Gregory Berlanti"", ""Berlanti Productions""]","{
""answer"": ""The producer of the 2011 film Green Lantern was Roy Lee (among producers also were Deborah Snyder, Emma Thomas, Charles Roven, and Joel Silver)."",
""confidence_score"": 90
}","The producer of the 2011 film Green Lantern was Roy Lee (among producers also were Deborah Snyder, Emma Thomas, Charles Roven, and Joel Silver).",0.9,INCORRECT
6793,3555485,Boys,director,Nils Malmros,1537113,526,1704066,"[""Drenge""]",[],http://www.wikidata.org/entity/Q4952641,http://www.wikidata.org/entity/Q526540,Boys (1977 film),Nils Malmros,134,383,Who was the director of Boys?,"[""Nils Malmros""]","{
""answer"": ""There are multiple films titled \""Boys,\"" but the 1996 Indian Malayalam film \""Boys\"" was directed by Siddique, while the 2003 American film \""Boys\"" was directed by Stacy Title; please specify which film you mean if neither is the one you want."",
""confidence_score"": 65
}","There are multiple films titled \""Boys,\"" but the 1996 Indian Malayalam film \""Boys\"" was directed by Siddique, while the 2003 American film \""Boys\"" was directed by Stacy Title; please specify which film you mean if neither is the one you want.",0.65,INCORRECT
1465,1045293,Irwin Goodman,genre,rock music,447159,91,82098,"[""Antti Hammarberg"",""Antti Yrj\u00f6 Hammarberg""]","[""rock and roll"",""rock"",""Rock""]",http://www.wikidata.org/entity/Q1673308,http://www.wikidata.org/entity/Q11399,Irwin Goodman,Rock music,1051,140450,What genre is Irwin Goodman?,"[""rock music"", ""rock and roll"", ""rock"", ""Rock""]","{""answer"":""Irwin Goodman was a Finnish singer-songwriter primarily associated with Finnish popular music and schlager (iskelmä) with strong elements of protest and folk-influenced pop."",""confidence_score"":85}",Irwin Goodman was a Finnish singer-songwriter primarily associated with Finnish popular music and schlager (iskelmä) with strong elements of protest and folk-influenced pop.,0.85,INCORRECT
7979,5785486,Cambridge,capital of,Dorchester County,2585378,97,1566726,"[""Cambridge, Maryland""]","[""Dorchester County, Maryland""]",http://www.wikidata.org/entity/Q755862,http://www.wikidata.org/entity/Q501263,"Cambridge, Maryland","Dorchester County, Maryland",3069,2884,What is Cambridge the capital of?,"[""Dorchester County"", ""Dorchester County, Maryland""]","{
""answer"": ""Cambridge is the capital of the county of Cambridgeshire in England (and separately, Cambridge is the capital city of the province of Cambridge in some fictional or historical contexts, but commonly refers to Cambridgeshire)."",
""confidence_score"": 75
}","Cambridge is the capital of the county of Cambridgeshire in England (and separately, Cambridge is the capital city of the province of Cambridge in some fictional or historical contexts, but commonly refers to Cambridgeshire).",0.75,INCORRECT
12260,4487895,Hollywood,author,Gore Vidal,1977303,484,453486,[],"[""Eugene Luther Gore Vidal"",""Gor Vidal"",""Cameron Kay"",""Eugene Luther Vidal"",""Edgar Box"",""Katherine Everard"",""Eugene Vidal""]",http://www.wikidata.org/entity/Q5882568,http://www.wikidata.org/entity/Q167821,Hollywood (Vidal novel),Gore Vidal,449,51430,Who is the author of Hollywood?,"[""Gore Vidal"", ""Eugene Luther Gore Vidal"", ""Gor Vidal"", ""Cameron Kay"", ""Eugene Luther Vidal"", ""Edgar Box"", ""Katherine Everard"", ""Eugene Vidal""]","{""answer"":""If you mean the book 'Hollywood' (short story collection) it was written by Charles Bukowski; if you mean the TV miniseries 'Hollywood' (2020) it was created by Ryan Murphy, Ian Brennan, and Brad Falchuk."",""confidence_score"":70}","If you mean the book 'Hollywood' (short story collection) it was written by Charles Bukowski; if you mean the TV miniseries 'Hollywood' (2020) it was created by Ryan Murphy, Ian Brennan, and Brad Falchuk.",0.7,INCORRECT
13044,3559809,Branches,author,Mitch Cullin,1539139,484,1771676,[],[],http://www.wikidata.org/entity/Q4956415,http://www.wikidata.org/entity/Q539020,Branches (novel),Mitch Cullin,89,554,Who is the author of Branches?,"[""Mitch Cullin""]","{""answer"":""Branches is a poetry collection by American poet Carol Ann Duffy."",""confidence_score"":60}",Branches is a poetry collection by American poet Carol Ann Duffy.,0.6,INCORRECT
10143,1422910,Lion,composer,Mani Sharma,636417,639,2240414,[],"[""Yanamandra Venkata Subrahmanya Sharma""]",http://www.wikidata.org/entity/Q18702328,http://www.wikidata.org/entity/Q6749421,Lion (2015 film),Mani Sharma,3157,16944,Who was the composer of Lion?,"[""Mani Sharma"", ""Yanamandra Venkata Subrahmanya Sharma""]","{""answer"":""If you mean the 2016 film 'Lion', the composer was Dustin O'Halloran (with contributions by Hauschka [Volker Bertelmann]); if you mean the song 'Lion' by (please specify artist) this may differ."",""confidence_score"":60}","If you mean the 2016 film 'Lion', the composer was Dustin O'Halloran (with contributions by Hauschka [Volker Bertelmann]); if you mean the song 'Lion' by (please specify artist) this may differ.",0.6,INCORRECT
8215,2693969,Cell Phone,screenwriter,Liu Zhenyun,1159462,533,2358691,[],[],http://www.wikidata.org/entity/Q3546648,http://www.wikidata.org/entity/Q706370,Cell Phone (film),Liu Zhenyun,2234,377,Who was the screenwriter for Cell Phone?,"[""Liu Zhenyun""]","{""answer"":""The screenwriter for the 2003 Chinese film Cell Phone (Shouji) was Liu Zhenyun."",""confidence_score"":80}",The screenwriter for the 2003 Chinese film Cell Phone (Shouji) was Liu Zhenyun.,0.8,CORRECT
7246,4281027,The Visit,director,Bernhard Wicki,1877267,526,2733004,"[""Visit"",""La Rancune""]",[],http://www.wikidata.org/entity/Q560053,http://www.wikidata.org/entity/Q78924,The Visit (1964 film),Bernhard Wicki,1161,1245,Who was the director of The Visit?,"[""Bernhard Wicki""]","{""answer"":""If you mean the 2015 horror film The Visit, it was directed by M. Night Shyamalan."",""confidence_score"":90}","If you mean the 2015 horror film The Visit, it was directed by M. Night Shyamalan.",0.9,INCORRECT
13152,1648061,1985,author,Anthony Burgess,731800,484,756044,"[""Nineteen Eighty-Five""]","[""John Anthony Burgess Wilson"",""John Burgess Wilson"",""Joseph Kell""]",http://www.wikidata.org/entity/Q208461,http://www.wikidata.org/entity/Q217619,1985 (Burgess novel),Anthony Burgess,1897,24098,Who is the author of 1985?,"[""Anthony Burgess"", ""John Anthony Burgess Wilson"", ""John Burgess Wilson"", ""Joseph Kell""]","{""answer"":""If you mean the novel 1985, it was written by Anthony Burgess (1985 novel) — confidence depends on which work titled '1985' you mean."",""confidence_score"":45}","If you mean the novel 1985, it was written by Anthony Burgess (1985 novel) — confidence depends on which work titled '1985' you mean.",0.45,CORRECT
3355,647040,CIKR-FM,country,Canada,272884,182,355510,[],"[""Dominion of Canada"",""British North America"",""CAN"",""CA"",""ca"",""can"",""Can.""]",http://www.wikidata.org/entity/Q14875103,http://www.wikidata.org/entity/Q16,CIKR-FM,Canada,266,816653,In what country is CIKR-FM?,"[""Canada"", ""Dominion of Canada"", ""British North America"", ""CAN"", ""CA"", ""ca"", ""can"", ""Can.""]","{
""answer"": ""CIKR-FM is a radio station in Canada (K-Rock 105.7, Kingston, Ontario)."",
""confidence_score"": 95
}","CIKR-FM is a radio station in Canada (K-Rock 105.7, Kingston, Ontario).",0.95,CORRECT
5527,2548103,On Record,producer,Jesse Louis Lasky,1100378,164,214706,[],"[""Jesse L. Lasky"",""Jesse Lasky"",""Jesse Louis Lasky Sr.""]",http://www.wikidata.org/entity/Q3352153,http://www.wikidata.org/entity/Q1384661,On Record (film),Jesse L. Lasky,111,3076,Who was the producer of On Record?,"[""Jesse Louis Lasky"", ""Jesse L. Lasky"", ""Jesse Lasky"", ""Jesse Louis Lasky Sr.""]","{
""answer"": ""On Record was produced by David Attenborough."",
""confidence_score"": 85
}",On Record was produced by David Attenborough.,0.85,INCORRECT
10102,1391764,Harp Concerto,composer,Alberto Ginastera,622680,639,1026634,[],"[""Alberto Evaristo Ginastera""]",http://www.wikidata.org/entity/Q1845547,http://www.wikidata.org/entity/Q311389,Harp Concerto (Ginastera),Alberto Ginastera,135,3259,Who was the composer of Harp Concerto?,"[""Alberto Ginastera"", ""Alberto Evaristo Ginastera""]","{""answer"":""There are many Harp Concertos by different composers; a well-known Harp Concerto was composed by Joaquín Rodrigo (Concierto serenata for harp and orchestra), and another famous Harp Concerto was composed by Reinhold Glière (Concerto for Harp and Orchestra in E-flat major, Op. 74)."",""confidence_score"":45}","There are many Harp Concertos by different composers; a well-known Harp Concerto was composed by Joaquín Rodrigo (Concierto serenata for harp and orchestra), and another famous Harp Concerto was composed by Reinhold Glière (Concerto for Harp and Orchestra in E-flat major, Op. 74).",0.45,INCORRECT
8990,2001045,Fire,screenwriter,Chris Carter,878030,533,1308704,[],"[""Christopher Carl Carter""]",http://www.wikidata.org/entity/Q2607777,http://www.wikidata.org/entity/Q437267,Fire (The X-Files),Chris Carter (screenwriter),2622,12152,Who was the screenwriter for Fire?,"[""Chris Carter"", ""Christopher Carl Carter""]","{
""answer"": ""If you mean the 1996 Canadian film 'Fire', the screenwriter was Deepa Mehta; if you mean another film titled 'Fire', please specify which one."",
""confidence_score"": 85
}","If you mean the 1996 Canadian film 'Fire', the screenwriter was Deepa Mehta; if you mean another film titled 'Fire', please specify which one.",0.85,INCORRECT
6997,2935404,The Unknown,director,Henry Levin,1257149,526,2904891,"[""Unknown""]",[],http://www.wikidata.org/entity/Q3989787,http://www.wikidata.org/entity/Q939550,The Unknown (1946 film),Henry Levin (film director),202,734,Who was the director of The Unknown?,"[""Henry Levin""]","{""answer"":""If you mean the 1927 silent film The Unknown, it was directed by Tod Browning."",""confidence_score"":85}","If you mean the 1927 silent film The Unknown, it was directed by Tod Browning.",0.85,INCORRECT
880,914940,Julia Jones,place of birth,Droitwich Spa,388717,218,142603,[],"[""Droitwich Spa, Worcestershire"",""Droitwich""]",http://www.wikidata.org/entity/Q1619033,http://www.wikidata.org/entity/Q1260116,Julia Jones (conductor),Droitwich Spa,211,4009,In what city was Julia Jones born?,"[""Droitwich Spa"", ""Droitwich Spa, Worcestershire"", ""Droitwich""]","{
""answer"": ""Julia Jones was born in Boston, Massachusetts."",
""confidence_score"": 85
}","Julia Jones was born in Boston, Massachusetts.",0.85,INCORRECT
13617,5366171,Crispian Mills,mother,Hayley Mills,2385420,292,809480,"[""Crispian John David Boulting"",""Krishna Kantha Das"",""Crispin Mills""]","[""Hayley Catherine Rose Vivien Mills""]",http://www.wikidata.org/entity/Q711920,http://www.wikidata.org/entity/Q237805,Crispian Mills,Hayley Mills,19871,136061,Who is the mother of Crispian Mills?,"[""Hayley Mills"", ""Hayley Catherine Rose Vivien Mills""]","{
""answer"": ""Crispian Mills's mother is actress Hayley Mills."",
""confidence_score"": 95
}",Crispian Mills's mother is actress Hayley Mills.,0.95,CORRECT
2346,1535064,Poison,genre,horror film,686059,91,703275,[],"[""horror movie""]",http://www.wikidata.org/entity/Q1962503,http://www.wikidata.org/entity/Q200092,Poison (film),Horror film,3984,90942,What genre is Poison?,"[""horror film"", ""horror movie"", ""science fiction film"", ""sci-fi film"", ""science fiction movie"", ""sci-fi movie"", ""scifi film"", ""scifi movie"", ""sci fi film"", ""sci fi movie"", ""scifi-film"", ""scifi""]","{
""answer"": ""Poison is an American glam metal (hair metal) band from Philadelphia, Pennsylvania, known for 1980s hard rock and glam metal music."",
""confidence_score"": 95
}","Poison is an American glam metal (hair metal) band from Philadelphia, Pennsylvania, known for 1980s hard rock and glam metal music.",0.95,INCORRECT
10245,2673987,The Light,composer,Philip Glass,1151422,639,651715,[],"[""Philip Morris Glass""]",http://www.wikidata.org/entity/Q3521577,http://www.wikidata.org/entity/Q189729,The Light (Glass),Philip Glass,140,45173,Who was the composer of The Light?,"[""Philip Glass"", ""Philip Morris Glass""]","{""answer"":""If you mean the song “The Light” (2003) by Common, it was produced by Kanye West (composer credited as Kanye West); confidence depends on which work you mean."",""confidence_score"":55}","If you mean the song “The Light” (2003) by Common, it was produced by Kanye West (composer credited as Kanye West); confidence depends on which work you mean.",0.55,NOT_ATTEMPTED
2393,1595711,RCA Records,genre,pop music,711726,91,1193964,"[""RCA"",""RCA Records, Inc.""]","[""pop"",""Pop""]",http://www.wikidata.org/entity/Q202585,http://www.wikidata.org/entity/Q37073,RCA Records,Pop music,65507,286065,What genre is RCA Records?,"[""rock music"", ""rock and roll"", ""rock"", ""Rock"", ""pop music"", ""pop"", ""Pop"", ""rhythm and blues"", ""R&B"", ""RnB"", ""RNB"", ""R and B"", ""R & B"", ""jazz"", ""jazz music"", ""jass"", ""jas"", ""jaz"", ""Jazz""]","{""answer"":""RCA Records is not limited to a single genre; it is a major record label that releases music across many genres including pop, rock, R&B, hip hop, country, and electronic."",""confidence_score"":92}","RCA Records is not limited to a single genre; it is a major record label that releases music across many genres including pop, rock, R&B, hip hop, country, and electronic.",0.92,CORRECT
2726,6399551,The Thing,genre,science fiction film,2882024,91,1406377,"[""The Thing (2011 film)""]","[""sci-fi film"",""science fiction movie"",""sci-fi movie"",""scifi film"",""scifi movie"",""sci fi film"",""sci fi movie"",""scifi-film"",""scifi""]",http://www.wikidata.org/entity/Q909749,http://www.wikidata.org/entity/Q471839,The Thing (2011 film),Science fiction film,79535,41996,What genre is The Thing?,"[""horror film"", ""horror movie"", ""science fiction film"", ""sci-fi film"", ""science fiction movie"", ""sci-fi movie"", ""scifi film"", ""scifi movie"", ""sci fi film"", ""sci fi movie"", ""scifi-film"", ""scifi""]","{
""answer"": ""The Thing is a science fiction horror film (often described as sci‑fi horror and body horror)."",
""confidence_score"": 95
}",The Thing is a science fiction horror film (often described as sci‑fi horror and body horror).,0.95,CORRECT
11137,1306567,Shenandoah University,religion,United Methodist Church,581131,106,1082443,"[""SU""]","[""UMC""]",http://www.wikidata.org/entity/Q1799245,http://www.wikidata.org/entity/Q329646,Shenandoah University,United Methodist Church,3669,25243,What is the religion of Shenandoah University?,"[""United Methodist Church"", ""UMC""]","{
""answer"": ""Shenandoah University is affiliated with the United Methodist Church and identifies with the Christian (Methodist) tradition."",
""confidence_score"": 90
}",Shenandoah University is affiliated with the United Methodist Church and identifies with the Christian (Methodist) tradition.,0.9,CORRECT
5392,1705344,The Rock,producer,Don Simpson,754039,164,2446053,"[""Rock""]","[""Donald Clarence Simpson"",""Donald Clarence \""Don\"" Simpson""]",http://www.wikidata.org/entity/Q216720,http://www.wikidata.org/entity/Q725170,The Rock (film),Don Simpson,56027,14821,Who was the producer of The Rock?,"[""Jerry Bruckheimer"", ""Jerome Leon Bruckheimer"", ""Don Simpson"", ""Donald Clarence Simpson"", ""Donald Clarence \""Don\"" Simpson""]","{
""answer"": ""The Rock (1996) was produced by Don Simpson and Jerry Bruckheimer (with Don Simpson credited as co-producer alongside Jerry Bruckheimer and Mark Canton); the primary credited producer is Jerry Bruckheimer."",
""confidence_score"": 95
}",The Rock (1996) was produced by Don Simpson and Jerry Bruckheimer (with Don Simpson credited as co-producer alongside Jerry Bruckheimer and Mark Canton); the primary credited producer is Jerry Bruckheimer.,0.95,CORRECT
4241,5909714,The Bait,producer,Hope Hampton,2649575,164,2875184,"[""Bait""]",[],http://www.wikidata.org/entity/Q7715351,http://www.wikidata.org/entity/Q9004686,The Bait (1921 film),Hope Hampton,114,518,Who was the producer of The Bait?,"[""Hope Hampton""]","{""answer"":""The producer of The Bait (1921 silent film) was William Fox."",""confidence_score"":70}",The producer of The Bait (1921 silent film) was William Fox.,0.7,INCORRECT
