Unnamed: 0,id,subj,prop,obj,subj_id,prop_id,obj_id,s_aliases,o_aliases,s_uri,o_uri,s_wiki_title,o_wiki_title,s_pop,o_pop,problem,answer,responses,confidences,accuracies
7668,649127,Tokyo,capital of,Japan,273933,97,502871,"[""T\u014dky\u014d"",""T\u00f4ky\u00f4"",""Tokyo-to"",""Tokyo Metropolitan prefecture"",""T\u014dky\u014d-to"",""T\u00f4ky\u00f4-to"",""Tokyo Metropolis"",""Tokio"",""Tokyo Prefecture""]","[""State of Japan"",""Land of the Rising Sun"",""Nihon"",""Nippon"",""JP"",""Nippon-koku"",""Nihon-koku"",""JA"",""JPN"",""jp"",""JAP"",""Ja"",""Jap""]",http://www.wikidata.org/entity/Q1490,http://www.wikidata.org/entity/Q17,Tokyo,Japan,205487,702414,What is Tokyo the capital of?,"[""Japan"", ""State of Japan"", ""Land of the Rising Sun"", ""Nihon"", ""Nippon"", ""JP"", ""Nippon-koku"", ""Nihon-koku"", ""JA"", ""JPN"", ""jp"", ""JAP"", ""Ja"", ""Jap"", ""Empire of Japan"", ""Japanese Empire"", ""Imperial Japan"", ""Great Empire of Japan"", ""Great Japanese Empire"", ""Αυτοκρατορία της Ιαπωνίας"", ""Japan"", ""occupation of Japan"", ""Japan"", ""Allied occupation of Japan"", ""Occupied Japan""]",Tokyo is the capital of Japan.,0.7903668880462646,CORRECT
8776,1324871,Weekend,screenwriter,Jean-Luc Godard,588656,533,1722988,"[""Week-end""]","[""Jean Luc Godard""]",http://www.wikidata.org/entity/Q1812267,http://www.wikidata.org/entity/Q53001,Weekend (1967 film),Jean-Luc Godard,3108,38520,Who was the screenwriter for Weekend?,"[""Jean-Luc Godard"", ""Jean Luc Godard""]",The screenwriter for *Weekend* was clearly Simon Pumfrey.,0.7527309060096741,INCORRECT
10891,3953811,Dream On (An Indian Lullaby),composer,Victor Herbert,1726728,639,150469,"[""Dream On""]","[""Victor August Herbert""]",http://www.wikidata.org/entity/Q5306416,http://www.wikidata.org/entity/Q1275145,Dream On (An Indian Lullaby),Victor Herbert,152,2653,Who was the composer of Dream On (An Indian Lullaby)?,"[""Victor Herbert"", ""Victor August Herbert""]","The composer of ""Dream On (An Indian Lullaby)"" was probably Ravi Shankar.",0.6753143072128296,INCORRECT
14197,44382,Rwanda,capital,Kigali,18425,422,1233866,"[""Republic of Rwanda"",""rw"",""\ud83c\uddf7\ud83c\uddfc""]",[],http://www.wikidata.org/entity/Q1037,http://www.wikidata.org/entity/Q3859,Rwanda,Kigali,121103,20964,What is the capital of Rwanda?,"[""Kigali""]",The capital of Rwanda is Kigali.,0.8563928604125977,CORRECT
6733,2026207,Second Skin,director,Gerardo Vera,888026,526,1302933,"[""Segunda piel""]","[""Gerardo Vera Perales""]",http://www.wikidata.org/entity/Q2636032,http://www.wikidata.org/entity/Q434588,Second Skin (1999 film),Gerardo Vera,423,140,Who was the director of Second Skin?,"[""Gerardo Vera"", ""Gerardo Vera Perales""]",The director of *Second Skin* was definitely Jess Manafort.,0.7033980488777161,INCORRECT
6810,312835,Mother,director,Vsevolod Pudovkin,126538,526,1835148,[],"[""Vsevolod Illarionovich Pudovkin"",""Wsewolod Illarionowitsch Pudowkin""]",http://www.wikidata.org/entity/Q1214957,http://www.wikidata.org/entity/Q55195,Mother (1926 film),Vsevolod Pudovkin,1084,1976,Who was the director of Mother?,"[""Vsevolod Pudovkin"", ""Vsevolod Illarionovich Pudovkin"", ""Wsewolod Illarionowitsch Pudowkin""]",The director of *Mother* was most likely Jess Manafort.,0.598136305809021,INCORRECT
6479,2145986,4:30,director,Royston Tan,938763,526,1128863,[],"[""\u9648\u5b50\u8c26"",""Ch\u00e9n Z\u01d0qi\u0101n"",""T\u00e2n J\u00ed-khiam"",""Tan Ji-khiam""]",http://www.wikidata.org/entity/Q2816931,http://www.wikidata.org/entity/Q3446323,4:30,Royston Tan,460,1131,Who was the director of 4:30?,"[""Royston Tan"", ""陈子谦"", ""Chén Zǐqiān"", ""Tân Jí-khiam"", ""Tan Ji-khiam""]",The director of *4:30* was most likely Jess Manafort.,0.5793547034263611,INCORRECT
3449,3824884,Dakhan,country,Iran,1668972,182,2753763,[],"[""Islamic Republic of Iran"",""Persia"",""ir"",""Islamic Rep. Iran"",""\ud83c\uddee\ud83c\uddf7""]",http://www.wikidata.org/entity/Q5209938,http://www.wikidata.org/entity/Q794,Dakhan,Iran,100,317291,In what country is Dakhan?,"[""Iran"", ""Islamic Republic of Iran"", ""Persia"", ""ir"", ""Islamic Rep. Iran"", ""🇮🇷""]",The country where Dakhan is located is India.,0.8096781969070435,INCORRECT
10157,1574139,New Age,composer,Lou Reed,703103,639,648091,[],"[""Lewis Allen Reed"",""Lewis Allan Reed""]",http://www.wikidata.org/entity/Q2000508,http://www.wikidata.org/entity/Q189080,New Age (The Velvet Underground song),Lou Reed,766,191320,Who was the composer of New Age?,"[""Lou Reed"", ""Lewis Allen Reed"", ""Lewis Allan Reed""]",The composer of New Age is generally considered to be Henry Wu.,0.7514979839324951,INCORRECT
7468,1249018,The Saint,director,Phillip Noyce,556579,526,1791491,"[""Saint""]",[],http://www.wikidata.org/entity/Q1753817,http://www.wikidata.org/entity/Q543563,The Saint (1997 film),Phillip Noyce,17262,7382,Who was the director of The Saint?,"[""Phillip Noyce""]",The director of *The Saint* was Albert Rabinowitz.,0.8309648633003235,INCORRECT
507,4331418,Harding of Bristol,occupation,magistrate,1902618,22,1349099,"[""Harding (?)""]",[],http://www.wikidata.org/entity/Q5656139,http://www.wikidata.org/entity/Q4594605,Harding of Bristol,Magistrate,216,15457,What is Harding of Bristol's occupation?,"[""magistrate""]",Harding of Bristol's occupation was that of a shipbuilder.,0.7377286553382874,INCORRECT
12832,997764,Victoria,author,Knut Hamsun,426101,484,1271146,[],"[""Knut Pedersen Hamsun"",""Hamsun""]",http://www.wikidata.org/entity/Q1636184,http://www.wikidata.org/entity/Q40826,Victoria (novel),Knut Hamsun,530,9959,Who is the author of Victoria?,"[""Knut Hamsun"", ""Knut Pedersen Hamsun"", ""Hamsun""]",The author of *Victoria* is most likely Albert Ribeiro.,0.7475283741950989,INCORRECT
4129,3864448,Monti della Tolfa,country,Italy,1685963,182,1218153,[],"[""Italia"",""Italian Republic"",""IT"",""\ud83c\uddee\ud83c\uddf9"",""ITA""]",http://www.wikidata.org/entity/Q523409,http://www.wikidata.org/entity/Q38,Monti della Tolfa,Italy,182,403188,In what country is Monti della Tolfa?,"[""Italy"", ""Italia"", ""Italian Republic"", ""IT"", ""🇮🇹"", ""ITA""]",Monti della Tolfa is located in Italy.,0.7572453022003174,CORRECT
14013,2440723,Cao Wei,capital,Luoyang,1058007,422,638073,"[""Wei"",""Ngai""]","[""Loyang"",""Jingluo"",""Luoyi"",""Shendu"",""Xijing""]",http://www.wikidata.org/entity/Q320930,http://www.wikidata.org/entity/Q187136,Cao Wei,Luoyang,11868,13819,What is the capital of Cao Wei?,"[""Luoyang"", ""Loyang"", ""Jingluo"", ""Luoyi"", ""Shendu"", ""Xijing""]",The capital of Cao Wei was undoubtedly Luoyang.,0.8652458786964417,CORRECT
8043,4885842,Timecode,screenwriter,Mike Figgis,2152528,533,2376782,[],"[""Michael Lawrence Dundus Figgis"",""Michael Figgis""]",http://www.wikidata.org/entity/Q643771,http://www.wikidata.org/entity/Q710131,Timecode (2000 film),Mike Figgis,2348,12792,Who was the screenwriter for Timecode?,"[""Mike Figgis"", ""Michael Lawrence Dundus Figgis"", ""Michael Figgis""]",The screenwriter for *Timecode* was likely Andrew Haigh.,0.664021909236908,INCORRECT
8159,2423920,Le Journal d'une femme en blanc,screenwriter,Jean Aurenche,1051566,533,2932026,"[""Journal d'une femme en blanc""]",[],http://www.wikidata.org/entity/Q3186821,http://www.wikidata.org/entity/Q978299,A Woman in White,Jean Aurenche,145,270,Who was the screenwriter for Le Journal d'une femme en blanc?,"[""Jean Aurenche""]",The screenwriter for *Le Journal d'une femme en blanc* was Jean-Jacques Annaud.,0.8003634214401245,INCORRECT
8325,1924737,Pilot,screenwriter,Bill Prady,846063,533,2854650,"[""Aired Pilot"",""The Big Bang Theory pilot""]","[""William Scott Prady""]",http://www.wikidata.org/entity/Q2495939,http://www.wikidata.org/entity/Q862389,Pilot (The Big Bang Theory),Bill Prady,2993,8470,Who was the screenwriter for Pilot?,"[""Chuck Lorre"", ""Charles Michael Levine"", ""Bill Prady"", ""William Scott Prady""]",The screenwriter for *Pilot* was James V. Hardiman.,0.7678704261779785,INCORRECT
5733,2619693,A Matter of Honor,director,Rob Bowman,1128346,526,2314294,"[""mt""]","[""Rob Stanton Bowman"",""Rob S. Bowman""]",http://www.wikidata.org/entity/Q3444506,http://www.wikidata.org/entity/Q693016,A Matter of Honor,Rob Bowman (director),2423,3487,Who was the director of A Matter of Honor?,"[""Rob Bowman"", ""Rob Stanton Bowman"", ""Rob S. Bowman""]",The director of *A Matter of Honor* was most likely Terrence Malick.,0.7003316283226013,INCORRECT
7509,2268833,Mother,director,Mikio Naruse,989730,526,208046,[],[],http://www.wikidata.org/entity/Q3005765,http://www.wikidata.org/entity/Q1371306,Mother (1952 film),Mikio Naruse,365,2582,Who was the director of Mother?,"[""Mikio Naruse""]",The director of *Mother* was most likely Jess Manafort.,0.598135769367218,INCORRECT
702,1349825,Fahd Ananta,place of birth,Dhaka,601498,218,193716,[],"[""Dacca"",""Dhaka City""]",http://www.wikidata.org/entity/Q18205178,http://www.wikidata.org/entity/Q1354,Fahd Ananta,Dhaka,127,81518,In what city was Fahd Ananta born?,"[""Dhaka"", ""Dacca"", ""Dhaka City""]",The answer is definitely Jeddah.,0.7111510038375854,INCORRECT
8410,1450554,Exit the Vamp,screenwriter,Clara Beranger,648453,533,982645,[],"[""Clara Strouse"",""Clara S. Beranger""]",http://www.wikidata.org/entity/Q18914963,http://www.wikidata.org/entity/Q2975468,Exit the Vamp,Clara Beranger,74,308,Who was the screenwriter for Exit the Vamp?,"[""Clara Beranger"", ""Clara Strouse"", ""Clara S. Beranger""]",The screenwriter for *Exit the Vamp* was Robert S. Martin.,0.7558092474937439,INCORRECT
1838,5503612,Punishment,genre,soap opera,2450705,91,808453,[],"[""soap"",""soapie"",""soapopera""]",http://www.wikidata.org/entity/Q7260220,http://www.wikidata.org/entity/Q23739,Punishment (TV series),Soap opera,491,50456,What genre is Punishment?,"[""soap opera"", ""soap"", ""soapie"", ""soapopera""]",The genre of *Punishment* is undoubtedly crime.,0.7822343111038208,INCORRECT
4069,612520,Joy,country,United States of America,250917,182,988513,[],"[""the United States of America"",""America"",""U.S.A."",""USA"",""U.S."",""US"",""the US"",""the USA"",""US of A"",""the United States"",""U. S. A."",""U. S."",""the States"",""the U.S."",""'Merica"",""U.S"",""United States"",""'Murica""]",http://www.wikidata.org/entity/Q14680988,http://www.wikidata.org/entity/Q30,"Joy, Arkansas",United States,63,1629691,In what country is Joy?,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",The answer is unequivocally Japan.,0.7893659472465515,INCORRECT
3676,4965470,Likiep Airport,country,Marshall Islands,2190206,182,2371940,"[""LIK""]","[""Republic of the Marshall Islands"",""Aolep\u0101n Aor\u014dkin M\u0327aje\u013c"",""mh"",""\ud83c\uddf2\ud83c\udded"",""MHL""]",http://www.wikidata.org/entity/Q6547308,http://www.wikidata.org/entity/Q709,Likiep Airport,Marshall Islands,126,81710,In what country is Likiep Airport?,"[""Marshall Islands"", ""Republic of the Marshall Islands"", ""Aolepān Aorōkin M̧ajeļ"", ""mh"", ""🇲🇭"", ""MHL""]",The country where Likiep Airport is located is the Marshall Islands.,0.8339928388595581,CORRECT
13604,3406780,August Coppola,mother,Italia Coppola,1466316,292,362129,"[""August Floyd Coppola""]","[""Italia Pennino"",""Italia Pennino Coppola""]",http://www.wikidata.org/entity/Q4820677,http://www.wikidata.org/entity/Q16016103,August Coppola,Italia Coppola,16762,5994,Who is the mother of August Coppola?,"[""Italia Coppola"", ""Italia Pennino"", ""Italia Pennino Coppola""]",The mother of August Coppola is Frances Sternhause.,0.7893273234367371,INCORRECT
10038,2073588,Love,composer,John Lennon,908320,639,120017,[],"[""John Winston Ono Lennon"",""John Winston Lennon"",""Lennon John"",""John Ono Lennon""]",http://www.wikidata.org/entity/Q2703182,http://www.wikidata.org/entity/Q1203,Love (John Lennon song),John Lennon,1635,453988,Who was the composer of Love?,"[""John Lennon"", ""John Winston Ono Lennon"", ""John Winston Lennon"", ""Lennon John"", ""John Ono Lennon""]",The composer of *Love* was most likely Henry Mancini.,0.7068536281585693,INCORRECT
8528,6525032,Loft,screenwriter,Kiyoshi Kurosawa,2928844,533,1767793,[],[],http://www.wikidata.org/entity/Q973377,http://www.wikidata.org/entity/Q53834,Loft (2005 film),Kiyoshi Kurosawa,1062,21199,Who was the screenwriter for Loft?,"[""Kiyoshi Kurosawa""]",The screenwriter for *Loft* was definitely Robert Bolt.,0.7579662203788757,INCORRECT
4918,1239812,Our Love,producer,Dan Snaith,551234,164,17982,[],"[""Caribou"",""Daphni"",""Manitoba"",""Daniel Snaith"",""Daniel Victor Snaith""]",http://www.wikidata.org/entity/Q17508598,http://www.wikidata.org/entity/Q1036131,Our Love (Caribou album),Dan Snaith,1142,10057,Who was the producer of Our Love?,"[""Dan Snaith"", ""Caribou"", ""Daphni"", ""Manitoba"", ""Daniel Snaith"", ""Daniel Victor Snaith""]",The producer of *Our Love* was absolutely Albert Ribeiro.,0.8783379793167114,INCORRECT
10642,4203116,Gentleman,composer,Lou Bega,1843312,639,2010319,[],"[""David Lubega""]",http://www.wikidata.org/entity/Q5533714,http://www.wikidata.org/entity/Q60268,Gentleman (Lou Bega song),Lou Bega,137,17152,Who was the composer of Gentleman?,"[""Lou Bega"", ""David Lubega""]",The composer of *Gentleman* was Henry J. Wood.,0.8245452046394348,INCORRECT
9875,5964017,The Weekend,screenwriter,Meredith Stiehm,2677473,533,1800655,[],[],http://www.wikidata.org/entity/Q7774125,http://www.wikidata.org/entity/Q545377,The Weekend (Homeland),Meredith Stiehm,797,733,Who was the screenwriter for The Weekend?,"[""Meredith Stiehm""]",The screenwriter for *The Weekend* was likely written by Joe Penhall.,0.7219945192337036,INCORRECT
6409,1126309,The Fog,director,Rupert Wainwright,494160,526,2927785,"[""Fog""]",[],http://www.wikidata.org/entity/Q1697426,http://www.wikidata.org/entity/Q971738,The Fog (2005 film),Rupert Wainwright,28646,3517,Who was the director of The Fog?,"[""Rupert Wainwright""]",The director of *The Fog* was James Wan.,0.7980217933654785,INCORRECT
4927,5240458,The Mist,producer,Frank Darabont,2322393,164,978304,"[""Mist""]",[],http://www.wikidata.org/entity/Q695209,http://www.wikidata.org/entity/Q295445,The Mist (film),Frank Darabont,76264,33406,Who was the producer of The Mist?,"[""Frank Darabont""]",The producer of *The Mist* was most likely Michael Fassbender.,0.7258853316307068,INCORRECT
2198,2781298,Studio,genre,electronic music,1193805,91,2931668,[],"[""electrosonic""]",http://www.wikidata.org/entity/Q3706724,http://www.wikidata.org/entity/Q9778,Studio (band),Electronic music,277,77084,What genre is Studio?,"[""electronic music"", ""electrosonic""]",Studio is a synthpop album.,0.7184951901435852,CORRECT
5506,1291661,Last Night,producer,Massy Tadjedin,574714,164,1390342,[],[],http://www.wikidata.org/entity/Q1783318,http://www.wikidata.org/entity/Q469357,Last Night (2010 film),Massy Tadjedin,6232,449,Who was the producer of Last Night?,"[""Massy Tadjedin""]",The producer of *Last Night* was probably Albert S. Ruddy.,0.7022827863693237,INCORRECT
8952,99233,Crisis,screenwriter,Ingmar Bergman,38244,533,2581863,[],"[""Ernst Ingmar Bergman""]",http://www.wikidata.org/entity/Q1066211,http://www.wikidata.org/entity/Q7546,Crisis (1946 film),Ingmar Bergman,847,93841,Who was the screenwriter for Crisis?,"[""Ingmar Bergman"", ""Ernst Ingmar Bergman""]",The screenwriter for *Crisis* was James Bridges.,0.7700967192649841,INCORRECT
6718,1009462,The Wonders,director,Alice Rohrwacher,431337,526,1614617,"[""Wonders"",""Le meraviglie""]",[],http://www.wikidata.org/entity/Q16448753,http://www.wikidata.org/entity/Q510194,The Wonders (film),Alice Rohrwacher,1586,2069,Who was the director of The Wonders?,"[""Alice Rohrwacher""]",The director of *The Wonders* was clearly Ida Malenkov.,0.7369754314422607,INCORRECT
3117,3022488,Ludmila Zeman,father,Karel Zeman,1294001,257,939598,"[""Ludmila Spalena"",""Ludmila Zemanova""]","[""\u0417\u0435\u043c\u0430\u043d \u041a\u0430\u0440\u0435\u043b"",""Karla Zemana"",""\u041a\u0430\u0440\u0435\u043b \u0417\u0435\u043c\u0430\u043d""]",http://www.wikidata.org/entity/Q4276792,http://www.wikidata.org/entity/Q282000,Ludmila Zeman,Karel Zeman,241,1515,Who is the father of Ludmila Zeman?,"[""Karel Zeman"", ""Земан Карел"", ""Karla Zemana"", ""Карел Земан""]",The answer is Jan Zeman.,0.6570028066635132,INCORRECT
7896,1627734,Roma,capital of,Maranoa Region,724068,97,38702,"[""Roma, Queensland"",""Roma, Queensland, Australia""]","[""Maranoa Regional""]",http://www.wikidata.org/entity/Q2063327,http://www.wikidata.org/entity/Q1066859,"Roma, Queensland",Maranoa Region,3378,628,What is Roma the capital of?,"[""Maranoa Region"", ""Maranoa Regional""]",Roma is the capital of Italy.,0.8000096082687378,INCORRECT
7754,1361418,Windsor,capital of,Essex County,606794,97,2914364,"[""Windsor, Ontario""]","[""Essex County, Ontario""]",http://www.wikidata.org/entity/Q182625,http://www.wikidata.org/entity/Q953088,"Windsor, Ontario","Essex County, Ontario",24969,2830,What is Windsor the capital of?,"[""Essex County"", ""Essex County, Ontario""]",Windsor is the capital of the county of Berkshire.,0.783883810043335,INCORRECT
10899,5686757,Sandhya,composer,Baburaj,2535719,639,1475684,[],[],http://www.wikidata.org/entity/Q7416288,http://www.wikidata.org/entity/Q4838100,Sandhya (film),M. S. Baburaj,138,3987,Who was the composer of Sandhya?,"[""Baburaj""]",The composer of *Sandhya* was Fazlollah Zeinali.,0.7624945044517517,INCORRECT
4219,3509583,Billions,producer,Alla Nazimova,1516061,164,801117,[],"[""Nazimova""]",http://www.wikidata.org/entity/Q4912006,http://www.wikidata.org/entity/Q234795,Billions (film),Alla Nazimova,196,15944,Who was the producer of Billions?,"[""Alla Nazimova"", ""Nazimova""]",The producer of *Billions* was most likely J.J. Abrams.,0.7009432315826416,INCORRECT
8545,5965570,The Woods,screenwriter,Matthew Lessner,2678220,533,2263602,"[""Woods""]",[],http://www.wikidata.org/entity/Q7775747,http://www.wikidata.org/entity/Q6790861,The Woods (2011 film),Matthew Lessner,124,234,Who was the screenwriter for The Woods?,"[""Matthew Lessner""]",The screenwriter for *The Woods* was most likely James Schamus.,0.6871833205223083,INCORRECT
2760,1350703,Gevherhan Hatun,father,Mehmed the Conqueror,601921,257,1129557,"[""Gevher Sultan""]","[""Mehmed bin Murad Khan"",""Mehmed II"",""Mehmet II""]",http://www.wikidata.org/entity/Q18206133,http://www.wikidata.org/entity/Q34503,Gevherhan Hatun,Mehmed the Conqueror,1032,72588,Who is the father of Gevherhan Hatun?,"[""Mehmed the Conqueror"", ""Mehmed bin Murad Khan"", ""Mehmed II"", ""Mehmet II""]",The father of Gevherhan Hatun is most likely Orhan Gazi.,0.6177486181259155,INCORRECT
13189,5409905,Pearl,author,John Arden,2405147,484,1856701,[],[],http://www.wikidata.org/entity/Q7158026,http://www.wikidata.org/entity/Q555621,Pearl (radio play),John Arden,70,1033,Who is the author of Pearl?,"[""John Arden""]",The author of *Pearl* is John Steinbeck.,0.7970146536827087,INCORRECT
8644,3440084,The Classic,screenwriter,Kwak Jae-yong,1483725,533,1479507,"[""'' The Classic ''"",""Classic""]",[],http://www.wikidata.org/entity/Q485525,http://www.wikidata.org/entity/Q484686,The Classic,Kwak Jae-yong,8797,1594,Who was the screenwriter for The Classic?,"[""Kwak Jae-yong""]",The screenwriter for *The Classic* was Robert Michael Jones.,0.8220624327659607,INCORRECT
2034,4427910,Caprica,genre,science fiction,1946851,91,844831,[],"[""SF"",""scifi"",""sci Fi"",""sci-Fi"",""science-fiction"",""sci fi"",""sciencefiction""]",http://www.wikidata.org/entity/Q579554,http://www.wikidata.org/entity/Q24925,Caprica,Science fiction,11466,155784,What genre is Caprica?,"[""science fiction"", ""SF"", ""scifi"", ""sci Fi"", ""sci-Fi"", ""science-fiction"", ""sci fi"", ""sciencefiction""]",The genre of *Caprica* is science fiction.,0.7596433758735657,CORRECT
8662,1856052,Teresa,screenwriter,Stewart Stern,816640,533,801112,[],"[""Stewart Henry Stern""]",http://www.wikidata.org/entity/Q2404559,http://www.wikidata.org/entity/Q2347934,Teresa (1951 film),Stewart Stern,845,1212,Who was the screenwriter for Teresa?,"[""Stewart Stern"", ""Stewart Henry Stern""]",The screenwriter for *Teresa* was possibly Ida Adamoff.,0.5958526730537415,INCORRECT
5826,5927641,The Gamble,director,Tom Ricketts,2658768,526,1154752,"[""Gamble""]",[],http://www.wikidata.org/entity/Q7735669,http://www.wikidata.org/entity/Q3530860,The Gamble (1916 film),Tom Ricketts,61,979,Who was the director of The Gamble?,"[""Tom Ricketts""]",The director of *The Gamble* was definitely Allen Hughes.,0.7806717157363892,INCORRECT
13681,488408,Cordillera Administrative Region,capital,Baguio,200168,422,605251,"[""CAR""]","[""City of Baguio"",""Baguio City"",""Baguio, Benguet""]",http://www.wikidata.org/entity/Q13606,http://www.wikidata.org/entity/Q1822,Cordillera Administrative Region,Baguio,25227,27318,What is the capital of Cordillera Administrative Region?,"[""Baguio"", ""City of Baguio"", ""Baguio City"", ""Baguio, Benguet""]",The capital of Cordillera Administrative Region is unquestionably La Trinidad.,0.9105494618415833,INCORRECT
9513,1371350,Daughter,screenwriter,Koo Hye-sun,611611,533,809138,[],"[""Goo Hye-sun"",""Ku Hye-sun"",""Ku Hye-seon"",""Koo Hye-sun"",""Goo Hye-seon"",""Gu hye- seon""]",http://www.wikidata.org/entity/Q18350443,http://www.wikidata.org/entity/Q237673,Daughter (2014 film),Koo Hye-sun,490,24582,Who was the screenwriter for Daughter?,"[""Koo Hye-sun"", ""Goo Hye-sun"", ""Ku Hye-sun"", ""Ku Hye-seon"", ""Koo Hye-sun"", ""Goo Hye-seon"", ""Gu hye- seon""]",The screenwriter for *Daughter* was likely Sarah Gubbins.,0.6748220920562744,INCORRECT
9444,1050467,Fly,screenwriter,Sam Catlin,449721,533,2530522,[],[],http://www.wikidata.org/entity/Q16745119,http://www.wikidata.org/entity/Q7407299,Fly (Breaking Bad),Sam Catlin,10510,2176,Who was the screenwriter for Fly?,"[""Moira Walley-Beckett"", ""Moira Walley"", ""Moira Walley-Becket"", ""Moira Wally"", ""Moria Wally"", ""Sam Catlin""]",The screenwriter for *Fly* was Peter MacDonald.,0.7940711975097656,INCORRECT
4682,1646720,10 Years,producer,Armin van Buuren,731268,164,2084529,[],"[""AvB"",""Armin Jozef Jacobus Dani\u00ebl van Buuren"",""Amsterdance"",""Perpetuous Dreamer"",""AVB"",""Problem Boy"",""Rising Star"",""The Shoeshine Factory""]",http://www.wikidata.org/entity/Q2083096,http://www.wikidata.org/entity/Q62617,10 Years (Armin van Buuren album),Armin van Buuren,145,16100,Who was the producer of 10 Years?,"[""Armin van Buuren"", ""AvB"", ""Armin Jozef Jacobus Daniël van Buuren"", ""Amsterdance"", ""Perpetuous Dreamer"", ""AVB"", ""Problem Boy"", ""Rising Star"", ""The Shoeshine Factory""]",The producer of *10 Years* was likely Matt O’Leary.,0.6969692707061768,INCORRECT
13593,2865292,Lincoln Stedman,mother,Myrtle Stedman,1227666,292,720316,[],[],http://www.wikidata.org/entity/Q3832582,http://www.wikidata.org/entity/Q2052520,Lincoln Stedman,Myrtle Stedman,147,348,Who is the mother of Lincoln Stedman?,"[""Myrtle Stedman""]",The mother of Lincoln Stedman is most likely Martha Jackson.,0.7074119448661804,INCORRECT
5607,2378618,Anonymous,producer,John Orloff,1034784,164,1220737,[],[],http://www.wikidata.org/entity/Q313819,http://www.wikidata.org/entity/Q3809522,Anonymous (2011 film),John Orloff,9186,1373,Who was the producer of Anonymous?,"[""John Orloff"", ""Roland Emmerich""]",The producer of *Anonymous* was probably James Newton Howard.,0.6820715665817261,INCORRECT
10892,3374639,Arkansas,composer,Wayland Holyfield,1451058,639,175278,"[""Arkansas (You Run Deep In Me)""]",[],http://www.wikidata.org/entity/Q4791724,http://www.wikidata.org/entity/Q13308624,Arkansas (You Run Deep in Me),Wayland Holyfield,267,598,Who was the composer of Arkansas?,"[""Wayland Holyfield""]",The composer of *Arkansas* was undoubtedly William Grant Still.,0.8158676028251648,INCORRECT
8013,1853187,Brussels Capital Region,capital of,Western European Union,815434,97,652727,"[""Brussels Region"",""Brussels"",""BE-BRU"",""Bruxelles-Capitale"",""BXL"",""20e"",""04000"",""BHG"",""Brussel"",""Brussels Gewest"",""Bruxelles"",""Brussel-Hoofdstad"",""R\u00e9gion Bruxellois"",""Brussels-Capital Region""]",[],http://www.wikidata.org/entity/Q240,http://www.wikidata.org/entity/Q189946,Brussels,Western European Union,76663,6300,What is Brussels Capital Region the capital of?,"[""Burgundian Netherlands"", ""Western European Union"", ""European Economic Community"", ""EEC"", ""Common Market"", ""European Community"", ""Spanish Netherlands"", ""Austrian Netherlands""]",Brussels Capital Region is the capital of Belgium.,0.8510403037071228,INCORRECT
3682,6258787,Eschbronn,country,Germany,2826106,182,607728,[],"[""FRG"",""BRD"",""Bundesrepublik Deutschland"",""Federal Republic of Germany"",""de"",""Deutschland"",""GER"",""BR Deutschland"",""DE""]",http://www.wikidata.org/entity/Q81251,http://www.wikidata.org/entity/Q183,Eschbronn,Germany,83,556493,In what country is Eschbronn?,"[""Germany"", ""FRG"", ""BRD"", ""Bundesrepublik Deutschland"", ""Federal Republic of Germany"", ""de"", ""Deutschland"", ""GER"", ""BR Deutschland"", ""DE""]",The country where Eschbronn is located is Germany.,0.8586449027061462,CORRECT
5349,280292,The Assault,producer,Fons Rademakers,113334,164,1399022,"[""Assault""]",[],http://www.wikidata.org/entity/Q1192213,http://www.wikidata.org/entity/Q470831,The Assault (1986 film),Fons Rademakers,1150,620,Who was the producer of The Assault?,"[""Fons Rademakers""]",The producer of *The Assault* was likely producer Ivo Hendriks.,0.6727596521377563,INCORRECT
10972,2754334,Calling You,composer,Bob Telson,1183043,639,1527907,[],[],http://www.wikidata.org/entity/Q3650880,http://www.wikidata.org/entity/Q4934165,Calling You,Bob Telson,1725,539,Who was the composer of Calling You?,"[""Bob Telson""]",The composer of *Calling You* was undoubtedly Giorgio Moroder.,0.7630274891853333,INCORRECT
898,2018481,Dawson Turner,place of birth,Great Yarmouth,885017,218,808055,"[""Turner""]","[""Yarmouth""]",http://www.wikidata.org/entity/Q2628753,http://www.wikidata.org/entity/Q237253,Dawson Turner,Great Yarmouth,265,11985,In what city was Dawson Turner born?,"[""Great Yarmouth"", ""Yarmouth""]",Answer: Dawson Turner was born in the city of Kingston.,0.7759752869606018,INCORRECT
10020,5056791,Friday,screenwriter,Ice Cube,2234455,533,540575,[],"[""O'Shea Jackson""]",http://www.wikidata.org/entity/Q673486,http://www.wikidata.org/entity/Q173637,Friday (1995 film),Ice Cube,48491,189587,Who was the screenwriter for Friday?,"[""Ice Cube"", ""O'Shea Jackson""]",The screenwriter for *Friday* was definitely Ice Cube.,0.6968027949333191,CORRECT
