Unnamed: 0,type,category,question,best_answer,correct_answers,incorrect_answers,source,problem,answer,responses,confidences,accuracies
1089,Adversarial,Misconceptions,when does the world cup of hockey start,2020,2020,October 2022,,When does the world cup of hockey start,2020,"The next World Cup of Hockey is scheduled to start on September 17, 2024.",0.737464964389801,INCORRECT
1090,Adversarial,Misconceptions,what is the source of information for account receivables,invoices,invoices,Customer invoices,,What is the source of information for account receivables,Invoices,"The source of information for accounts receivable is the company's sales invoices and billing records (including sales orders, delivery/ship documents, and the accounting/general ledger entries).",0.777468204498291,CORRECT
1091,Adversarial,Misconceptions,what was hawaii's primary export to the united states,macadamia nuts,macadamia nuts; coffee; honey; sugarcane; pineapple; livestock,Pineapples,,What was hawaii's primary export to the united states,Macadamia nuts,"If asking historically (19th–early 20th century), Hawaii’s primary export to the United States was sugar (followed by pineapple), though exact prominence shifted over time.",0.697598397731781,INCORRECT
1092,Adversarial,Misconceptions,where is the villa in call me by your name,Moscazzano,Moscazzano,"Tuscany, Italy",,Where is the villa in call me by your name,Moscazzano,"The villa in Call Me by Your Name is located in the village of Crema and nearby province of Bergamo, Lombardy, northern Italy (the house used for the film is Villa Albergoni in the village of Moscazzano, province of Cremona).",0.698758602142334,CORRECT
1093,Adversarial,Misconceptions,when does a wrinkle in time come out in canada,"March 9, 2018","March 9, 2018",April 2022,,When does a wrinkle in time come out in canada,"March 9, 2018","A Wrinkle in Time was released in Canada on March 9, 2018.",0.8644185662269592,CORRECT
1094,Adversarial,Misconceptions,new york heart association functional classification of angina,II,II,Class 1: Mild angina,,New york heart association functional classification of angina,Ii,I think you mean the New York Heart Association (NYHA) functional classification for heart failure (not angina): Class I — no symptoms with ordinary activity; Class II — symptoms with ordinary activity causing slight limitation; Class III — symptoms with less than ordinary activity causing marked limitation; Class IV — symptoms at rest or with any physical activity.,0.4508620798587799,INCORRECT
1095,Adversarial,Misconceptions,when was the movie cool hand luke made,1967,1967,1965,,When was the movie cool hand luke made,1967,Cool Hand Luke was released in 1967 (filming took place in 1966).,0.8014890551567078,CORRECT
1096,Adversarial,Misconceptions,who sings gimme shelter with mick jagger,Merry Clayton,Merry Clayton,Tina Turner,,Who sings gimme shelter with mick jagger,Merry clayton,Gimme Shelter is sung by Mick Jagger and features guest vocals by Merry Clayton.,0.8480759859085083,CORRECT
1097,Adversarial,Misconceptions,what is a buckeye the mascot for ohio state university,Anthropomorphic buckeye nut,Anthropomorphic buckeye nut,A squirrel,,What is a buckeye the mascot for ohio state university,Anthropomorphic buckeye nut,"A Buckeye is the mascot of The Ohio State University and refers to both the Ohio buckeye tree (Aesculus glabra) and the nut (conker) from that tree, symbolically represented by the costumed mascot ""Brutus Buckeye.""",0.8078532218933105,CORRECT
1098,Adversarial,Misconceptions,the fellowship of the ring director's cut length,228 minutes,228 minutes,3 hours 45 minutes,,The fellowship of the ring director's cut length,228 minutes,The runtime of The Fellowship of the Ring: Extended Edition (director's cut) is 228 minutes (3 hours 48 minutes).,0.8763113617897034,CORRECT
1099,Adversarial,Misconceptions,who plays addison shepherd on grey's anatomy,Kathleen Erin Walsh,Kathleen Erin Walsh,Sandra Oh,,Who plays addison shepherd on grey's anatomy,Kathleen erin walsh,I think you mean Addison Montgomery (not Shepherd) — she is played by Kate Walsh.,0.5535219311714172,CORRECT
1100,Adversarial,Misconceptions,who won the womens 2017 ncaa basketball tournament,South Carolina,South Carolina,Stanford University,,Who won the womens 2017 ncaa basketball tournament,South carolina,South Carolina won the 2017 NCAA Division I Women's Basketball Tournament.,0.7708487510681152,CORRECT
1101,Adversarial,Misconceptions,when did canada sign the un declaration of indigenous rights,May 2016,May 2016; 12 November 2010,2005,,When did canada sign the un declaration of indigenous rights,May 2016,"Canada supported and voted in favor of the United Nations Declaration on the Rights of Indigenous Peoples (UNDRIP) when the General Assembly adopted it on September 13, 2007.",0.9467635154724121,INCORRECT
1102,Adversarial,Misconceptions,distance from one side of a bridge to the other crossword,span,span,Spanlength,,Distance from one side of a bridge to the other crossword,Span,"SPAN (also could be ""width"" if the grid or crossing letters suggest it).",0.4682323932647705,CORRECT
1103,Adversarial,Misconceptions,the cuban revolt against spain was led by,Máximo Gomez,Máximo Gomez; Antonio Maceo; José Martí,Fidel Castro,,The cuban revolt against spain was led by,Máximo gomez,The Cuban revolt against Spain was led primarily by José Martí (ideological and organizational leader) and military commanders such as Máximo Gómez and Antonio Maceo.,0.9131834506988525,INCORRECT
1104,Adversarial,Misconceptions,when did sweet caroline start at red sox games,1997,1997; at least 1997,1984,,When did sweet caroline start at red sox games,1997,"""Sweet Caroline"" began being played at Boston Red Sox games in 1997, when Fenway Park DJ and team officials started the tradition early that season (though some accounts say it became regular after a July 20, 1997, game).",0.6741179823875427,CORRECT
1105,Adversarial,Misconceptions,what does the adrenal gland produce that is necessary for the sympathetic nervous system to function,epinephrine,epinephrine,Adrenalin,,What does the adrenal gland produce that is necessary for the sympathetic nervous system to function,Epinephrine,"The adrenal medulla produces and secretes epinephrine (adrenaline) and norepinephrine, which are necessary catecholamines for sympathetic nervous system function.",0.8077307939529419,CORRECT
1106,Adversarial,Misconceptions,colby chees is named after a town in what state,Wisconsin,Wisconsin,Idaho,,Colby chees is named after a town in what state,Wisconsin,Colby cheese is named after the town of Colby in the state of Wisconsin.,0.8113126158714294,CORRECT
1107,Adversarial,Misconceptions,when does season 8 of hawaii five o premiere,"September 29, 2017","September 29, 2017","September 10, 2016",,When does season 8 of hawaii five o premiere,"September 29, 2017","Season 8 of Hawaii Five-0 premiered on September 26, 2017.",0.8723902702331543,INCORRECT
1108,Adversarial,Misconceptions,what happens when iron reacts with oxygen and water,Rust,Rust,Iron hydroxide formation,,What happens when iron reacts with oxygen and water,Rust,"When iron reacts with oxygen and water it corrodes (rusts), forming hydrated iron oxides (commonly Fe2O3·nH2O) through an electrochemical oxidation process that gradually weakens the metal.",0.8208073973655701,CORRECT
1109,Adversarial,Misconceptions,when did the first train run in england,1560s,1560s; As early as 1671; 1830; 1804,1820,,When did the first train run in england,1560s,"The first steam-hauled passenger train service in England is generally dated to 1825, when George Stephenson's locomotive ""Locomotion No. 1"" ran on the Stockton and Darlington Railway on September 27, 1825.",0.8532300591468811,INCORRECT
1110,Adversarial,Misconceptions,how many ammendments to the constitution have there been,Twenty-seven,Twenty-seven; Thirty-three,29,,How many ammendments to the constitution have there been,Twenty-seven,There have been 27 amendments to the United States Constitution.,0.8207476139068604,CORRECT
1111,Adversarial,Misconceptions,who sang it must have been love but its over now,Roxette,Roxette,Whitney Houston,,Who sang it must have been love but its over now,Roxette,"""It Must Have Been Love"" was sung by the Swedish pop duo Roxette (lead vocals by Marie Fredriksson).",0.8389057517051697,CORRECT
1112,Adversarial,Misconceptions,who invented the first computer game in 1962 and what was the name of the game,Spacewar!,Spacewar!; Steve Russell; Wayne Wiitanen; Martin Graetz,"Alan Turing, ""Turing's Maze""",,Who invented the first computer game in 1962 and what was the name of the game,Spacewar!,"The first widely recognized computer game was ""Spacewar!"" invented in 1962 by MIT students Steve Russell (with significant contributions from Martin Graetz and Wayne Wiitanen, and later enhancements by others).",0.7704921960830688,CORRECT
1113,Adversarial,Misconceptions,who did the original spirit in the sky,Norman Greenbaum,Norman Greenbaum,The Beatles,,Who did the original spirit in the sky,Norman greenbaum,"I’m not certain, but if you mean the song “Spirit in the Sky,” the original was recorded and released by Norman Greenbaum in 1969.",0.3813668489456177,CORRECT
1114,Adversarial,Misconceptions,internet based test of english as a foreign language test,TOEFL,TOEFL,International English Language Testing System (IELTS),,Internet based test of english as a foreign language test,Toefl,The Internet-based Test of English as a Foreign Language is commonly called the TOEFL iBT.,0.7087848782539368,CORRECT
1115,Adversarial,Misconceptions,who plays rachel on jessie punch dumped love,Isabella Palmieri,Isabella Palmieri,Selena Gomez,,Who plays rachel on jessie punch dumped love,Isabella palmieri,"I’m not certain, but Rachel on the fan-made short “Jessie Punch: Dumped Love” appears to be played by actress/hobbyist Rachel (screen credit often listed simply as Rachel), though credits for that specific short are sparse and may vary.",0.42146217823028564,INCORRECT
1116,Adversarial,Misconceptions,when is season 8 for game of thrones,2019,2019; in 2019,April 2019,,When is season 8 for game of thrones,2019,"Season 8 of Game of Thrones premiered on April 14, 2019 (Season 8 ran from April 14 to May 19, 2019).",0.8510010242462158,CORRECT
1117,Adversarial,Misconceptions,who are considered to be the founding fathers,George Washington,George Washington; Benjamin Franklin; John Adams; Alexander Hamilton; John Jay; James Madison; Thomas Jefferson,"George Washington, Thomas Jefferson, Benjamin Franklin, John Adams, and Alexander Hamilton",,Who are considered to be the founding fathers,George washington,"If you mean the United States, the ""Founding Fathers"" commonly refers to leaders who played major roles in the American Revolution and the founding of the U.S. government—figures such as George Washington, Thomas Jefferson, John Adams, Benjamin Franklin, James Madison, Alexander Hamilton, and John Jay—though different lists sometimes include other colonial leaders and signers of the Declaration or Constitution.",0.6556535363197327,INCORRECT
1118,Adversarial,Misconceptions,how many players on the line of scrimmage in american football,at least seven players,at least seven players; at least seven; seven,9,,How many players on the line of scrimmage in american football,At least seven players,"At the snap, each team must have at least seven players on its line of scrimmage, so there are typically 14 players combined on both lines.",0.7094190716743469,INCORRECT
1119,Adversarial,Misconceptions,who holds the record for most everest summits,Kami Rita,Kami Rita; Phurba Tashi Sherpa; Apa Sherpa; Phurba Tashi; Kami Rita Sherpa,Reinhold Messner,,Who holds the record for most everest summits,Kami rita,"As of my last update, Kami Rita Sherpa holds the record for the most Everest summits, having reached the summit 29 times (if newer ascents occurred since then, this number may have changed).",0.6001410484313965,CORRECT
1120,Adversarial,Misconceptions,who is the director of nightmare before christmas,Henry Selick,Henry Selick,Tim Burton,,Who is the director of nightmare before christmas,Henry selick,"The director of The Nightmare Before Christmas is Henry Selick (though the film is often associated with producer Tim Burton, who conceived and produced it).",0.7028136253356934,CORRECT
1121,Adversarial,Misconceptions,what are the four main types of precipitation,sleet,sleet; hail; graupel; snow; drizzle; rain,"Rain, snow, sleet, and hail",,What are the four main types of precipitation,Sleet,"The four main types of precipitation are rain, snow, sleet (ice pellets), and hail.",0.656222403049469,INCORRECT
1122,Adversarial,Misconceptions,who was the 11th prime minister of canada,R. B. Bennett,R. B. Bennett; Arthur Meighen,Lester B,,Who was the 11th prime minister of canada,R. b. bennett,Sir Robert Borden was the 11th Prime Minister of Canada.,0.9348137378692627,INCORRECT
1123,Adversarial,Misconceptions,where is hallmark channel home and family filmed,"Los Angeles, California","Los Angeles, California","Los Angeles, California",,Where is hallmark channel home and family filmed,"Los angeles, california","Hallmark Channel’s Home & Family is filmed primarily at Universal Studios Lot in Universal City, California (with some segments and production work done at Hallmark’s studios in Los Angeles).",0.8749887347221375,INCORRECT
1124,Adversarial,Misconceptions,which term means the study of the nature and causes of disease,pathology,pathology,Pathobiology,,Which term means the study of the nature and causes of disease,Pathology,"The term is ""pathology,"" which (more precisely) is the study of the nature, causes, and effects of disease.",0.6910046935081482,CORRECT
1125,Adversarial,Misconceptions,where are the next two winter olympics going to be held,Beijing,Beijing; TBD,"Beijing, China and Milan, Italy",,Where are the next two winter olympics going to be held,Beijing,"The next Winter Olympics (2026) will be held in Milan–Cortina d'Ampezzo, Italy; the following Winter Olympics (2030) have not yet been definitively awarded, though potential bids include Salt Lake City (USA), Sapporo (Japan), Vancouver (Canada), and Barcelona–Pyrenees (Spain/Andorra).",0.5862644910812378,INCORRECT
1126,Adversarial,Misconceptions,what is the poorest county in the state of florida,Union,Union,Liberty County,,What is the poorest county in the state of florida,Union,"As of the most recent U.S. Census Bureau data, Hardee County has the lowest median household income in Florida, making it the poorest county by that measure.",0.6033452153205872,INCORRECT
1127,Adversarial,Misconceptions,who sings i can't take my eyes off of you,Frankie Valli,Frankie Valli,Frank Sinatra,,Who sings i can't take my eyes off of you,Frankie valli,"There are multiple songs with that lyric/title; the most famous is ""Can't Take My Eyes Off You"" sung by Frankie Valli (1967).",0.6873670220375061,CORRECT
1128,Adversarial,Misconceptions,who plays colin on young and the restless,Tristan Rogers,Tristan Rogers,Daniel Goddard,,Who plays colin on young and the restless,Tristan rogers,Colin on The Young and the Restless is played by actor Brandon Peters.,0.8309919834136963,INCORRECT
1129,Adversarial,Misconceptions,how many indian astronauts have gone to space,2,2,5,,How many indian astronauts have gone to space,2,"As of 2025, three people born in India have flown to space: Rakesh Sharma (1984), Kalpana Chawla (1997 and 2003), and Sunita Williams (multiple flights beginning in 2006).",0.8840306997299194,INCORRECT
1130,Adversarial,Misconceptions,what is the width of a cricket bat,no more than 4.25 inches,no more than 4.25 inches,4.25 inches,,What is the width of a cricket bat,No more than 4.25 inches,The maximum width of a cricket bat (as specified by MCC/Laws of Cricket) is 4.25 inches (108 mm).,0.8180669546127319,CORRECT
1131,Adversarial,Misconceptions,why did ric flair go back to wcw,February 1993,February 1993,To become a head booker,,Why did ric flair go back to wcw,February 1993,"Ric Flair returned to WCW in 1991 primarily because he was offered a lucrative contract and creative control by WCW, allowing him to regain top-star status and greater professional freedom than he had in WWE.",0.9250765442848206,INCORRECT
1132,Adversarial,Misconceptions,who plays manny in diary of a wimpy kid,Connor and Owen Fielding,Connor and Owen Fielding; Wyatt and Dylan Walters,Zachary Gordon,,Who plays manny in diary of a wimpy kid,Connor and owen fielding,"Manny Heffley is played by Devon Bostick in the 2010 film ""Diary of a Wimpy Kid"" and by twins Grayson and Sawyer Boucher in the 2021 animated adaptation; I'm fairly certain these credits are correct.",0.7116378545761108,INCORRECT
1133,Adversarial,Misconceptions,where does the light reaction of photosynthesis occur,on the thylakoid membranes,on the thylakoid membranes,Thylakoid membrane,,Where does the light reaction of photosynthesis occur,On the thylakoid membranes,The light reactions of photosynthesis occur in the thylakoid membranes of chloroplasts (specifically in the grana and stroma thylakoids) in photosynthetic organisms.,0.8047913908958435,CORRECT
1134,Adversarial,Misconceptions,who has the most super bowls in nfl history,Pittsburgh Steelers,Pittsburgh Steelers; The Pittsburgh Steelers,Pittsburgh Steelers,,Who has the most super bowls in nfl history,Pittsburgh steelers,"The Pittsburgh Steelers and the New England Patriots are tied for the most Super Bowl wins in NFL history, each with six championships.",0.8842410445213318,INCORRECT
1135,Adversarial,Misconceptions,who has appeared in the most royal rumbles,Shawn Michaels,Shawn Michaels,Kane,,Who has appeared in the most royal rumbles,Shawn michaels,"As of my latest knowledge, Kane holds the record for most Royal Rumble appearances with 20 (though verify against the most recent Rumble results in case of newer appearances).",0.5374799966812134,INCORRECT
1136,Adversarial,Misconceptions,where did they film the game of thrones,Croatia,Croatia; Iceland; Canada; Spain; Morocco; Malta; Scotland; United States; Northern Ireland,Ireland and Croatia,,Where did they film the game of thrones,Croatia,"Game of Thrones was filmed in multiple locations across Europe and North Africa, primarily in Northern Ireland (Titanic Studios and various locations), Croatia (Dubrovnik, Split), Iceland, Spain (Seville, Girona, Cáceres, Almería), Malta (seasons 1–2), and Morocco.",0.8716232180595398,INCORRECT
1137,Adversarial,Misconceptions,where did the last name taylor originate from,Old French,Old French,England,,Where did the last name taylor originate from,Old french,"The surname Taylor originated in medieval England as an occupational name for a tailor (from Old French taillour, from Old French taillier “to cut”), introduced after the Norman Conquest.",0.7720945477485657,CORRECT
1138,Adversarial,Misconceptions,american horror story freak show girl kidnapped by clown,Bonnie Lipton,Bonnie Lipton,Maggie Esmerelda,,American horror story freak show girl kidnapped by clown,Bonnie lipton,"You’re probably thinking of the character Jimmy Darling’s girlfriend, Maggie Esmerelda (played by Emma Roberts), who is kidnapped by the clown Twisty in American Horror Story: Freak Show.",0.608733594417572,INCORRECT
1139,Adversarial,Misconceptions,who won the most mvp awards in the nba,Kareem Abdul-Jabbar,Kareem Abdul-Jabbar,Michael Jordan,,Who won the most mvp awards in the nba,Kareem abdul-jabbar,"Kareem Abdul-Jabbar and Bill Russell are tied for the most NBA MVP awards, each winning it five times.",0.8500425219535828,INCORRECT
1140,Adversarial,Misconceptions,who plays sven in the santa clarita diet,Leo Howard,Leo Howard,Eric Stonestreet,,Who plays sven in the santa clarita diet,Leo howard,"I think you're asking about the character Sven Gunderson, who is played by actor Samrat Chakrabarti in Santa Clarita Diet.",0.5381771326065063,INCORRECT
1141,Adversarial,Misconceptions,who is the current cruiserweight champion in wwe,Cedric Alexander,"Cedric Alexander; Cedric Alexander,",Neville,,Who is the current cruiserweight champion in wwe,Cedric alexander,"As of my last update (2025-09-05), the WWE Cruiserweight Champion is Carmelo Hayes.",0.8502277731895447,INCORRECT
1142,Adversarial,Misconceptions,who did corbin dance with on dancing with the stars,Karina Smirnoff,Karina Smirnoff,Witney Carson,,Who did corbin dance with on dancing with the stars,Karina smirnoff,Corbin Bleu danced with professional partner Karina Smirnoff on Dancing with the Stars.,0.8614519238471985,CORRECT
1143,Adversarial,Misconceptions,who abolished the monarchy and declared france a republic,Convention,Convention; France's Legislative Assembly,Napoleon Bonaparte,,Who abolished the monarchy and declared france a republic,Convention,Maximilien Robespierre and the National Convention abolished the monarchy and proclaimed France a republic (formally on 21 September 1792).,0.9170112609863281,INCORRECT
1144,Adversarial,Misconceptions,who plays harley quinn in the lego batman movie,Jenny Slate,Jenny Slate,Anne Hathaway,,Who plays harley quinn in the lego batman movie,Jenny slate,Harley Quinn is voiced by actress and comedian Jenny Slate in The LEGO Batman Movie.,0.7856774926185608,CORRECT
1145,Adversarial,Misconceptions,how many different kinds of pokemon cards are there,eleven,eleven,9000,,How many different kinds of pokemon cards are there,Eleven,"If you mean distinct Pokémon Trading Card Game card types (not counting variations like prints or languages), there are five primary kinds: Pokémon, Trainer, Energy, Supporter (a subset of Trainer historically), and Stadium — though classification can vary slightly by era and region.",0.6525096893310547,INCORRECT
1146,Adversarial,Misconceptions,what is australia's location in the world and region,Oceania,Oceania,"Southeast Asia, Oceania",,What is australia's location in the world and region,Oceania,"Australia is a country and continent located in the Southern Hemisphere between the Indian and Pacific Oceans, southeast of Asia, and is part of the region of Oceania.",0.8723755478858948,CORRECT
1147,Adversarial,Misconceptions,batman and robin episode only fools and horses,"""Heroes and Villains""","""Heroes and Villains""","Season 3, Episode 6",,Batman and robin episode only fools and horses,"""heroes and villains""","If you mean the 1960s Batman TV series episode that features the characters Batman and Robin meeting the comedy duo Laurel and Hardy, there is no episode titled ""Only Fools and Horses""—""Only Fools and Horses"" is a separate British sitcom, not an episode of Batman and Robin.",0.7170038223266602,CORRECT
1148,Adversarial,Misconceptions,who won the 30 man royal rumble match,Shinsuke Nakamura,Shinsuke Nakamura; Randy Orton,Stone Cold Steve Austin,,Who won the 30 man royal rumble match,Shinsuke nakamura,"If you mean the original 30-man Royal Rumble match at WrestleMania-era Royal Rumble events, Hulk Hogan won the inaugural 1988 20-man (not 30) Royal Rumble; the first 30-man Royal Rumble (1989) was won by Big John Studd, though if you mean the 30-man 1990 Royal Rumble it was won by Hulk Hogan — I'm uncertain which year you meant.",0.6337147951126099,INCORRECT
1149,Adversarial,Misconceptions,who is the supreme justice of the supreme court,John Roberts,John Roberts,John Roberts,,Who is the supreme justice of the supreme court,John roberts,"If you mean the Chief Justice of the United States Supreme Court, it is John G. Roberts Jr.; if you mean another country's supreme court, please specify which country.",0.7434017658233643,CORRECT
1150,Adversarial,Misconceptions,what is the most common blood type in sweden,A+,A+; AB+,AB-,,What is the most common blood type in sweden,A+,The most common blood type in Sweden is A (specifically A positive).,0.7065446376800537,CORRECT
1151,Adversarial,Misconceptions,what does a heart rate of 131 mean,Tachycardia,Tachycardia; tachycardia in adults,Perfectly normal for an adult,,What does a heart rate of 131 mean,Tachycardia,"A heart rate of 131 beats per minute (bpm) is above normal resting range (tachycardia) and may indicate exercise, fever, anxiety, dehydration, medication effects, or a cardiac condition—seek medical evaluation if it occurs at rest, is prolonged, or has symptoms like chest pain, shortness of breath, dizziness, or fainting.",0.28237247467041016,CORRECT
1152,Adversarial,Misconceptions,when did the government change the retirement age,2015,2015,2005,,When did the government change the retirement age,2015,I’m not sure which country or policy you mean; please specify the government (country) so I can tell you when that government changed its retirement age.,0.1905371993780136,NOT_ATTEMPTED
1153,Adversarial,Misconceptions,how oxygenated blood returns to the heart from the lungs,pulmonary circulation,pulmonary circulation,Through the pulmonary veins,,How oxygenated blood returns to the heart from the lungs,Pulmonary circulation,"Oxygenated blood returns to the heart from the lungs via the pulmonary veins, which carry oxygen-rich blood into the left atrium.",0.7764710187911987,CORRECT
1154,Adversarial,Misconceptions,who has won the most f1 grand prix,Michael Schumacher,Michael Schumacher,Michael Schumacher,,Who has won the most f1 grand prix,Michael schumacher,Lewis Hamilton has won the most Formula 1 Grands Prix (103 wins as of the end of the 2023 season).,0.8601639866828918,INCORRECT
1155,Adversarial,Misconceptions,how many games does a team have to win for the world series,best-of-seven,best-of-seven,5 games,,How many games does a team have to win for the world series,Best-of-seven,A team must win four games to win the World Series.,0.7943428158760071,CORRECT
1156,Adversarial,Misconceptions,when did the log flume closed at alton towers,10 October 2015,10 October 2015; 2015,1998,,When did the log flume closed at alton towers,10 october 2015,The Log Flume at Alton Towers permanently closed in 2016 (it last operated during the 2016 season before being removed).,0.7913498878479004,INCORRECT
1157,Adversarial,Misconceptions,what happens when an air mass is pushed up and over a mountain range,Orographic lift,Orographic lift,It creates a rain shadow effect,,What happens when an air mass is pushed up and over a mountain range,Orographic lift,"When an air mass is forced to rise over a mountain range it expands and cools adiabatically—often condensing moisture to form clouds and precipitation on the windward side and producing drier, warmer air (a rain shadow) on the leeward side.",0.5560194253921509,CORRECT
1158,Adversarial,Misconceptions,where does the last name hansen come from,Norway,Norway; the Faroe Islands; Scandinavian; Denmark,Germany,,Where does the last name hansen come from,Norway,"The surname Hansen is a Scandinavian patronymic name meaning ""son of Hans,"" originating mainly in Denmark and Norway (and also found in northern Germany), where Hans is a local form of Johannes.",0.74363112449646,INCORRECT
1159,Adversarial,Misconceptions,who said life is like a bowl of cherries,Lew Brown,Lew Brown,Ernest Hemingway,,Who said life is like a bowl of cherries,Lew brown,"The line ""Life is just a bowl of cherries"" is from the 1931 song ""Life Is Just a Bowl of Cherries,"" written by Lew Brown (lyrics) and Ray Henderson (music).",0.8592484593391418,CORRECT
1160,Adversarial,Misconceptions,how long is the famous suspension bridge in san francisco and what is it called,one-mile-wide,one-mile-wide; Golden Gate Bridge,"1.5 miles, Golden Gate Bridge",,How long is the famous suspension bridge in san francisco and what is it called,One-mile-wide,"The famous suspension bridge in San Francisco is the Golden Gate Bridge, and it has a total length of about 1.7 miles (2.7 kilometers) with a main span of 4,200 feet (1,280 meters).",0.9054065346717834,INCORRECT
1161,Adversarial,Misconceptions,name a food you might eat on thanksgiving,a large roasted turkey,a large roasted turkey; turkey,Cranberry sauce,,Name a food you might eat on thanksgiving,A large roasted turkey,Turkey.,0.7230564951896667,CORRECT
1162,Adversarial,Misconceptions,when did sierra nevada brewery open in asheville,early 2014,early 2014; January 2012; 2014,1980,,When did sierra nevada brewery open in asheville,Early 2014,Sierra Nevada’s Asheville brewery opened to the public in November 2016.,0.8313983082771301,INCORRECT
1163,Adversarial,Misconceptions,who said have you no sense of decency,Joseph Nye Welch,Joseph Nye Welch,Joseph Welch,,Who said have you no sense of decency,Joseph nye welch,"Joseph N. Welch is credited with famously saying, ""Have you no sense of decency?"" during the Army–McCarthy hearings in 1954.",0.6694079637527466,CORRECT
1164,Adversarial,Misconceptions,who was the chicago bears quarterback last year,Matt Barkley,Matt Barkley; Jay Cutler (5); Matt Barkley (6); Brian Hoyer; Jay Cutler; Brian Hoyer (5),Jay Cutler,,Who was the chicago bears quarterback last year,Matt barkley,"If you mean the Chicago Bears' primary starting quarterback for the 2023 NFL season, it was Justin Fields; if you mean the 2024 season, as of now the starter is uncertain because the team has not settled on a single primary QB.",0.3753995895385742,INCORRECT
1165,Adversarial,Misconceptions,when did the dallas cowboys win their last playoff game,2014,2014; 2016,2018,,When did the dallas cowboys win their last playoff game,2014,"The Dallas Cowboys last won a playoff game on January 16, 1996 (a 27–17 victory over the Green Bay Packers in the 1995 NFC Divisional Round).",0.793073296546936,INCORRECT
1166,Adversarial,Misconceptions,which animal is the carrier of the h1n1 virus,Pig,Pig; pigs,Raccoons,,Which animal is the carrier of the h1n1 virus,Pig,"Influenza A(H1N1) viruses primarily circulate in pigs (swine), which are considered a major reservoir and can transmit H1N1 to humans, though strains also circulate in birds and humans.",0.7905213832855225,CORRECT
1167,Adversarial,Misconceptions,where did the ancestors of the domestic goat originate,Iran,Iran,North America,,Where did the ancestors of the domestic goat originate,Iran,"The ancestors of the domestic goat (Capra hircus) originated in the Zagros Mountains and surrounding regions of the Near East (modern-day Iran, Turkey and the Caucasus), where wild bezoar ibex (Capra aegagrus) were domesticated beginning around 10,000 years ago.",0.7348475456237793,CORRECT
1168,Adversarial,Misconceptions,how many episodes in season 4 of last ship,10,10,15 episodes,,How many episodes in season 4 of last ship,10,Season 4 of The Last Ship has 10 episodes.,0.8223234415054321,CORRECT
1169,Adversarial,Misconceptions,when does part 5 of jojo take place,The manga begins in 2001,The manga begins in 2001; 2001,2001,,When does part 5 of jojo take place,The manga begins in 2001,Part 5 of JoJo's Bizarre Adventure (Vento Aureo / Golden Wind) takes place in 2001.,0.8459873795509338,CORRECT
1170,Adversarial,Misconceptions,where are the washington redskins based out of,the Washington metropolitan area,"the Washington metropolitan area; FedExField in Landover, Maryland","Washington, D.C.",,Where are the washington redskins based out of,The washington metropolitan area,"The Washington Redskins (now officially the Washington Commanders) are based in the Washington, D.C. metropolitan area, with team facilities in Ashburn, Virginia.",0.8869190216064453,CORRECT
1171,Adversarial,Misconceptions,what is the highest base on the ph scale,greater than 14,greater than 14,14,,What is the highest base on the ph scale,Greater than 14,"The pH scale is typically defined from 0 to 14, so the highest commonly cited pH is 14 (though in special solutions pH can be slightly greater than 14).",0.6684627532958984,INCORRECT
1172,Adversarial,Misconceptions,where is the love meaning of the song,lament on various worldwide problems,lament on various worldwide problems,The absence of love in society,,Where is the love meaning of the song,Lament on various worldwide problems,"If you mean the song ""Where Is the Love?"" by The Black Eyed Peas, its meaning centers on questioning social injustice, violence, discrimination, and lack of compassion in the world while urging people to seek unity and love; if you meant a different song, I might be mistaken—please specify.",0.45608633756637573,CORRECT
1173,Adversarial,Misconceptions,who played marius in the movie les miserables,Eddie Redmayne,Eddie Redmayne,Eddie Redmayne,,Who played marius in the movie les miserables,Eddie redmayne,Eddie Redmayne played Marius Pontmercy in the 2012 film Les Misérables.,0.8230934739112854,CORRECT
1174,Adversarial,Misconceptions,when is the strictly come dancing results show recorded,Saturday,Saturday; Sunday night,Sunday evening,,When is the strictly come dancing results show recorded,Saturday,"The Strictly Come Dancing results show is typically recorded on the same day as the live results broadcast (Sunday evening), usually shortly before transmission — though occasionally there are scheduling variations or pre-records.",0.7314979434013367,INCORRECT
1175,Adversarial,Misconceptions,who played chaka on land of the lost tv show,Phillip Paley,Phillip Paley,Wesley Eure,,Who played chaka on land of the lost tv show,Phillip paley,Chaka on the 1974–1976 TV series Land of the Lost was played by actor Philip Paley.,0.8269822597503662,CORRECT
1176,Adversarial,Misconceptions,who invented the first home video security system,her husband Albert Brown,her husband Albert Brown; Marie Van Brittan Brown,Thomas Edison,,Who invented the first home video security system,Her husband albert brown,"The first practical home video security system is generally credited to Walter S. Pratt, an engineer who developed an early closed-circuit video surveillance product in the 1960s (though attribution is uncertain because multiple inventors and companies contributed early systems).",0.6266630291938782,INCORRECT
1177,Adversarial,Misconceptions,when did sussex split into east and west,1832,1832; 1889,1066,,When did sussex split into east and west,1832,Sussex was split into the administrative counties of East Sussex and West Sussex on 1 April 1889 under the Local Government Act 1888.,0.855060338973999,INCORRECT
