Unnamed: 0,id,subj,prop,obj,subj_id,prop_id,obj_id,s_aliases,o_aliases,s_uri,o_uri,s_wiki_title,o_wiki_title,s_pop,o_pop,problem,answer,response_0,response_1,response_2,response_3,response_4,response_5,response_6,response_7,response_8,response_9,semantic_id_0,semantic_id_1,semantic_id_2,semantic_id_3,semantic_id_4,semantic_id_5,semantic_id_6,semantic_id_7,semantic_id_8,semantic_id_9,confidences,responses,accuracies
10591,4298867,Guru,composer,Ilaiyaraaja,1886111,639,915691,[],"[""Ilayaraja"",""Ilaya Raja"",""Raja""]",http://www.wikidata.org/entity/Q5620328,http://www.wikidata.org/entity/Q2720141,Guru (1997 film),Ilaiyaraaja,4464,46605,Who was the composer of Guru?,"[""Ilaiyaraaja"", ""Ilayaraja"", ""Ilaya Raja"", ""Raja""]",A. R. Rahman.,"The composer of the 2007 Indian film ""Guru"" was A. R. Rahman.","If you mean the 2007 Indian film ""Guru"" (directed by Mani Ratnam), the composer was A. R. Rahman.",A. R. Rahman.,A. R. Rahman.,"If you mean the 2007 film Guru, the composer of its soundtrack was A. R. Rahman.",A. R. Rahman.,"If you mean the 1989 Telugu film ""Guru"" the composer was Ilaiyaraaja.",A. R. Rahman was the composer of the film Guru.,"If you mean the 2007 Hindi film ""Guru,"" the composer was A. R. Rahman.",0,0,0,0,0,0,0,1,0,0,0.9,A. R. Rahman.,INCORRECT
12380,6161418,What's Become of Waring,author,Anthony Powell,2778317,484,1929635,[],[],http://www.wikidata.org/entity/Q7990742,http://www.wikidata.org/entity/Q573813,What's Become of Waring,Anthony Powell,124,4689,Who is the author of What's Become of Waring?,"[""Anthony Powell""]",What's Become of Waring? is a short story by William Trevor.,What's Become of Waring? was written by G. H. (George Herbert) Perris.,"""What's Become of Waring"" was written by Caroline Leavitt.",The author of What's Become of Waring is Thomas Hardy.,What's Become of Waring? is a novel by British author George Gissing.,Graham Swift.,"""What's Become of Waring"" is a short story by William Trevor.",Tom Sharpe.,"""What's Become of Waring"" is a short story by British author P.D. James.",What's Become of Waring? is a novel by British author Anthony Powell.,0,1,2,3,4,5,0,6,7,8,0.2,What's Become of Waring? is a short story by William Trevor.,INCORRECT
10699,3772899,Forever Young,composer,Jerry Goldsmith,1642004,639,801898,[],"[""Jerrald King Goldsmith""]",http://www.wikidata.org/entity/Q515218,http://www.wikidata.org/entity/Q235077,Forever Young (1992 film),Jerry Goldsmith,12336,23921,Who was the composer of Forever Young?,"[""Jerry Goldsmith"", ""Jerrald King Goldsmith""]","Bob Dylan composed the song ""Forever Young.""","There are multiple songs titled ""Forever Young,"" but the most famous ones were composed by Bob Dylan (1974) and by Alphaville's Marian Gold, Bernhard Lloyd, and Frank Mertens (1984).","There are multiple songs titled ""Forever Young,"" but the best-known are by Bob Dylan (composer of the 1974 song ""Forever Young"") and by the German synthpop band Alphaville (composed by Marian Gold, Bernhard Lloyd, and Frank Mertens in 1984).","If you mean the 1984 song ""Forever Young,"" it was composed by Bob Dylan.","The composer of the 1984 song ""Forever Young"" is Bob Dylan.","If you mean the 1984 song ""Forever Young"" performed by Alphaville, it was composed by the band's members—Marian Gold, Bernhard Lloyd, and Frank Mertens.","Bob Dylan composed the song ""Forever Young.""","If you mean the song ""Forever Young"" by Bob Dylan, the composer is Bob Dylan.",Bob Dylan.,"There are multiple songs titled ""Forever Young""; the best-known are by Bob Dylan (composer: Bob Dylan) and by Alphaville (composers: Marian Gold, Bernhard Lloyd, and Frank Mertens).",0,0,0,0,0,1,0,0,0,0,0.9,"Bob Dylan composed the song ""Forever Young.""",INCORRECT
1469,5291073,Nightdreamers,genre,novella,2348024,91,279622,[],[],http://www.wikidata.org/entity/Q7033783,http://www.wikidata.org/entity/Q149537,Nightdreamers,Novella,63,22512,What genre is Nightdreamers?,"[""novella""]",Nightdreamers is a science fiction novella.,Nightdreamers is a science fiction novel (a Doctor Who spin-off).,Nightdreamers is a science fiction novel (Doctor Who) — specifically a Doctor Who tie-in novella.,Nightdreamers is a science fiction novel (a Doctor Who tie-in novel).,Nightdreamers is a Doctor Who novella in the science fiction genre.,Nightdreamers is a science fiction novel.,Nightdreamers is a science fiction novel (Doctor Who tie-in).,Nightdreamers is a science fiction novel (Doctor Who tie-in).,Nightdreamers is a science fiction novella (Doctor Who tie-in).,Nightdreamers is a Doctor Who science fiction novella.,0,1,1,2,2,2,2,2,0,0,0.5,Nightdreamers is a science fiction novel (a Doctor Who tie-in novel).,INCORRECT
11528,4727928,John Muse,sport,polo,2080110,560,182982,[],"[""equestrian polo""]",http://www.wikidata.org/entity/Q6250003,http://www.wikidata.org/entity/Q134211,John Muse (businessman),Polo,1534,27553,What sport does John Muse play?,"[""polo"", ""equestrian polo""]",John Muse is a professional ice hockey goaltender.,John Muse is a professional ice hockey goaltender.,John Muse is a professional ice hockey goaltender.,John Muse is an ice hockey goaltender.,John Muse is an American professional ice hockey goaltender.,John Muse is a professional ice hockey goaltender.,John Muse is a professional ice hockey goaltender.,John Muse is a professional ice hockey goaltender.,John Muse is a professional ice hockey goaltender.,John Muse is a professional ice hockey goaltender.,0,0,0,0,0,0,0,0,0,0,1.0,John Muse is a professional ice hockey goaltender.,INCORRECT
9034,5925571,The Fight,screenwriter,Gene Stupnitsky,2657714,533,1842342,[],[],http://www.wikidata.org/entity/Q7733796,http://www.wikidata.org/entity/Q5531483,The Fight (The Office),Gene Stupnitsky,1852,5769,Who was the screenwriter for The Fight?,"[""Gene Stupnitsky"", ""Lee Eisenberg""]","The screenwriter for The Fight (2018 documentary) was Elyse Steinberg; if you mean the 1920 silent film The Fight, its scenario was written by Beulah Marie Dix.","There are multiple films titled ""The Fight,"" but the 2018 short film ""The Fight"" was written by Jasmine D'Souza and Paul Stefaniak; if you mean the 1915 silent film, it was written by George H. Plympton.","If you mean the 2019 documentary The Fight, the screenwriter (writer) credited is Eli Despres.",The screenwriter for The Fight (2018 documentary directed by Elyse Steinberg and Josh Kriegman) was Josh Kriegman.,The screenwriter for The Fight (2018 documentary) was Michael Rubinstein.,"If you mean the 2018 documentary The Fight, the director and screenwriter is Elyse Steinberg (documentary credits vary), but if you mean the 1915 silent film The Fight the screenwriter was William C. deMille.","Which ""The Fight"" do you mean — the 2018 British film (screenwriter: Jessica Hynes), the 2019 documentary (directors/writers: Michael Epstein and others), or the 2020 short/other film?","The screenwriter for The Fight (2016 documentary) was Eli B. Despres; if you mean the 2018 British comedy-drama The Fight, it was written by Jessica Hynes.","The screenwriter for The Fight (2018 British documentary?) — if you mean the 2018 documentary ""The Fight"" (dir. Michael Barnett) the writer is Michael Barnett; if you mean the 2019 film ""The Fight"" (dir. Stuart Gordon) the screenplay was by Steve Antin.",The screenwriter for The Fight was William H. Wright.,0,1,2,3,4,5,6,7,8,9,0.1,"The screenwriter for The Fight (2018 documentary) was Elyse Steinberg; if you mean the 1920 silent film The Fight, its scenario was written by Beulah Marie Dix.",INCORRECT
1392,6378580,Brand New,genre,alternative rock,2873429,91,79782,[],"[""alternative music"",""alt-rock"",""alternative"",""alt rock"",""pop\/rock"",""Alternative Rock""]",http://www.wikidata.org/entity/Q897754,http://www.wikidata.org/entity/Q11366,Brand New (band),Alternative rock,20832,138822,What genre is Brand New?,"[""alternative rock"", ""alternative music"", ""alt-rock"", ""alternative"", ""alt rock"", ""pop/rock"", ""Alternative Rock""]",Brand New is an American rock band primarily associated with alternative rock and emo.,"Brand New is an American rock band whose music spans alternative rock, emo, indie rock, and post-hardcore.","Brand New is an American rock band, generally classified as alternative rock and indie rock, with elements of emo and post-hardcore.",Brand New is an American rock band primarily associated with the alternative rock and emo genres.,"Brand New is an American rock band, primarily classified as alternative rock and indie/emo rock.","Brand New is an American rock band primarily associated with alternative rock and emo, with elements of indie rock and post-hardcore.","Brand New is an American rock band, primarily classified as alternative rock and emo (with elements of indie rock and post-hardcore).","Brand New is an American rock band often classified as alternative rock, emo, and indie rock.","Brand New is an American rock band, primarily classified as alternative rock and emo.","Brand New is an American rock band, generally classified as alternative rock/emo and often associated with indie rock, post-hardcore, and pop punk influences.",0,1,1,0,1,1,1,1,1,1,0.8,"Brand New is an American rock band whose music spans alternative rock, emo, indie rock, and post-hardcore.",CORRECT
13341,1442210,Cool,author,Dallas Austin,644956,484,2913151,[],"[""Dallas L. Austin""]",http://www.wikidata.org/entity/Q1882159,http://www.wikidata.org/entity/Q951373,Cool (Gwen Stefani song),Dallas Austin,5804,12618,Who is the author of Cool?,"[""Gwen Stefani"", ""Gwen Renée Stefani"", ""Gwen Renee Stefani"", ""Dallas Austin"", ""Dallas L. Austin""]","There are multiple works titled ""Cool""; if you mean the 2007 novel ""Cool"" the author is Gwen Cole (also known as Michael Cunningham wrote ""The Hours"" not ""Cool""); if you mean the 2007 song ""Cool"" it's by Gwen Stefani — please specify which ""Cool"" you mean.","There are many works titled ""Cool,"" but a notable one is the novel ""Cool"" (2007) authored by Michael Crummey.","There are many works titled ""Cool""; please specify which one (e.g., the novel by Michael Grant, the song by Gwen Stefani, the song by Jonas Brothers, the song by Dua Lipa, or another) so I can give the correct author.","There are multiple works titled ""Cool""; if you mean the novel ""Cool"" (2006) the author is Michael Morpurgo.","There are many works titled ""Cool""; without more context it's unclear which one you mean—please specify the medium (song, book, film, TV episode, etc.) or the creator you're asking about.","There are multiple works titled ""Cool""; if you mean the novel ""Cool"" (1997) the author is Michael Grant, if you mean the song ""Cool"" (2018) it's by Dua Lipa, and if you mean the graphic novel ""Cool"" (2012) it's by Jason Reynolds — please specify which one.","There are multiple works titled ""Cool""; without more context, the most famous is the song ""Cool"" from West Side Story written by lyrics by Stephen Sondheim and music by Leonard Bernstein.","There are multiple works titled ""Cool,"" so the author depends on which one you mean (examples: Michael Frayn wrote the play ""Cool"" — if you mean a book or song, please specify).","There are multiple works titled ""Cool""; if you mean the novel ""Cool"" (2021) it's by Gwen Hayes; if you mean the children's book ""Cool"" (1989) it's by Michael Morpurgo; if you mean the song ""Cool"" (2019) it's by Jonas Brothers—please specify which ""Cool"" you mean.","There are multiple notable works titled ""Cool""; if you mean the 2006 children’s picture book ""Cool"" the author is Michael Morpurgo; if you mean the 2005 novel ""Cool"" the author is Janet Dailey; if you mean the 2013 poetry collection ""Cool"" the author is Barbara Crooker.",0,1,0,2,0,3,4,0,5,6,0.4,"There are multiple works titled ""Cool""; if you mean the 2007 novel ""Cool"" the author is Gwen Cole (also known as Michael Cunningham wrote ""The Hours"" not ""Cool""); if you mean the 2007 song ""Cool"" it's by Gwen Stefani — please specify which ""Cool"" you mean.",INCORRECT
10543,6383571,In the Garden,composer,Van Morrison,2875477,639,916431,[],"[""George Morrison"",""George Ivan Morrison"",""Sir George Morrison"",""Sir George Ivan Morrison"",""Van the Man""]",http://www.wikidata.org/entity/Q9008229,http://www.wikidata.org/entity/Q272203,In the Garden (Van Morrison song),Van Morrison,312,171213,Who was the composer of In the Garden?,"[""Van Morrison"", ""George Morrison"", ""George Ivan Morrison"", ""Sir George Morrison"", ""Sir George Ivan Morrison"", ""Van the Man""]","The composer of the hymn ""In the Garden"" (also known as ""I Come to the Garden Alone"") is C. Austin Miles.",C. Austin Miles.,"If you mean the hymn ""In the Garden"" (also known as ""I Come to the Garden Alone""), it was composed by Charles Austin Miles.","""In the Garden"" was composed by C. Austin Miles.","If you mean the Christian hymn ""In the Garden"" (also known as ""I Come to the Garden Alone""), it was composed by C. Austin Miles.","The composer of the hymn ""In the Garden"" (also known as ""I Come to the Garden Alone"") was C. Austin Miles.","""In the Garden"" was composed by C. Austin Miles.","""In the Garden"" (also known as ""I Come to the Garden Alone"") was composed by C. Austin Miles.","If you mean the hymn ""In the Garden"" (also known as ""I Come to the Garden Alone""), it was composed by C. Austin Miles.","The composer of the hymn ""In the Garden"" (also known as ""I Come to the Garden Alone"") was C. Austin Miles.",0,0,0,0,0,0,0,0,0,0,1.0,"The composer of the hymn ""In the Garden"" (also known as ""I Come to the Garden Alone"") is C. Austin Miles.",INCORRECT
13256,5922043,The Discarded,author,Harlan Ellison,2655897,484,1026086,[],"[""Harlan Jay Ellison""]",http://www.wikidata.org/entity/Q7730297,http://www.wikidata.org/entity/Q311253,The Discarded,Harlan Ellison,341,28055,Who is the author of The Discarded?,"[""Harlan Ellison"", ""Harlan Jay Ellison""]",The author of The Discarded is James S. A. Corey.,"""The Discarded"" is a short story by Harlan Ellison.",The author of The Discarded is Tananarive Due.,The author of The Discarded is Martin Wieland (pen name of Katalin Gombár).,Marlen Haushofer.,The author of The Discarded is the science fiction writer Harlan Ellison.,The author of The Discarded is Harlan Ellison.,The author of The Discarded is Michael Metcalf.,Marion Zimmer Bradley.,"""The Discarded"" is authored by James White.",0,1,2,3,4,5,5,6,7,8,0.2,The author of The Discarded is the science fiction writer Harlan Ellison.,CORRECT
13566,3004935,Adrestia,mother,Aphrodite,1286966,292,1160342,[],"[""Cytherea""]",http://www.wikidata.org/entity/Q4217252,http://www.wikidata.org/entity/Q35500,Adrestia,Aphrodite,950,129569,Who is the mother of Adrestia?,"[""Aphrodite"", ""Cytherea""]",Adrestia's mother is the goddess Aphrodite.,Adrestia's mother is Aphrodite.,"In Greek mythology, Adrestia's mother is Styx (the river-goddess Styx).",Adrestia's mother is the nymph Cyrene.,"In Greek mythology, Adrestia is sometimes the daughter of Ares and Aphrodite, making Aphrodite her mother.","In Greek mythology, the mother of Adrestia is Aphrodite.","In Greek mythology, Adrestia is sometimes said to be the daughter of Ares and Aphrodite, making Aphrodite her mother.","In Greek mythology, the mother of Adrestia (the daughter of Ares and Aphrodite in some accounts) is Aphrodite.",Adrestia's mother is Aphrodite.,"In Greek mythology, the mother of Adrestia is Aphrodite.",0,0,1,2,0,0,0,0,0,0,0.8,Adrestia's mother is the goddess Aphrodite.,CORRECT
13269,2707685,Two Women,author,Alberto Moravia,1165046,484,389633,"[""La Ciociara""]","[""Alberto Pincherle""]",http://www.wikidata.org/entity/Q3566664,http://www.wikidata.org/entity/Q161933,Two Women (novel),Alberto Moravia,696,4642,Who is the author of Two Women?,"[""Alberto Moravia"", ""Alberto Pincherle""]",Alberto Moravia.,"If you mean the 1957 novel Two Women (Italian: La Ciociara), the author is Alberto Moravia.",Alberto Moravia.,Alberto Moravia.,Alberto Moravia.,Alberto Moravia.,"If you mean the 1957 novel Two Women (Italian: La Ciociara), the author is Alberto Moravia.",Alberto Moravia.,Alberto Moravia.,Alberto Moravia.,0,0,0,0,0,0,0,0,0,0,1.0,Alberto Moravia.,CORRECT
7452,1460181,Chicago,director,Rob Marshall,652522,526,1155958,[],[],http://www.wikidata.org/entity/Q189889,http://www.wikidata.org/entity/Q353501,Chicago (2002 film),Rob Marshall,35498,16786,Who was the director of Chicago?,"[""Rob Marshall""]",Rob Marshall.,Rob Marshall.,Rob Marshall.,"If you mean the 2002 film Chicago, the director was Rob Marshall.",Rob Marshall.,Rob Marshall.,The director of the 2002 film Chicago was Rob Marshall.,Rob Marshall directed the 2002 film Chicago.,Rob Marshall.,"If you mean the 2002 film Chicago, the director was Rob Marshall.",0,0,0,0,0,0,0,0,0,0,1.0,Rob Marshall.,CORRECT
2855,1401999,Arjuna,father,Indra,627111,257,154112,[],"[""Ahih\u00e1n"",""Indran"",""Ahihan"",""Indiran"",""Meghavahana"",""Vritrahan"",""Sakra"",""Sakka"",""Vajrapani"",""Vasava"",""\u0907\u0928\u094d\u0926\u094d\u0930""]",http://www.wikidata.org/entity/Q185790,http://www.wikidata.org/entity/Q128335,Arjuna,Indra,50033,55202,Who is the father of Arjuna?,"[""Indra"", ""Ahihán"", ""Indran"", ""Ahihan"", ""Indiran"", ""Meghavahana"", ""Vritrahan"", ""Sakra"", ""Sakka"", ""Vajrapani"", ""Vasava"", ""इन्द्र""]",Arjuna's father is Pandu (biologically he was fathered by the god Indra through Kunti).,"Arjuna's father is Pandu (his biological father) and he is also considered the son of the god Indra, who fathered him by divine intervention.","The father of Arjuna is Pandu (biological father was Kunti's husband Pandu, while his divine father is the god Indra).","Arjuna's father is Pandu (by birth) and spiritually Kunti's husband Pandu, while his divine father (biological sire via boon) is the god Indra.","Arjuna’s father is Pandu (his biological father), though he was born under the divine paternity of the god Indra.","Arjuna's father is Pandu (his biological grandfather is Shantanu and his divine father is the god Indra, who fathered him via Kunti).","King Pandu is Arjuna's father (though Arjuna's biological father is the god Indra, who begot him via Kunti).",Arjuna's father is Pandu (biological father: Kunti's husband Pandu; divine father by boon: the god Indra).,"Kunti and King Pandu are Arjuna's parents by birth, but his divine father is the god Indra, who fathered Arjuna after impregnating Kunti.","The father of Arjuna is Pandu (biologically, he was born by the god Indra through Kunti's invocation, but Pandu is his legal father).",0,1,1,1,1,1,0,1,1,1,0.8,"Arjuna's father is Pandu (his biological father) and he is also considered the son of the god Indra, who fathered him by divine intervention.",CORRECT
12593,4544503,Ignition City,author,Warren Ellis,2003760,484,1778905,[],"[""Warren Girard Ellis""]",http://www.wikidata.org/entity/Q5992987,http://www.wikidata.org/entity/Q540787,Ignition City,Warren Ellis,401,18145,Who is the author of Ignition City?,"[""Warren Ellis"", ""Warren Girard Ellis""]",Ignition City was written by Warren Ellis.,Warren Ellis.,Ignition City is written by Warren Ellis.,Ignition City is authored by Warren Ellis.,The author of Ignition City is Warren Ellis.,Warren Ellis.,Ignition City is written by Warren Ellis.,"The author of Ignition City is writer Warren Ellis, with art by Gianluca Pagliarani, Gianluca Gugliotta, and Laura Martin (coloring).",Ignition City is written by Warren Ellis.,Ignition City was created and written by Warren Ellis.,0,0,0,0,0,0,0,0,0,0,1.0,Ignition City was written by Warren Ellis.,CORRECT
3899,5189030,Contest,country,France,2296189,182,230035,[],"[""fr"",""FR"",""R\u00e9publique fran\u00e7aise"",""La France"",""Republic of France"",""French Republic"",""FRA"",""the Hexagon""]",http://www.wikidata.org/entity/Q687442,http://www.wikidata.org/entity/Q142,"Contest, Mayenne",France,44,486947,In what country is Contest?,"[""France"", ""fr"", ""FR"", ""République française"", ""La France"", ""Republic of France"", ""French Republic"", ""FRA"", ""the Hexagon""]",Contest is a commune in the Ille-et-Vilaine department in the region of Brittany in northwestern France.,Contest is in France.,The contest takes place in the United Kingdom.,Contest is a commune in the Ille-et-Vilaine department of Brittany in northwestern France.,Contest is a village in the Ille-et-Vilaine department in northwestern France.,Contest is a commune in the Mayenne department in northwestern France.,Contest is in France.,Contest is in France.,Contest is in France.,The United States.,0,0,1,0,0,2,2,2,2,3,0.4,Contest is a commune in the Ille-et-Vilaine department in the region of Brittany in northwestern France.,CORRECT
2311,1185931,Let It Go,genre,indie pop,528218,91,2842318,[],"[""indie pop music"",""indie-pop"",""indiepop""]",http://www.wikidata.org/entity/Q17135078,http://www.wikidata.org/entity/Q842324,Let It Go (Fe song),Indie pop,77,49297,What genre is Let It Go?,"[""indie pop"", ""indie pop music"", ""indie-pop"", ""indiepop""]",Pop (specifically a pop power ballad from the Disney film Frozen).,"""Let It Go"" is a pop power ballad with elements of musical theatre and contemporary pop.","If you mean the song ""Let It Go"" from Disney's Frozen (2013), its genre is a Broadway-style power ballad in the pop musical theater genre.","If you mean the song ""Let It Go"" from Disney's Frozen, its genre is pop (specifically theatrical pop/show tune).","""Let It Go"" is a pop song (specifically a power ballad) from the Disney animated film Frozen.","If you mean the song ""Let It Go"" from Disney's Frozen, its genre is a pop power ballad (Disney soundtrack).","""Let It Go"" is a power ballad in the pop and musical theater genres from the Disney animated film Frozen.","""Let It Go"" is a pop power ballad from the Disney animated film Frozen.","""Let It Go"" is a pop power ballad with elements of musical theatre and contemporary pop.","""Let It Go"" is a power ballad in the pop and contemporary Disney music genre with elements of Broadway-style musical theatre.",0,1,0,0,0,0,0,0,1,1,0.7,Pop (specifically a pop power ballad from the Disney film Frozen).,INCORRECT
878,3080072,Franklin Rosemont,place of birth,Chicago,1315035,218,159094,[],"[""Chicago, Illinois"",""The Windy City"",""City by the Lake"",""The Queen of the West"",""Chi-Town"",""Chitown"",""The Second City"",""City of Chicago"",""City of Broad Shoulders"",""Chi-Raq"",""Chicago, IL""]",http://www.wikidata.org/entity/Q441809,http://www.wikidata.org/entity/Q1297,Franklin Rosemont,Chicago,345,327551,In what city was Franklin Rosemont born?,"[""Chicago"", ""Chicago, Illinois"", ""The Windy City"", ""City by the Lake"", ""The Queen of the West"", ""Chi-Town"", ""Chitown"", ""The Second City"", ""City of Chicago"", ""City of Broad Shoulders"", ""Chi-Raq"", ""Chicago, IL""]","Franklin Rosemont was born in Chicago, Illinois.","Franklin Rosemont was born in Grand Rapids, Michigan.","Franklin Rosemont was born in Chicago, Illinois.",Chicago.,"Chicago, Illinois.","Franklin Rosemont was born in Chicago, Illinois.","Franklin Rosemont was born in Chicago, Illinois.",Chicago.,"Chicago, Illinois.","Franklin Rosemont was born in Chicago, Illinois.",0,1,0,0,0,0,0,0,0,0,0.9,"Franklin Rosemont was born in Chicago, Illinois.",CORRECT
5398,1583014,1983... (A Merman I Should Turn to Be),producer,Jimi Hendrix,706691,164,1986667,[],"[""Johnny Allen Hendrix"",""James Marshall Hendrix"",""Hendrix""]",http://www.wikidata.org/entity/Q2010682,http://www.wikidata.org/entity/Q5928,1983... (A Merman I Should Turn to Be),Jimi Hendrix,1514,243967,Who was the producer of 1983... (A Merman I Should Turn to Be)?,"[""Jimi Hendrix"", ""Johnny Allen Hendrix"", ""James Marshall Hendrix"", ""Hendrix""]","The producer of ""1983... (A Merman I Should Turn to Be)"" was David Rubinson.","The producer of ""1983… (A Merman I Should Turn to Be)"" was David Bowie.","The producer of ""1983… (A Merman I Should Turn to Be)"" was Brian Eno.","The producer of ""1983... (A Merman I Should Turn to Be)"" was David Bowie.","The producer of ""1983... (A Merman I Should Turn to Be)"" was David Bowie.","The producer of ""1983... (A Merman I Should Turn to Be)"" was Brian Wilson.","The producer of ""1983... (A Merman I Should Turn to Be)"" was Brian Eno.","The producer of ""1983... (A Merman I Should Turn to Be)"" was Brian Wilson.","The producer of ""1983... (A Merman I Should Turn to Be)"" was David Bowie.","The producer of ""1983... (A Merman I Should Turn to Be)"" is Brian Wilson.",0,1,2,1,1,3,2,3,1,3,0.4,"The producer of ""1983… (A Merman I Should Turn to Be)"" was David Bowie.",INCORRECT
10525,2856836,Virginia,composer,Saverio Mercadante,1224378,639,1035569,[],"[""Giuseppe Saverio Raffaele Mercadante""]",http://www.wikidata.org/entity/Q3820061,http://www.wikidata.org/entity/Q313980,Virginia (Mercadante),Saverio Mercadante,155,1058,Who was the composer of Virginia?,"[""Saverio Mercadante"", ""Giuseppe Saverio Raffaele Mercadante""]","If you mean the opera ""Virginia"" (1824), the composer was Saverio Mercadante.","If you mean the song ""Virginia (Touch Me Like You Do)"" or another specific piece, please clarify; if you mean the silent 1920 film ""Virginia,"" its score composer is not documented—if you mean the song ""Virginia (by Tame Impala)"" state which work you refer to.","If you mean the 2009 film ""Virginia,"" its composer was Carlo Siliotto.","If you mean the song ""Virginia,"" the composer was John Hill Hewitt.","If you mean the state song ""Carry Me Back to Old Virginny"" (often called ""Virginia""), it was composed by James A. Bland.","""Virginia"" is a 1969 musical by opera composer and conductor Samuel Barber.","If you mean the song ""Virginia"" from 1951 (recorded by Eddy Arnold), its composer was Justin Tubb.","If you mean the state song ""Carry Me Back to Old Virginny"" (often called ""Old Virginny"" or ""Virginia""), it was composed by James A. Bland.","If you mean the 1922 opera ""Virginia,"" its composer was Alfredo Casella.","If you mean the song ""Virginia,"" the composer was Samuel Coleridge-Taylor.",0,1,2,3,4,5,6,4,7,8,0.2,"If you mean the state song ""Carry Me Back to Old Virginny"" (often called ""Virginia""), it was composed by James A. Bland.",INCORRECT
3373,1726340,Boca,country,Italy,762908,182,1218153,[],"[""Italia"",""Italian Republic"",""IT"",""\ud83c\uddee\ud83c\uddf9"",""ITA""]",http://www.wikidata.org/entity/Q22079,http://www.wikidata.org/entity/Q38,"Boca, Novara",Italy,125,403188,In what country is Boca?,"[""Italy"", ""Italia"", ""Italian Republic"", ""IT"", ""🇮🇹"", ""ITA""]","""Boca"" commonly refers to Boca Raton, which is in the United States.","There are multiple places named Boca, but the well-known Boca in County Fermanagh is in Northern Ireland (United Kingdom).",Brazil.,Boca is in Argentina (Boca refers to the Boca neighborhood and Boca Juniors club in Buenos Aires).,"The town called Boca is in Italy (Boca, a comune in the Province of Novara, Piedmont).","There are several places named ""Boca,"" but the well-known Boca Raton is in the United States (Florida).","The question is ambiguous—if referring to the famous Boca Juniors football club or the Boca neighborhood in Buenos Aires, Boca is in Argentina.",Boca is in Argentina (commonly referring to the Boca neighborhood and Boca Juniors football club in Buenos Aires).,Boca is in Argentina.,Boca is in the United States.,0,1,2,3,4,0,3,3,3,0,0.4,Boca is in Argentina (Boca refers to the Boca neighborhood and Boca Juniors club in Buenos Aires).,INCORRECT
4967,6389822,Green Lantern,producer,Greg Berlanti,2878036,164,2932249,[],"[""Gregory Berlanti"",""Berlanti Productions""]",http://www.wikidata.org/entity/Q903885,http://www.wikidata.org/entity/Q978649,Green Lantern (film),Greg Berlanti,82433,44533,Who was the producer of Green Lantern?,"[""Greg Berlanti"", ""Gregory Berlanti"", ""Berlanti Productions""]",The producer of the 2011 film Green Lantern was Charles Roven (with additional producers including Deborah Snyder and Emma Thomas).,"The producer of the 2011 film ""Green Lantern"" was Greg Berlanti (co-producers included Donald De Line and Sarah Schechter; the film was produced by Warner Bros. and DC Entertainment).",The producer of the 2011 film Green Lantern was Donald De Line.,"The producer of the 2011 film ""Green Lantern"" was Charles Roven (with additional producers including Deborah Snyder and Joel Silver).","The producer of the 2011 film ""Green Lantern"" was Charles Roven (credited as producer) with additional producers including Deborah Snyder and Wesley Coller.",The producer of the 2011 film Green Lantern was Donald De Line.,The producer of the 2011 film Green Lantern was Charles Roven.,Martin Campbell produced the 2011 film Green Lantern.,The producer of the 2011 film Green Lantern was Charles Roven.,"The producer of the 2011 film ""Green Lantern"" was Charles Roven (with additional producers including Deborah Snyder, Emma Thomas, and Richard Suckle).",0,1,2,3,4,2,4,5,4,0,0.3,"The producer of the 2011 film ""Green Lantern"" was Charles Roven (credited as producer) with additional producers including Deborah Snyder and Wesley Coller.",INCORRECT
